stop_name,parent_station,stop_id,stop_lat,stop_lon,location_type,platform_code
's-Hertogenbosch,,590948,51.69054,5.293723,1,
's-Hertogenbosch,590948,48038,51.69054,5.293723,,
Aachen Hbf,609021,330461,50.7678,6.091499,,
Aachen Schanz,644770,220611,50.769863,6.07384,,
Aachen Süd(Gr),,357472,50.731915,6.04541,1,
Aachen Süd(Gr),357472,60307,50.731915,6.04541,,
Aachen West,,179693,50.78036,6.070715,1,
Aachen West,179693,120447,50.78036,6.070715,,
"Aachen, Hbf",,609021,50.767723,6.092051,1,
"Aachen, Schanz (Jakobstraße)",,644770,50.769104,6.074103,1,
Aachen-Rothe Erde,,601023,50.770203,6.116475,1,
Aachen-Rothe Erde,601023,265428,50.770203,6.116475,,
Aalen Hbf,401695,307171,48.841015,10.096271,,
"Aalen, Hauptbahnhof",,401695,48.841602,10.096031,1,
Abenden,,375712,50.671085,6.476459,1,
Abenden,375712,513941,50.671085,6.476459,,
Abensberg,,610550,48.819454,11.846623,1,
Abensberg,610550,170723,48.819454,11.84662,,
Achern,324817,322078,48.63399,8.065324,,
Achern Bahnhof,,324817,48.6337,8.065003,1,
Achern Stadt,,578744,48.625423,8.068228,1,
Achern Stadt,578744,478006,48.625736,8.067706,,
Achim,296609,585169,53.015945,9.03038,,
Achim(b Bremen) (Zug),,296609,53.015995,9.030313,1,
Achkarren,494833,630297,48.06009,7.60787,,
"Achkarren, Bahnhof",,494833,48.059715,7.60803,1,
Achmer,,54283,52.390488,7.941875,1,
Achmer,54283,127803,52.39058,7.941991,,
Achterwehr,,539188,54.314915,9.964024,1,
Achterwehr,539188,333576,54.314915,9.964024,,
Adelebsen,,317870,51.577675,9.759952,1,
Adelebsen,317870,219926,51.57769,9.760044,,
Adelschlag,,449038,48.84076,11.211442,1,
Adelschlag,449038,338432,48.84076,11.211443,,
Adelsdorf(Mittelfr),,431757,49.474945,10.687041,1,
Adelsdorf(Mittelfr),431757,613782,49.474945,10.687041,,
Adelsheim Nord,339664,404848,49.42149,9.392754,,
Adelsheim Ost,473352,387036,49.403122,9.395127,,
"Adelsheim, Nordbahnhof",,339664,49.42145,9.392659,1,
"Adelsheim, Ost",,473352,49.4029,9.394968,1,
Adorf(Vogtl),379090,192845,50.324394,12.260678,,
"Adorf, Bahnhof",,379090,50.32397,12.261554,1,
"Adorf, Haltepunkt",,541886,50.763832,12.874753,1,
"Adorf, Haltepunkt",541886,118467,50.76388,12.873774,,
Affaltrach,,655327,49.137825,9.37913,1,
Affaltrach,655327,467028,49.137833,9.379012,,
Agatharied,,545865,47.766384,11.82544,1,
Agatharied,545865,640414,47.765606,11.824472,,
Agathenburg,,452352,53.564003,9.531541,1,
Agathenburg,452352,350891,53.56411,9.531244,,
Aglasterhausen,16370,253468,49.350098,8.990838,,
"Aglasterhausen, Bahnhof",,16370,49.35007,8.990771,1,
Aha,571295,570757,47.833225,8.134349,,
Aha (Schluchsee) Bahnhof,,571295,47.83329,8.134353,1,
Ahaus,295274,336553,52.08168,7.016453,,
"Ahaus, Bahnhof",,295274,52.08168,7.016453,1,
Ahlbeck Grenze,,511944,53.92284,14.215588,1,
Ahlbeck Grenze,511944,630541,53.921967,14.215549,,
Ahlbeck Ostseetherme,,674327,53.9426,14.179547,1,
Ahlbeck Ostseetherme,674327,548531,53.942623,14.179332,,
Ahlbeck Seebad,,528012,53.935627,14.188135,1,
Ahlen(Westf),44345,81229,51.761063,7.895488,,
"Ahlen, Bahnhof",,44345,51.761063,7.895491,1,
Ahlhorn,,114913,52.89937,8.209436,1,
Ahlhorn,114913,164919,52.899364,8.209509,,
Ahlhorn,114913,647419,52.899372,8.209362,,
Ahlten,107562,330085,52.37606,9.904613,,
Ahlten Bahnhof,,107562,52.376255,9.904213,1,
Ahnatal-Casselbreite Gl.1 Ri. Wolfhagen,673668,399743,51.36286,9.434109,,1
Ahnatal-Heckershausen Bahnhof,,630877,51.362984,9.422983,1,
Ahnatal-Heckershausen Casselbreite,,673668,51.365192,9.434839,1,
Ahnatal-Heckershausen Gl.1 Ri. Kassel,630877,96434,51.36297,9.422994,,1
Ahnatal-Heckershausen Gl.2 Ri. Wolfhagen,630877,294899,51.362988,9.422123,,2
Ahnatal-Weimar,,568177,51.36363,9.391588,1,
Ahnatal-Weimar,568177,116605,51.36363,9.391588,,
Ahnatal-Weimar Bahnhof,,135150,51.36363,9.392112,1,
Ahnatal-Weimar Gl.1 Ri.Wolfhagen,135150,328544,51.363407,9.391969,,1
Ahrbrück,,41779,50.489677,6.972391,1,
Ahrbrück,41779,378535,50.489677,6.972391,,
Ahrensburg,,252830,53.669125,10.23625,1,
Ahrensburg,252830,357708,53.66917,10.236203,,
"Ahrensburg, Gartenholz",,262643,53.688686,10.251822,1,
Ahrensburg-Gartenholz,262643,345767,53.68848,10.251786,,
Ahrensfelde,461438,665296,52.571392,13.565467,,44
Ahrensfelde Friedhof,384497,610361,52.580524,13.573094,,1
Ahrensfelde Nord,327335,111582,52.590714,13.581945,,1
"Ahrensfelde, Friedhof Bhf",,384497,52.58049,13.572999,1,
"Ahrensfelde, Nord Bhf",,327335,52.590733,13.581965,1,
Ahrweiler,309865,630083,50.54641,7.107258,,
Ahrweiler Markt,165768,2626,50.544228,7.094229,,
Aich (Niederbay),,135046,48.417313,12.398161,1,
Aich(Niederbay),135046,538719,48.417316,12.398163,,
Aichach,,642108,48.461117,11.122724,1,
Aichach,642108,424482,48.461117,11.122721,,
Aichstetten,436760,367508,47.887882,10.07494,,
Aichstetten Bahnhof,,436760,47.887985,10.074399,1,
Ainring,,345657,47.815033,12.964504,1,
Ainring,345657,173849,47.815033,12.964501,,
"Aitrach-Marstetten, Bahnhof",,150479,47.943577,10.080373,1,
Aix-en-Provence TGV,,559094,43.45517,5.317224,1,
Aix-en-Provence TGV,559094,113289,43.45517,5.317224,,
Albbruck,133288,482565,47.592236,8.131774,,
Albbruck Bahnhof,,133288,47.592274,8.131828,1,
Albersdorf,172588,579033,54.14632,9.292151,,
Albersdorf(Holst),,172588,54.14632,9.292151,1,
Albersweiler(Pfalz),556081,119085,49.218586,8.024059,,
"Albersweiler, Bahnhof",,556081,49.2186,8.023842,1,
"Albgaubad, Ettlingen",243433,433277,48.936832,8.41495,,
"Albgaubad, Ettlingen",243433,546162,48.936893,8.415184,,
Albig,625410,373778,49.771374,8.116579,,
"Albig, Bahnhof",,625410,49.771866,8.116512,1,
Albrechtshaus,,180217,51.64227,10.92926,1,
Albrechtshaus,180217,197624,51.642174,10.929267,,
Albshausen,26605,177916,50.545715,8.434869,,
Albsheim(Eis),606165,419015,49.58075,8.179166,,
"Albsheim, Bahnhof",,606165,49.580555,8.179277,1,
Albstadt-Ebingen,662737,288540,48.21029,9.026962,,
Albstadt-Ebingen West,156327,419664,48.21139,8.99698,,
Albstadt-Laufen Ort,530685,193422,48.22286,8.917316,,
Albstadt-Lautlingen,,37846,48.21361,8.954631,1,
Albstadt-Lautlingen,37846,578880,48.21364,8.95462,,
Aldekerk,121788,619817,51.43576,6.412542,,
Aldingen Bahnhof,,8866,48.096,8.712787,1,
Aldingen(b Spaichingen),8866,552097,48.095844,8.713033,,
Aletshausen,,449717,48.20131,10.383635,1,
Aletshausen,449717,446564,48.201313,10.383631,,
Alexisbad,,680020,51.648037,11.115112,1,
Alexisbad,680020,278698,51.648132,11.115311,,
Alfeld (Leine) Bahnhof,,172814,51.98114,9.81837,1,
Alfeld(Leine),172814,671425,51.98142,9.817779,,
Alfons-Auer-Straße,,631124,49.006016,12.108877,1,
Alfter Impekoven (S),,479827,50.71101,7.019831,1,
Alfter Witterschlick Bf,,409465,50.689697,7.026074,1,
Alfter-Impekoven,479827,296738,50.711018,7.019831,,
Alfter-Witterschlick,409465,187924,50.689697,7.026083,,
Algermissen,629788,469238,52.251965,9.96666,,
Algermissen Bahnhof,,629788,52.252445,9.96626,1,
Aligse,163116,38105,52.40346,9.979349,,
Aligse Bahnhof,,163116,52.40282,9.978899,1,
Allach,,290652,48.189938,11.467875,1,
Allendorf(Dillkr),371492,379617,50.743813,8.185486,,
Allensbach,279041,36534,47.714462,9.068852,,
Allensbach Bahnhof,,279041,47.71459,9.068493,1,
Allerheiligen,,73301,51.142532,6.756777,1,
Allerheiligen,73301,656063,51.142487,6.756777,,
Allerheiligenhöfe,,359686,47.26903,11.352969,1,
Allerheiligenhöfe,359686,269873,47.26903,11.352969,,
Allersberg (Rothsee),,471363,49.26213,11.212574,1,
Allersberg(Rothsee),471363,315941,49.26213,11.212573,,
Allmendingen,70992,313009,48.327736,9.722427,,
Allmendingen Bahnhof,,70992,48.327637,9.722745,1,
Alpen,664272,29872,51.583393,6.518041,,
Alpen Bahnhof,,664272,51.583714,6.517664,1,
Alpirsbach,410792,296954,48.343807,8.398251,,
Alpirsbach Bahnhof,,410792,48.343956,8.398278,1,
Alsbach-Hähnlein-Alsbach Hähnlein-Alsbach Bahnhof,,517933,49.73978,8.606479,1,
Alsdorf (Sieg) Alsdorf Bf,,565504,50.780884,7.890478,1,
Alsdorf (Sieg) Grünebacherhütte Bf,,210306,50.78165,7.891538,1,
Alsdorf Poststraße,,69850,50.855675,6.19705,1,
Alsdorf Poststraße,69850,678623,50.855675,6.19705,,
Alsdorf(Westerw),565504,425411,50.78089,7.890486,,
"Alsdorf, Annapark Bahnhof (Bus)",,10294,50.87082,6.157457,1,
Alsdorf-Annapark,10294,503269,50.87082,6.157457,,
Alsdorf-Kellersberg,,202521,50.867527,6.167354,1,
Alsdorf-Kellersberg,202521,144250,50.867527,6.167354,,
Alsdorf-Mariadorf,,156395,50.861977,6.188454,1,
Alsdorf-Mariadorf,156395,599559,50.861977,6.188454,,
Alsenz,608220,220689,49.727493,7.817189,,
"Alsenz, Bahnhof",,608220,49.727745,7.817202,1,
Alsfeld Bahnhof,,113649,50.750732,9.264839,1,
Alsfeld(Oberhess),113649,70541,50.75096,9.264297,,
Alsheim,80899,112918,49.76553,8.342462,,
"Alsheim, Bahnhof",,80899,49.765453,8.342573,1,
Alt Hüttendorf,276881,414458,52.957436,13.783584,,1
Alt Rosenthal,245001,48345,52.550404,14.278627,,
"Alt Rosenthal, Bahnhof",,245001,52.550312,14.278221,1,
Altach,,670315,47.352074,9.661128,1,
Altach,670315,468657,47.352074,9.661128,,
Altbach,,85201,48.720314,9.382436,1,
Altbach,85201,109488,48.720394,9.382384,,
Altdorf (b Nürnberg),,228564,49.390003,11.353528,1,
Altdorf West,,559160,49.391144,11.341464,1,
Altdorf West,559160,377753,49.391148,11.341467,,
Altdorf(b Nürnberg),228564,616603,49.389835,11.353673,,
Altdöbern,241290,348532,51.65251,14.009376,,1
"Altdöbern, Bahnhof",,241290,51.65256,14.009347,1,
Alte Veste,,70912,49.454323,10.972364,1,
Alte Veste,70912,542771,49.454323,10.972363,,
Altefähr,478070,237463,54.322926,13.14101,,
Altefähr Bahnhof,,478070,54.322987,13.141077,1,
Altena(Westf),625442,132603,51.301983,7.668808,,
"Altena, Bahnhof",,625442,51.301983,7.66881,1,
Altenahr,470509,469993,50.51565,6.989707,,
Altenahr Bf,,470509,50.515663,6.989585,1,
Altenahr Kreuzberg Bf,,538244,50.506454,6.978526,1,
Altenau (Bay),,406596,47.64837,11.017379,1,
Altenau(Bay),406596,289104,47.648365,11.017375,,
Altenbach,,474586,51.35587,12.682324,1,
Altenbach,474586,354698,51.35587,12.682324,,
Altenbamberg,,548325,49.786858,7.830745,1,
Altenbamberg,548325,471868,49.786858,7.830745,,
Altenbeken,,6520,51.766434,8.943322,1,
Altenbeken,6520,178110,51.766434,8.943319,,
Altenberg Bahnhof,,461920,50.766075,13.75362,1,
Altenberge,26800,2700,52.052258,7.481303,,
"Altenberge, Bahnhof",,26800,52.052258,7.481304,1,
Altenburg,,410723,50.997196,12.443905,1,
Altenburg,410723,118967,50.997196,12.443905,,
Altenerding,,448475,48.293304,11.901294,1,
Altenerding,448475,281061,48.29357,11.901744,,
Altenfeld(Rhön),667229,33758,50.450897,9.849726,,
Altenglan,99945,537456,49.54864,7.461841,,
"Altenglan, Bahnhof",,99945,49.548477,7.461928,1,
Altengörs,,418865,53.899284,10.354996,1,
Altengörs,418865,454225,53.898697,10.355555,,
Altenhasungen,,269105,51.34354,9.225737,1,
Altenhasungen,269105,678342,51.34354,9.225737,,
Altenkirchen (Westerw) Bahnhof,,586626,50.68441,7.638249,1,
Altenkirchen(Westerwald),586626,366126,50.684418,7.638257,,
Altenmarkt (Alz),,27049,47.999817,12.536026,1,
Altenmarkt(Alz),27049,240590,47.999817,12.536027,,
Altenseelbach,592202,594330,50.783836,7.992398,,
Altenseelbach Bf,,592202,50.78384,7.992401,1,
Altenstadt (Waldnaab),,620492,49.715675,12.164869,1,
Altenstadt Bahnhof,,426195,48.16115,10.110107,1,
Altenstadt Bahnhof,,522406,50.28347,8.943443,1,
Altenstadt(Hess),522406,196428,50.283314,8.943982,,
Altenstadt(Iller),426195,438831,48.16119,10.109983,,
Altenstadt(Waldnaab),620492,213387,49.71568,12.16487,,
Altenstadt-Höchst,242173,21217,50.269768,8.923418,,
Altenstadt-Höchst Bahnhof,,242173,50.269745,8.923412,1,
Altenstadt-Lindheim,486599,575374,50.291237,8.978405,,
Altentreptow,178280,176852,53.692234,13.242713,,
Altentreptow Bahnhof,,178280,53.69209,13.243108,1,
Altenwillershagen,603400,157763,54.259407,12.572818,,
Altenwillershagen Bahnhof,,603400,54.259106,12.57265,1,
Altersbach,,550085,50.700726,10.544473,1,
Altersbach,550085,677787,50.70064,10.544522,,
Altes Lager,545802,424915,52.015865,12.992407,,1
"Altes Lager, Bahnhof",,545802,52.015965,12.992288,1,
Altglashütten Falkau Bahnhof,,153020,47.859436,8.113961,1,
Altglashütten-Falkau,153020,620784,47.85939,8.114113,,
Althegnenberg,,593695,48.236603,11.062366,1,
Althegnenberg,593695,585155,48.236374,11.063003,,
Altheim(Hess),390646,146266,49.923332,8.890906,,
Althengstett,,265241,48.72688,8.79743,1,
Althengstett,265241,54558,48.72688,8.79743,,
Althof,301159,7067,54.090443,11.922341,,
Althof Bahnhof,,301159,54.09052,11.921776,1,
"Althüttendorf, Bahnhof",,276881,52.957417,13.783596,1,
Altingen Bahnhof,,507646,48.561874,8.908665,1,
Altingen(Württ),507646,654169,48.561928,8.908852,,
Altmarkt/Regierungspräsidium  Ri. Am Stern,426996,279084,51.316444,9.504447,,B
Altmarkt/Regierungspräsidium  von Am Stern,426996,550689,51.3161,9.504862,,A
Altmittweida,17465,295910,50.968704,12.959645,,
"Altmittweida, Bahnhof",,17465,50.967575,12.959698,1,
"Altmittweida, Bahnhof",17465,448927,50.968494,12.959626,,
"Altmittweida, Bahnhof",17465,566318,50.968784,12.959752,,
Altmorschen,,202379,51.067276,9.610756,1,
Altmorschen,202379,495800,51.067276,9.610756,,
Altnau,,324739,47.62137,9.265918,1,
Altnau,324739,106739,47.62137,9.265918,,
Altomünster,,432160,48.38569,11.254193,1,
Altomünster,432160,99108,48.38492,11.255133,,
Altranft,360962,133648,52.763367,14.082107,,
"Altranft, Bahnhof",,360962,52.763695,14.082898,1,
Altshausen,258100,246770,47.93071,9.551478,,
Altshausen Bahnhof,,258100,47.93062,9.550942,1,
Altstädten (Allgäu),,204969,47.488552,10.280904,1,
Altstädten(Allgäu),204969,200844,47.48855,10.280907,,
Alttann,110699,332325,47.841213,9.793037,,
Altötting,,391853,48.221245,12.674788,1,
Altötting,391853,78317,48.22124,12.67479,,
Alveslohe,,478757,53.791447,9.916588,1,
Alveslohe,478757,398100,53.791447,9.916375,,
Alzenau (Ufr),,651374,50.088715,9.0656,1,
Alzenau Burg,,438045,50.087925,9.074341,1,
Alzenau Burg,438045,343717,50.08793,9.07434,,
Alzenau Nord,,493731,50.089443,9.051389,1,
Alzenau Nord,493731,325534,50.089443,9.051385,,
Alzenau(Unterfr),651374,431585,50.088715,9.065603,,
Alzey,455543,309722,49.7502,8.109749,,
Alzey Süd,496725,455293,49.738132,8.118732,,
Alzey West,472287,302043,49.74098,8.107255,,
"Alzey, Bahnhof",,455543,49.75014,8.109532,1,
"Alzey, Südbahnhof",,496725,49.738213,8.118327,1,
"Alzey, Westbahnhof",,472287,49.74089,8.107376,1,
Am Stern  von Altmarkt,405906,272472,51.317993,9.500694,,B
Am Stern  von Holländ. Platz,405906,533575,51.318375,9.500412,,C
Am Stern  von Königsplatz,405906,486504,51.31765,9.500053,,A
Am Stern  von Lutherplatz,405906,136414,51.318153,9.499707,,D
Am Weinberg  Ri. Heinrich-Heine-Straße,180333,254344,51.307487,9.488085,,A
Am Weinberg  Ri. Rathaus,180333,545134,51.30761,9.488417,,B
Amberg,,102157,49.447613,11.8629,1,
Amberg,102157,662761,49.447617,11.862902,,
Amersfoort Centraal,,370896,52.153465,5.373909,1,
Amersfoort Centraal,370896,498027,52.153465,5.373909,,
Ammern,,450965,51.23334,10.458092,1,
Ammern,450965,348696,51.233345,10.458086,,
Amorbach,,6151,49.645607,9.223147,1,
Amorbach,6151,76292,49.64561,9.223147,,
Ampfing,,654281,48.25395,12.410917,1,
Ampfing,654281,600764,48.25395,12.410919,,
Amriswil,,291917,47.55045,9.302227,1,
Amriswil,291917,232111,47.55045,9.302227,,
Amsdorf,,87339,51.463562,11.71979,1,
Amsdorf,87339,85365,51.463562,11.71979,,
Amsterdam Centraal,,497359,52.37919,4.899431,1,
Amsterdam Centraal,497359,351656,52.37919,4.899431,,
Amstetten Bahnhof,,13393,48.57834,9.872988,1,
Amstetten NÖ,,222860,48.121605,14.878112,1,
Amstetten NÖ,222860,107424,48.121605,14.878112,,
Amstetten(Württ),13393,479848,48.578327,9.872965,,
Amtshainersdorf,508828,389250,50.966324,14.232364,,
Andernach,232163,632291,50.434544,7.404839,,
Andernach Bahnhof,,232163,50.434544,7.40484,1,
Andernach Miesenheim Bf,,154124,50.40404,7.407598,1,
Andernach Namedy Bf,,385714,50.45714,7.361766,1,
Andorf,,69177,48.369846,13.565795,1,
Andorf,69177,90100,48.369846,13.565795,,
Angermund,537607,493264,51.33075,6.781857,,
Angermünde,268803,101006,53.01574,13.995672,,5
Angermünde,268803,142067,53.01584,13.996184,,2
Angermünde,268803,26852,53.015854,13.996267,,1
Angermünde,268803,543551,53.015793,13.995908,,3
"Angermünde, Bahnhof",,268803,53.015823,13.995871,1,
Angern-Rogätz,,460107,52.338463,11.759535,1,
Angern-Rogätz,460107,426225,52.338463,11.759535,,
Angersbach,420881,381199,50.630974,9.446944,,
Angersdorf,,486022,51.460407,11.903139,1,
Angersdorf,486022,253492,51.460407,11.903139,,
Angleur,,87939,50.612885,5.599529,1,
Angleur,87939,542636,50.612885,5.599529,,
Anklam,,86032,53.855984,13.701563,1,
Anklam,86032,245304,53.856102,13.701827,,
Annaberg-Buchholz Mitte,169750,349268,50.56679,12.999078,,
Annaberg-Buchholz Süd,473117,307899,50.555885,12.997404,,
Annaberg-Buchholz unterer Bf,133761,502050,50.57861,12.998313,,
"Annaberg-Buchholz, Mitte",,169750,50.56681,12.999053,1,
"Annaberg-Buchholz, Süd",,473117,50.555847,12.997391,1,
"Annaberg-Buchholz, Unterer Bahnhof",,133761,50.578487,12.999071,1,
Annaburg,,482422,51.72868,13.032757,1,
Annaburg,482422,531228,51.72868,13.032757,,
Annweiler am Trifels,374271,34675,49.205387,7.966149,,
"Annweiler, Bahnhof",,374271,49.205555,7.966628,1,
Annweiler-Sarnstall,625709,545925,49.208725,7.937192,,
"Annweiler-Sarnstall, Bahnhof",,625709,49.208935,7.937074,1,
Anrath,,530499,51.285538,6.45023,1,
Anrath,530499,494500,51.285538,6.45023,,
Ansbach,,144006,49.29803,10.578246,1,
Ansbach,144006,12550,49.29803,10.578239,,
Antoninov,,131060,50.77161,15.249621,1,
Antoninov,131060,670105,50.771576,15.249396,,
Antonsthal,410383,373716,50.49994,12.755245,,
"Antonsthal, Bahnhof",,410383,50.499855,12.754981,1,
Anwanden,,230887,49.411694,10.930395,1,
Anwanden,230887,121314,49.411694,10.930396,,
Anzefahr,519389,302930,50.845383,8.860173,,
Anzenkirchen,,272203,48.43474,13.021996,1,
Anzenkirchen,272203,142386,48.43474,13.021996,,
Apach(Moselle),,607974,49.458786,6.371969,1,
Apach(Moselle),607974,621582,49.458786,6.371969,,
Apach(fr),,518819,49.46902,6.369699,1,
Apach(fr),518819,468078,49.46902,6.369699,,
Apensen,,309511,53.441605,9.611844,1,
Apensen,309511,165212,53.44167,9.612345,,
Apolda,,427079,51.03094,11.526136,1,
Apolda,427079,673284,51.03094,11.526136,,
"Appelhülsen, Bahnhof",,317743,51.89214,7.426337,1,
Appenweier,584321,419256,48.541462,7.97319,,
Appenweier Bahnhof,,584321,48.541897,7.973482,1,
Arbon,,296252,47.51059,9.433359,1,
Arbon,296252,8989,47.51059,9.433359,,
Arbon Seemoosriet,,638956,47.521194,9.42502,1,
Arbon Seemoosriet,638956,82088,47.521194,9.42502,,
Arensdorf(Köthen),,222403,51.70951,12.007416,1,
Arensdorf(Köthen),222403,301032,51.70951,12.007416,,
Arenshausen,,146474,51.375164,9.968646,1,
Arenshausen,146474,604077,51.375053,9.968559,,
Arfurt(Lahn),257962,500374,50.406403,8.211079,,
Armsheim,336749,109106,49.808372,8.074113,,
"Armsheim, Bahnhof",,336749,49.808254,8.074237,1,
Arnbach,,434999,48.341473,11.344662,1,
Arnbach,434999,592277,48.34132,11.344044,,
Arnhem Centraal,,175408,51.98478,5.901003,1,
Arnhem Centraal,175408,299850,51.98478,5.901003,,
Arnsberg(Westf),88741,146981,51.405663,8.067965,,
"Arnsberg, Bahnhof",,88741,51.405663,8.067967,1,
Arnsberg-Neheim-Hüsten,669227,301127,51.438004,7.970066,,
Arnsberg-Oeventrop,593589,527542,51.39202,8.132081,,
Arnschwang,,348014,49.27461,12.811602,1,
Arnschwang,348014,242773,49.27461,12.8116,,
Arnsdorf Bahnhof,,313127,51.093277,13.982601,1,
Arnsdorf(Dresden),313127,533659,51.092808,13.982212,,
Arnstadt Hbf,504644,8865,50.841637,10.948149,,
Arnstadt Süd,,181634,50.831497,10.95503,1,
Arnstadt Süd,181634,504880,50.831085,10.954958,,
"Arnstadt, Hauptbahnhof",,504644,50.841362,10.948368,1,
Arrach,,283533,49.195366,13.002799,1,
Arrach,283533,59038,49.195366,13.002804,,
Arsbeck,,233668,51.151978,6.207082,1,
Arsbeck,233668,32453,51.151978,6.207082,,
Artern,,504735,51.36298,11.310239,1,
Artern,504735,467017,51.36324,11.310757,,
Arth-Goldau,,515504,47.049046,8.549446,1,
Arth-Goldau,515504,103370,47.049046,8.549446,,
Arzberg (Oberfr),,106304,50.054634,12.197693,1,
Arzberg(Oberfr),106304,556467,50.054634,12.197692,,
As mesto,,155474,50.218826,12.183322,1,
As mesto,155474,541278,50.218826,12.183322,,
As(CZ),,385917,50.209435,12.199936,1,
As(CZ),385917,467569,50.209435,12.199936,,
Aschaffenburg Hbf,,669387,49.980556,9.1437,1,
Aschaffenburg Hbf,669387,540276,49.980556,9.143697,,
Aschaffenburg Süd,,66942,49.968456,9.152584,1,
Aschaffenburg Süd,66942,174494,49.968464,9.152586,,
"Aschaffenburg, Hochschule",,81394,49.971382,9.159833,1,
"Aschaffenburg, Hochschule",81394,612007,49.971382,9.159833,,
Aschau im Chiemgau,,613697,47.778954,12.324571,1,
Aschau(Chiemgau),613697,417890,47.779106,12.325564,,
Ascheberg(Holst),,653431,54.14848,10.339742,1,
Ascheberg(Holst),653431,132306,54.148495,10.340002,,
Ascheberg(Holst),653431,548252,54.14846,10.339481,,
Ascheberg(Westf),299809,406303,51.78299,7.600749,,
"Ascheberg, Bahnhof",,299809,51.78299,7.600744,1,
Aschendorf,573735,251674,53.052177,7.337153,,
"Aschendorf, Bahnhof/Große Str.",,573735,53.052273,7.336721,1,
Aschersleben,,14451,51.757122,11.465689,1,
Aschersleben,14451,431637,51.757122,11.465689,,
Ashausen,,615734,53.36862,10.145868,1,
Ashausen,615734,136033,53.368694,10.14557,,
Asperg,,230011,48.907253,9.147976,1,
Asperg,230011,502356,48.90736,9.147797,,
Asselheim,548057,514142,49.57622,8.161602,,
"Asselheim, Bahnhof",,548057,49.576416,8.162596,1,
Assenheim(Oberhess),250641,447507,50.30494,8.812462,,
Assmannshausen,43665,211282,49.985325,7.867355,,
Attnang-Puchheim,,351616,48.012802,13.720719,1,
Attnang-Puchheim,351616,510688,48.012802,13.720719,,
Au im Murgtal,,209505,48.718796,8.3623,1,
Au im Murgtal,209505,486959,48.71887,8.362349,,
Au(Sieg),353232,607603,50.773766,7.656537,,
Aubing,,338344,48.155964,11.413203,1,
Aue(Sachs),542498,162455,50.591682,12.698518,,
"Aue, Bahnhof",,542498,50.590164,12.698711,1,
"Aue, Bahnhof",542498,587556,50.591892,12.698675,,
"Aue, Stadion",,30158,50.59566,12.707047,1,
"Aue, Stadion",30158,75917,50.596745,12.708978,,
Aue-Wingeshausen,7749,91445,51.051785,8.290085,,
Aue-Wingeshausen Bf,,7749,51.051785,8.290085,1,
Auehütte,,667232,50.719707,10.416924,1,
Auehütte,667232,133634,50.719673,10.416666,,
"Auerbach (b. Mosbach), Bahnhof",,223287,49.39956,9.223201,1,
Auerbach(V) ob Bf,543139,446819,50.519135,12.382054,,
Auerbach(V) unt Bf,356964,426091,50.511723,12.391421,,
Auerbach(Vogtl) Hp,452800,641749,50.506954,12.379204,,
"Auerbach(b Mosbach, Baden)",223287,474848,49.399563,9.223276,,
"Auerbach, Bahnhof",,409872,49.70174,8.613334,1,
"Auerbach, HP",,452800,50.506733,12.379108,1,
"Auerbach, oberer Bahnhof",,543139,50.51921,12.382171,1,
"Auerbach, unterer Bahnhof",,356964,50.511715,12.391433,1,
Auestadion  Ri. H.-Heine-Straße,607314,76567,51.2994,9.481504,,B
Auestadion  Ri. Park Schönfeld,607314,478802,51.2987,9.481007,,A
Aufhausen(Württ),114821,16339,48.85613,10.317193,,
"Aufhausen, Bahnhof",,114821,48.856632,10.317888,1,
"Augartenstraße, Karlsruhe",90348,525916,48.998966,8.403596,,
"Augartenstraße, Karlsruhe",90348,619704,48.998466,8.403677,,
Auggen,494892,428227,47.789948,7.586788,,
Auggen Bahnhof,,494892,47.790035,7.586731,1,
Augsburg Haunstetterstraße,,206636,48.35528,10.900984,1,
Augsburg Haunstetterstraße,206636,511852,48.355286,10.900985,,
Augsburg Hbf,,178317,48.36544,10.885569,1,
Augsburg Hbf,178317,8751,48.36544,10.88557,,
Augsburg Messe,,151653,48.338684,10.886081,1,
Augsburg Messe,151653,288531,48.338684,10.886086,,
Augsburg Morellstr.,565998,47293,48.355087,10.892948,,
Augsburg Morellstraße,,565998,48.35509,10.892944,1,
Augsburg-Hochzoll,,634408,48.352978,10.943376,1,
Augsburg-Hochzoll,634408,565035,48.352978,10.943376,,
Augsburg-Oberhausen,,264236,48.38077,10.872534,1,
Augsburg-Oberhausen,264236,625803,48.38077,10.872533,,
"August-Bebel-Straße, Karlsruhe",460824,113959,49.024162,8.375802,,
"August-Bebel-Straße, Karlsruhe",460824,279339,49.023914,8.375667,,
Augustfehn,,71580,53.220894,7.759677,1,
Augustfehn,71580,458097,53.22084,7.759684,,
Aukrug,,222977,54.082397,9.78581,1,
Aukrug,222977,657910,54.082397,9.78581,,
Aulendorf,544695,502786,47.953053,9.644046,,
Aulendorf Bahnhof,,544695,47.953003,9.643954,1,
Aulfingen Bahnhof,,113156,47.886456,8.661682,1,
Aumenau,677870,131495,50.400307,8.249234,,
Aumühle,,332181,53.530045,10.31461,1,
Aumühle,332181,17662,53.529926,10.314651,,
Auringen-Medenbach,499591,423453,50.11361,8.332093,,
Auw an der Kyll,461567,46871,49.903595,6.614525,,
"Auw an der Kyll, Bahnhof",,461567,49.90334,6.614529,1,
