id,ident,type,name,municipality,iso_country,iso_region,iata_code,icao_code,latitude_deg,longitude_deg
2435,EGMC,medium_airport,London Southend Airport,"Southend-on-Sea, Essex",GB,GB-ENG,SEN,EGMC,51.570562,0.693627
2468,EGPO,medium_airport,Stornoway Airport,"Stornoway, Western Isles",GB,GB-SCT,SYY,EGPO,58.215599,-6.33111
2458,EGPC,medium_airport,Wick John O'Groats Airport,Wick,GB,GB-SCT,WIC,EGPC,58.4589,-3.09306
2424,EGJA,medium_airport,Alderney Airport,Saint Anne,GG,GG-A,ACI,EGJA,49.706104,-2.21472
2425,EGJB,medium_airport,Guernsey Airport,Saint Peter Port,GG,GG-G,GCI,EGJB,49.435001,-2.60197
4574,LXGB,large_airport,Gibraltar Airport,Gibraltar,GI,GI-U-A,GIB,LXGB,36.151679,-5.34978
4250,LGAL,medium_airport,Alexandroupoli Democritus Airport,Alexandroupolis,GR,GR-A,AXD,LGAL,40.8559,25.956301
4255,LGHI,medium_airport,Chios Island National Airport,Chios Island,GR,GR-K,JKH,LGHI,38.34320068359375,26.140600204467773
4287,LGST,medium_airport,Sitia Airport,Crete Island,GR,GR-M,JSH,LGST,35.21609878540039,26.101299285888672
4258,LGIR,large_airport,Heraklion International Nikos Kazantzakis Airport,Heraklion,GR,GR-M,HER,LGIR,35.339699,25.1803
4257,LGIO,medium_airport,Ioannina King Pyrrhus National Airport,Ioannina,GR,GR-D,IOA,LGIO,39.6964,20.8225
4262,LGKL,medium_airport,Kalamata Airport,Kalamata,GR,GR-J,KLX,LGKL,37.06829833984375,22.02549934387207
4265,LGKP,medium_airport,Karpathos Airport,Karpathos Island,GR,GR-L,AOK,LGKP,35.421398,27.146
4268,LGKV,large_airport,Kavala Alexander the Great International Airport,Kavala,GR,GR-A,KVA,LGKV,40.9133,24.6192
4261,LGKF,medium_airport,Kefallinia Airport,Kefallinia Island,GR,GR-F,EFL,LGKF,38.12009811401367,20.500499725341797
4266,LGKR,large_airport,Corfu Ioannis Kapodistrias International Airport,Kerkyra (Corfu),GR,GR-F,CFU,LGKR,39.60145,19.912179
4269,LGKZ,medium_airport,Kozani National Airport Filippos,Kozani,GR,GR-C,KZI,LGKZ,40.286098,21.840799
4274,LGMK,medium_airport,Mykonos Island National Airport,Mykonos,GR,GR-L,JMK,LGMK,37.435101,25.348101
4275,LGMT,medium_airport,Mytilene International Airport,Mytilene,GR,GR-K,MJT,LGMT,39.057406,26.598629
4253,LGBL,medium_airport,Nea Anchialos National Airport,Nea Anchialos,GR,GR-E,VOL,LGBL,39.219601,22.7943
4280,LGRX,medium_airport,Patras Araxos Agamemnon Airport,Patras,GR,GR-G,GPA,LGRX,38.1511,21.4256
4277,LGPZ,medium_airport,Aktion National Airport,Preveza,GR,GR-D,PVK,LGPZ,38.925499,20.765301
4283,LGSM,medium_airport,Samos Airport,Samos Island,GR,GR-K,SMI,LGSM,37.689999,26.911699
4286,LGSR,large_airport,Santorini International Airport,Santorini Island,GR,GR-L,JTR,LGSR,36.400045,25.478638
4282,LGSK,medium_airport,Skiathos Island National Airport,Skiathos,GR,GR-E,JSI,LGSK,39.177101,23.5037
4251,LGAV,large_airport,Athens Eleftherios Venizelos International Airport,Spata-Artemida,GR,GR-I,ATH,LGAV,37.936401,23.9445
4293,LGTS,large_airport,Thessaloniki Macedonia International Airport,Thessaloniki,GR,GR-B,SKG,LGTS,40.51928,22.970009
4295,LGZA,medium_airport,Zakynthos International Airport Dionysios Solomos,Zakynthos,GR,GR-F,ZTH,LGZA,37.7509,20.8843
3984,LDDU,large_airport,Dubrovnik Ruđer Bošković Airport,Dubrovnik,HR,HR-19,DBV,LDDU,42.562247,18.265543
3990,LDSB,medium_airport,Brač Airport,Gornji Humac,HR,HR-17,BWK,LDSB,43.284454,16.678362
3986,LDOS,medium_airport,Osijek Airport,Osijek(Klisa),HR,HR-14,OSI,LDOS,45.462355,18.811278
3987,LDPL,large_airport,Pula Airport,Pula,HR,HR-18,PUY,LDPL,44.893501,13.9222
3989,LDRI,large_airport,Rijeka Airport,Rijeka(Omišalj),HR,HR-08,RJK,LDRI,45.216376,14.57085
3991,LDSP,large_airport,Split Saint Jerome Airport,Split,HR,HR-17,SPU,LDSP,43.538898,16.298
3993,LDZA,large_airport,Zagreb Franjo Tuđman International Airport,Velika Gorica,HR,HR-01,ZAG,LDZA,45.742901,16.0688
3994,LDZD,large_airport,Zadar Airport,Zadar,HR,HR-13,ZAD,LDZD,44.096986,15.353565
4296,LHBP,large_airport,Budapest Liszt Ferenc International Airport,Budapest,HU,HU-BU,BUD,LHBP,47.43018,19.262393
4297,LHDC,large_airport,Debrecen International Airport,Debrecen,HU,HU-HB,DEB,LHDC,47.489469,21.616278
4302,LHPP,large_airport,Pécs-Pogány International Airport,Pécs,HU,HU-BA,PEV,LHPP,45.988891,18.242044
4305,LHSM,medium_airport,Hévíz–Balaton Airport,Sármellék,HU,HU-ZA,SOB,LHSM,46.686391,17.159084
2534,EIKN,large_airport,Ireland West Airport Knock,Charlestown,IE,IE-MO,NOC,EIKN,53.910439,-8.817002
2530,EICK,large_airport,Cork International Airport,Cork,IE,IE-CO,ORK,EICK,51.841301,-8.49111
2532,EIDL,medium_airport,Donegal Airport,Donegal,IE,IE-DL,CFN,EIDL,55.0442008972168,-8.340999603271484
2533,EIDW,large_airport,Dublin Airport,Dublin,IE,IE-D,DUB,EIDW,53.428713,-6.262121
2535,EIKY,medium_airport,Kerry Airport,Farranfore,IE,IE-KY,KIR,EIKY,52.180901,-9.52378
2537,EINN,large_airport,Shannon Airport,Shannon,IE,IE-CE,SNN,EINN,52.702,-8.92482
2447,EGNS,large_airport,Isle of Man Airport,Castletown,IM,IM-U-A,IOM,EGNS,54.083081,-4.623871
117,BIAR,large_airport,Akureyri International Airport,Akureyri,IS,IS-6,AEY,BIAR,65.656573,-18.072018
119,BIEG,medium_airport,Egilsstaðir Airport,Egilsstaðir,IS,IS-7,EGS,BIEG,65.2833023071289,-14.401399612426758
31549,BIGR,medium_airport,Grímsey Airport,Grímsey/Sandvík,IS,IS-6,GRY,BIGR,66.5458,-18.0173
120,BIHN,medium_airport,Hornafjörður Airport,Höfn,IS,IS-8,HFN,BIHN,64.295601,-15.2272
123,BIKF,large_airport,Keflavik International Airport,Reykjavík,IS,IS-2,KEF,BIKF,63.985001,-22.6056
125,BIRK,medium_airport,Reykjavík Domestic Airport,Reykjavík,IS,IS-1,RKV,BIRK,64.128732,-21.93759
32593,BIVO,medium_airport,Vopnafjörður Airport,Vopnafjörður,IS,IS-7,VPN,BIVO,65.720596,-14.8506
122,BIIS,medium_airport,Ísafjörður Airport,Ísafjörður,IS,IS-4,IFJ,BIIS,66.058098,-23.1353
4330,LIEA,medium_airport,Alghero-Fertilia Airport,Alghero,IT,IT-88,AHO,LIEA,40.632099,8.29077
4310,LIBD,large_airport,Bari Karol Wojtyła International Airport,Bari,IT,IT-75,BRI,LIBD,41.138901,16.760599
4354,LIPE,large_airport,Bologna Guglielmo Marconi Airport,Bologna,IT,IT-45,BLQ,LIPE,44.5354,11.2887
4352,LIPB,medium_airport,Bolzano Airport,Bolzano (BZ),IT,IT-32,BZO,LIPB,46.459245,11.326125
4315,LIBR,large_airport,Brindisi Airport,Brindisi,IT,IT-75,BDS,LIBR,40.6576,17.947001
4332,LIEE,large_airport,Cagliari Elmas Airport,Cagliari,IT,IT-88,CAG,LIEE,39.251499,9.05428
4375,LIRJ,medium_airport,Marina di Campo Airport,Campo nell'Elba (LI),IT,IT-52,EBA,LIRJ,42.760871,10.239811
4366,LIPX,large_airport,Verona Villafranca Valerio Catullo Airport,Caselle (VR),IT,IT-34,VRN,LIPX,45.394955,10.887303
4342,LIMF,large_airport,Turin Airport,Caselle Torinese (TO),IT,IT-21,TRN,LIMF,45.200802,7.64963
4318,LICC,large_airport,Catania-Fontanarossa Airport,Catania,IT,IT-82,CTA,LICC,37.466801,15.0664
298716,LICB,medium_airport,Comiso Airport,Comiso,IT,IT-82,CIY,LICB,36.99583,14.60889
4367,LIPY,medium_airport,Marche Airport,Falconara Marittima (AN),IT,IT-57,AOI,LIPY,43.616299,13.3623
4340,LIMC,large_airport,Milan Malpensa International Airport,Ferno (VA),IT,IT-25,MXP,LIMC,45.6306,8.72811
4380,LIRQ,large_airport,"Florence Airport, Peretola",Firenze (FI),IT,IT-52,FLR,LIRQ,43.808558,11.202822
4311,LIBF,medium_airport,Foggia Gino Lisa Airport,Foggia (FG),IT,IT-75,FOG,LIBF,41.433596,15.534566
4357,LIPK,medium_airport,Forlì-Luigi Ridolfi International Airport,Forlì (FC),IT,IT-45,FRL,LIPK,44.194801,12.0701
4344,LIMJ,large_airport,Genoa Cristoforo Colombo Airport,Genova (GE),IT,IT-42,GOA,LIMJ,44.412039,8.840732
4309,LIBC,medium_airport,Crotone Sant'Anna Pythagoras Airport,Isola di Capo Rizzuto (KR),IT,IT-78,CRV,LIBC,38.9972,17.0802
4317,LICA,large_airport,Lamezia Terme Sant'Eufemia International Airport,Lamezia Terme (CZ),IT,IT-78,SUF,LICA,38.906214,16.246007
4319,LICD,medium_airport,Lampedusa Airport,Lampedusa,IT,IT-82,LMP,LICD,35.497898,12.6181
4350,LIMZ,medium_airport,Cuneo International Airport,Levaldigi (CN),IT,IT-21,CUF,LIMZ,44.547458,7.623045
4360,LIPO,medium_airport,Brescia Gabriele d'Annunzio Airport,Montichiari (BS),IT,IT-25,VBS,LIPO,45.428902,10.3306
4378,LIRN,large_airport,Naples International Airport,Napoli,IT,IT-72,NAP,LIRN,40.886002,14.2908
4333,LIEO,large_airport,Olbia Costa Smeralda Airport,Olbia (SS),IT,IT-88,OLB,LIEO,40.898953,9.518457
4341,LIME,large_airport,Il Caravaggio International Airport,Orio al Serio (BG),IT,IT-25,BGY,LIME,45.669362,9.708851
4321,LICJ,large_airport,Falcone–Borsellino Airport,Palermo,IT,IT-82,PMO,LICJ,38.175999,13.091
4320,LICG,medium_airport,Pantelleria Airport,Pantelleria (TP),IT,IT-82,PNL,LICG,36.816502,11.9689
4347,LIMP,medium_airport,Parma Airport,Parma (PR),IT,IT-45,PMF,LIMP,44.826351,10.29705
4384,LIRZ,large_airport,Perugia San Francesco d'Assisi – Umbria International Airport,Perugia (PG),IT,IT-55,PEG,LIRZ,43.095901,12.5132
4314,LIBP,large_airport,Abruzzo Airport,Pescara,IT,IT-65,PSR,LIBP,42.431079,14.182981
4379,LIRP,large_airport,Pisa International Airport,Pisa (PI),IT,IT-52,PSA,LIRP,43.683899,10.3927
4323,LICR,medium_airport,Reggio Calabria Airport,Reggio Calabria,IT,IT-78,REG,LICR,38.071201,15.6516
4362,LIPR,large_airport,Federico Fellini International Airport,Rimini (RN),IT,IT-45,RMI,LIPR,44.020024,12.612198
4370,LIRA,large_airport,Ciampino–G. B. Pastine International Airport,Rome,IT,IT-62,CIA,LIRA,41.798769,12.595331
4372,LIRF,large_airport,Rome–Fiumicino Leonardo da Vinci International Airport,Rome,IT,IT-62,FCO,LIRF,41.804532,12.251998
4361,LIPQ,large_airport,Trieste Airport,Ronchi dei Legionari/Trieste,IT,IT-36,TRS,LIPQ,45.827862,13.466672
4374,LIRI,medium_airport,Salerno Costa d'Amalfi Airport,Salerno,IT,IT-72,QSR,LIRI,40.620399,14.9113
4345,LIML,large_airport,Milano Linate Airport,Segrate (MI),IT,IT-25,LIN,LIML,45.445099,9.27674
4324,LICT,medium_airport,Vincenzo Florio Airport Trapani-Birgi,Trapani (TP),IT,IT-82,TPS,LICT,37.9114,12.488
4355,LIPH,large_airport,Treviso Airport,Treviso (TV),IT,IT-34,TSF,LIPH,45.648399,12.1944
4368,LIPZ,large_airport,Venice Marco Polo Airport,Venezia (VE),IT,IT-34,VCE,LIPZ,45.505299,12.3519
2426,EGJJ,medium_airport,Jersey Airport,St. Peter,JE,JE-U-A,JER,EGJJ,49.207901,-2.19551
2760,EYKA,large_airport,Kaunas International Airport,Kaunas,LT,LT-KU,KUN,EYKA,54.963965,24.08582
2762,EYPA,large_airport,Palanga International Airport,Palanga,LT,LT-KL,PLQ,EYPA,55.973202,21.093901
2766,EYVI,large_airport,Vilnius International Airport,Vilnius,LT,LT-VL,VNO,EYVI,54.634102,25.285801
2563,ELLX,large_airport,Luxembourg-Findel International Airport,Luxembourg,LU,LU-L,LUX,ELLX,49.626845,6.212134
2758,EVRA,large_airport,Riga International Airport,Riga,LV,LV-062,RIX,EVRA,56.920752,23.970711
4571,LUKK,large_airport,Chişinău International Airport,Chişinău,MD,MD-CU,RMO,LUKK,46.92774,28.931704
4613,LYPG,large_airport,Podgorica Airport / Podgorica Golubovci Airbase,Podgorica,ME,ME-16,TGD,LYPG,42.359402,19.2519
4615,LYTV,medium_airport,Tivat Airport,Tivat,ME,ME-19,TIV,LYTV,42.404701,18.723301
4573,LWSK,large_airport,Skopje International Airport,Ilinden,MK,MK-008,SKP,LWSK,41.958087,21.622581
4572,LWOH,large_airport,Ohrid St. Paul the Apostle Airport,Ohrid,MK,MK-003,OHD,LWOH,41.18,20.7423
4427,LMML,large_airport,Malta International Airport,Valletta,MT,MT-25,MLA,LMML,35.845932,14.491546
2513,EHAM,large_airport,Amsterdam Airport Schiphol,Amsterdam,NL,NL-NH,AMS,EHAM,52.308601,4.76389
2518,EHEH,large_airport,Eindhoven Airport,Eindhoven,NL,NL-NB,EIN,EHEH,51.4500999451,5.37452983856
2519,EHGG,large_airport,Groningen Airport Eelde,Groningen,NL,NL-DR,GRQ,EHGG,53.119107,6.577652
2515,EHBK,large_airport,Maastricht Aachen Airport,Maastricht,NL,NL-LI,MST,EHBK,50.911087,5.769401
2524,EHRD,large_airport,Rotterdam The Hague Airport,Rotterdam,NL,NL-ZH,RTM,EHRD,51.956902,4.43722
2598,ENST,medium_airport,"Sandnessjøen Airport, Stokka",Alstahaug,NO,NO-18,SSJ,ENST,65.956802,12.4689
2566,ENAT,medium_airport,Alta Airport,Alta,NO,NO-56,ALF,ENAT,69.976097,23.3717
2565,ENAN,medium_airport,"Andøya Airport, Andenes",Andenes,NO,NO-18,ANX,ENAN,69.295193,16.139379
2570,ENBR,large_airport,"Bergen Airport, Flesland",Bergen,NO,NO-46,BGO,ENBR,60.2934,5.21814
29255,ENBV,medium_airport,Berlevåg Airport,Berlevåg,NO,NO-56,BVG,ENBV,70.871517,29.034097
2569,ENBO,large_airport,Bodø Airport,Bodø,NO,NO-18,BOO,ENBO,67.269203,14.3653
2568,ENBN,medium_airport,"Brønnøysund Airport, Brønnøy",Brønnøy,NO,NO-18,BNN,ENBN,65.461098,12.2175
2571,ENBS,medium_airport,Båtsfjord Airport,Båtsfjord,NO,NO-56,BJF,ENBS,70.60025,29.692612
2575,ENEV,large_airport,Harstad/Narvik Airport,Evenes,NO,NO-18,EVE,ENEV,68.491302,16.678101
2577,ENFL,medium_airport,Florø Airport,Florø,NO,NO-46,FRO,ENFL,61.583599090576,5.0247201919556
29282,ENSK,medium_airport,"Stokmarknes Airport, Skagen",Hadsel,NO,NO-18,SKN,ENSK,68.578827,15.033417
28115,ENHF,medium_airport,Hammerfest Airport,Hammerfest,NO,NO-56,HFT,ENHF,70.679703,23.6686
29261,ENHV,medium_airport,"Honningsvåg Airport, Valan",Honningsvåg,NO,NO-56,HVG,ENHV,71.009697,25.983601
2579,ENHD,medium_airport,"Haugesund Airport, Karmøy",Karmøy,NO,NO-11,HAU,ENHD,59.345299,5.20836
2583,ENKR,medium_airport,"Kirkenes Airport, Høybuktmoen",Kirkenes,NO,NO-56,KKN,ENKR,69.7258,29.8913
2572,ENCN,large_airport,Kristiansand Airport,Kristiansand(Kjevik),NO,NO-42,KRS,ENCN,58.204201,8.08537
2581,ENKB,medium_airport,"Kristiansund Airport, Kvernberget",Kvernberget,NO,NO-15,KSU,ENKB,63.111801,7.82452
2587,ENNA,medium_airport,"Lakselv Airport, Banak",Lakselv,NO,NO-56,LKL,ENNA,70.068802,24.973499
2595,ENSO,medium_airport,"Stord Airport, Sørstokken",Leirvik,NO,NO-46,SRP,ENSO,59.791901,5.34085
29264,ENLK,medium_airport,Leknes Airport,Leknes,NO,NO-18,LKN,ENLK,68.152496337891,13.609399795532
2593,ENSB,medium_airport,"Svalbard Airport, Longyear",Longyearbyen,NO,NO-21,LYR,ENSB,78.246101,15.4656
29265,ENMH,medium_airport,Mehamn Airport,Mehamn,NO,NO-56,MEH,ENMH,71.029701,27.8267
29277,ENRA,medium_airport,"Mo i Rana Airport, Røssvoll",Mo i Rana,NO,NO-18,MQN,ENRA,66.363899230957,14.301400184631
2586,ENMS,medium_airport,"Mosjøen Airport, Kjærstad",Mosjøen,NO,NO-18,MJF,ENMS,65.783997,13.2149
2574,ENDU,medium_airport,Bardufoss Airport,Målselv,NO,NO-55,BDU,ENDU,69.055801,18.5404
2578,ENGM,large_airport,Oslo-Gardermoen International Airport,Oslo (Gardermoen),NO,NO-32,OSL,ENGM,60.193901,11.1004
2591,ENRO,medium_airport,Røros Airport,Røros,NO,NO-50,RRS,ENRO,62.578399658203,11.342300415039
29278,ENRM,medium_airport,"Rørvik Airport, Ryum",Rørvik,NO,NO-50,RVK,ENRM,64.838302612305,11.14610004425
2600,ENTO,large_airport,"Sandefjord Airport, Torp",Sandefjord(Torp),NO,NO-39,TRF,ENTO,59.186699,10.2586
2602,ENZV,large_airport,"Stavanger Airport, Sola",Stavanger,NO,NO-11,SVG,ENZV,58.876701,5.63778
29281,ENSH,medium_airport,"Svolvær Airport, Helle",Svolvær,NO,NO-18,SVJ,ENSH,68.243301,14.6692
2596,ENSR,medium_airport,Sørkjosen Airport,Sørkjosen,NO,NO-55,SOJ,ENSR,69.786797,20.9594
2599,ENTC,large_airport,Tromsø Airport,Tromsø,NO,NO-55,TOS,ENTC,69.683296,18.9189
2601,ENVA,large_airport,"Trondheim Airport, Værnes",Trondheim,NO,NO-50,TRD,ENVA,63.457802,10.924
29284,ENVD,medium_airport,Vadsø Airport,Vadsø,NO,NO-56,VDS,ENVD,70.0653,29.8447
2597,ENSS,medium_airport,"Vardø Airport, Svartnes",Vardø,NO,NO-56,VAW,ENSS,70.3554,31.044901
2564,ENAL,large_airport,Ålesund Airport,Ålesund,NO,NO-15,AES,ENAL,62.560443,6.110845
2585,ENML,medium_airport,"Molde Airport, Årø",Årø,NO,NO-15,MOL,ENML,62.744701,7.2625
2589,ENOL,medium_airport,Ørland Airport,Ørland,NO,NO-50,OLA,ENOL,63.69889831542969,9.604000091552734
28114,ENOV,medium_airport,"Ørsta-Volda Airport, Hovden",Ørsta,NO,NO-15,HOV,ENOV,62.180000305176,6.0741000175476
2609,EPKK,large_airport,Kraków John Paul II International Airport,Balice,PL,PL-MA,KRK,EPKK,50.077702,19.7848
2604,EPBY,medium_airport,Ignacy Jan Paderewski Bydgoszcz Airport,Bydgoszcz,PL,PL-KP,BZG,EPBY,53.096802,17.977699
2608,EPGD,large_airport,Gdańsk Lech Wałęsa Airport,Gdańsk,PL,PL-PM,GDN,EPGD,54.377602,18.4662
2629,EPRZ,large_airport,Rzeszów-Jasionka Airport,Jasionka,PL,PL-PK,RZE,EPRZ,50.109791,22.024155
2613,EPKT,large_airport,Katowice Wojciech Korfanty International Airport,Katowice,PL,PL-SL,KTW,EPKT,50.476015,19.080705
309484,EPLB,large_airport,Lublin Airport,Lublin,PL,PL-LU,LUZ,EPLB,51.240157,22.713461
2639,EPZG,medium_airport,Zielona Góra-Babimost Airport,Nowe Kramsko,PL,PL-LB,IEG,EPZG,52.1385,15.7986
2622,EPMO,large_airport,Warsaw Modlin Airport,Nowy Dwór Mazowiecki,PL,PL-MZ,WMI,EPMO,52.451099,20.6518
2625,EPPO,large_airport,Poznań-Ławica Airport,Poznań,PL,PL-WP,POZ,EPPO,52.421598,16.823359
2628,EPRA,medium_airport,Warsaw Radom Airport,Radom,PL,PL-MZ,RDO,EPRA,51.38937,21.214742
2630,EPSC,large_airport,Solidarity Szczecin–Goleniów Airport,Szczecin(Glewice),PL,PL-ZP,SZZ,EPSC,53.584702,14.9022
2635,EPSY,medium_airport,Olsztyn-Mazury Airport,Szymany,PL,PL-WN,SZY,EPSY,53.481899,20.9377
2637,EPWA,large_airport,Warsaw Chopin Airport,Warsaw,PL,PL-MZ,WAW,EPWA,52.165699,20.9671
2638,EPWR,large_airport,Copernicus Wrocław Airport,Wrocław,PL,PL-DS,WRO,EPWR,51.103719,16.882096
2616,EPLL,large_airport,Łódź Władysław Reymont Airport,Łódź,PL,PL-LD,LCJ,EPLL,51.721901,19.3981
4440,LPBG,medium_airport,Bragança Airport,Bragança,PT,PT-04,BGC,LPBG,41.8578,-6.70713
4444,LPCS,medium_airport,Cascais Airport,Cascais,PT,PT-11,CAT,LPCS,38.724998,-9.35523
4448,LPFR,large_airport,Faro - Gago Coutinho International Airport,Faro,PT,PT-08,FAO,LPFR,37.015909,-7.970939
4452,LPMA,large_airport,Cristiano Ronaldo International Airport,Funchal,PT,PT-30,FNC,LPMA,32.697812,-16.774613
4450,LPHR,medium_airport,Horta Airport,Horta,PT,PT-20,HOR,LPHR,38.519901275634766,-28.715900421142575
4461,LPPT,large_airport,Lisbon Humberto Delgado Airport,Lisbon,PT,PT-11,LIS,LPPT,38.7813,-9.13592
4457,LPPI,medium_airport,Pico Airport,Pico Island,PT,PT-20,PIX,LPPI,38.554298,-28.441299
4456,LPPD,large_airport,João Paulo II Airport,Ponta Delgada,PT,PT-20,PDL,LPPD,37.7411994934,-25.6979007721
4458,LPPM,medium_airport,Portimão Airport,Portimão,PT,PT-08,PRM,LPPM,37.1493,-8.58396
4459,LPPR,large_airport,Francisco de Sá Carneiro Airport,Porto,PT,PT-13,OPO,LPPR,41.2481002808,-8.68138980865
4451,LPLA,medium_airport,Lajes Airport,Praia da Vitória,PT,PT-20,TER,LPLA,38.761799,-27.090799
4449,LPGR,medium_airport,Graciosa Airport,Santa Cruz da Graciosa,PT,PT-20,GRW,LPGR,39.09220123291016,-28.029800415039062
4447,LPFL,medium_airport,Flores Airport,Santa Cruz das Flores,PT,PT-20,FLW,LPFL,39.455299377441406,-31.13139915466309
4462,LPSJ,medium_airport,São Jorge Airport,Velas,PT,PT-20,SJZ,LPSJ,38.665501,-28.1758
4460,LPPS,medium_airport,Porto Santo Airport,Vila Baleira,PT,PT-30,PXO,LPPS,33.0733985901,-16.3500003815
4465,LPVR,medium_airport,Vila Real Airport,Vila Real,PT,PT-17,VRL,LPVR,41.2743,-7.72047
4439,LPAZ,medium_airport,Santa Maria Airport,Vila do Porto,PT,PT-20,SMA,LPAZ,36.97140121459961,-25.17060089111328
4466,LPVZ,medium_airport,Aerodromo Goncalves Lobato (Viseu Airport),Viseu,PT,PT-18,VSE,LPVZ,40.725498,-7.88899
4471,LRAR,medium_airport,Arad International Airport,Arad,RO,RO-AR,ARW,LRAR,46.176136,21.264322
4472,LRBC,large_airport,Bacău George Enescu International  Airport,Bacău,RO,RO-BC,BCM,LRBC,46.5219,26.910299
333670,LRBV,large_airport,Brașov-Ghimbav International Airport,Brașov (Ghimbav),RO,RO-BV,GHV,LRBV,45.70558,25.522871
4474,LRBS,large_airport,Bucharest Băneasa Aurel Vlaicu International Airport,Bucharest,RO,RO-B,BBU,LRBS,44.503133,26.102944
4476,LRCL,large_airport,Avram Iancu Cluj International Airport,Cluj-Napoca,RO,RO-CJ,CLJ,LRCL,46.786042,23.685733
4475,LRCK,large_airport,Mihail Kogălniceanu International Airport,Constanța,RO,RO-CT,CND,LRCK,44.362202,28.4883
4479,LRCV,large_airport,Craiova International Airport,Craiova,RO,RO-DJ,CRA,LRCV,44.3181,23.888599
4480,LRIA,large_airport,Iaşi International Airport,Iaşi,RO,RO-IS,IAS,LRIA,47.179633,27.621431
4481,LROD,large_airport,Oradea International Airport,Oradea,RO,RO-BH,OMR,LROD,47.025299,21.9025
4482,LROP,large_airport,Bucharest Henri Coandă International Airport,Otopeni,RO,RO-IF,OTP,LROP,44.571792,26.103285
4487,LRTM,medium_airport,Târgu Mureş Transilvania International Airport,Recea,RO,RO-MS,TGM,LRTM,46.467701,24.4125
4484,LRSM,medium_airport,Satu Mare International Airport,Satu Mare,RO,RO-SM,SUJ,LRSM,47.7033,22.8857
4483,LRSB,large_airport,Sibiu International Airport,Sibiu,RO,RO-SB,SBZ,LRSB,45.785841,24.086666
4485,LRSV,large_airport,Suceava Ștefan cel Mare International Airport,Suceava,RO,RO-SV,SCV,LRSV,47.6875,26.354099
4488,LRTR,large_airport,Timișoara Traian Vuia International Airport,Timişoara,RO,RO-TM,TSR,LRTR,45.809898,21.3379
4473,LRBM,medium_airport,Maramureș International Airport,Tăuții-Măgherăuș,RO,RO-MM,BAY,LRBM,47.658444,23.464445
4610,LYBE,large_airport,Belgrade Nikola Tesla Airport,Belgrade,RS,RS-00,BEG,LYBE,44.818401,20.309099
31872,LYKV,medium_airport,Morava Airport,Kraljevo,RS,RS-18,KVO,LYKV,43.817519,20.586662
4612,LYNI,large_airport,Niš Constantine the Great Airport,Niš,RS,RS-20,INI,LYNI,43.336538,21.856242
6488,ULAA,medium_airport,Talagi Airport,Archangelsk,RU,RU-ARK,ARH,ULAA,64.60030364990234,40.71670150756836
26398,UUOB,medium_airport,Belgorod International Airport,Belgorod,RU,RU-BEL,EGO,UUOB,50.643798828125,36.5900993347168
6516,URMO,medium_airport,Vladikavkaz Beslan International Airport,Beslan,RU,RU-SE,OGZ,URMO,43.205101,44.606602
26393,UUBP,medium_airport,Bryansk International Airport,Bryansk,RU,RU-BRY,BZK,UUBP,53.214403,34.175965
30819,ULWC,medium_airport,Cherepovets Airport,Cherepovets,RU,RU-VLG,CEE,ULWC,59.273601532,38.0158004761
6521,URWI,medium_airport,Elista Airport,Elista,RU,RU-KL,ESL,URWI,46.373901,44.330898
31522,URKG,medium_airport,Gelendzhik Airport,Gelendzhik,RU,RU-KDA,GDZ,URKG,44.5820926295,38.0124807358
31690,UUBI,medium_airport,Ivanovo South Airport,Ivanovo,RU,RU-IVA,IWA,UUBI,56.93939971923828,40.940799713134766
6498,UMKK,large_airport,Khrabrovo Airport,Kaliningrad,RU,RU-KGD,KGD,UMKK,54.89161,20.598559
42945,USKK,medium_airport,Pobedilovo Airport,Kirov,RU,RU-KIR,KVX,USKK,58.503883,49.347831
31761,UUBA,medium_airport,Kostroma Sokerkino Airport,Kostroma,RU,RU-KOS,KMW,UUBA,57.796902,41.019402
31780,ULKK,medium_airport,Kotlas Airport,Kotlas,RU,RU-ARK,KSZ,ULKK,61.235801696777344,46.6974983215332
6512,URKK,large_airport,Krasnodar Pashkovsky International Airport,Krasnodar,RU,RU-KDA,KRR,URKK,45.034465,39.174215
6511,URKA,medium_airport,Anapa Vityazevo Airport,Krasnyi Kurgan,RU,RU-KDA,AAQ,URKA,45.002102,37.347301
26399,UUOK,medium_airport,Kursk East Airport,Kursk,RU,RU-KRS,URS,UUOK,51.7505989074707,36.29560089111328
31846,UUOL,medium_airport,Lipetsk Airport,Lipetsk,RU,RU-LIP,LPK,UUOL,52.70280075073242,39.53779983520508
6514,URMM,large_airport,Mineralnye Vody Airport,Mineralnyye Vody,RU,RU-STA,MRV,URMM,44.225101,43.081902
26394,UUDD,large_airport,Domodedovo International Airport,Moscow,RU,RU-MOS,DME,UUDD,55.408798,37.9063
26396,UUEE,large_airport,Sheremetyevo International Airport,Moscow,RU,RU-MOS,SVO,UUEE,55.976858,37.41121
26401,UUWW,large_airport,Vnukovo International Airport,Moscow,RU,RU-MOW,VKO,UUWW,55.591499,37.261501
42967,UUBW,large_airport,Zhukovsky International Airport,Moscow,RU,RU-MOS,ZIA,UUBW,55.553299,38.150002
6490,ULMM,large_airport,Emperor Nicholas II Murmansk Airport,Murmansk,RU,RU-MUR,MMK,ULMM,68.7817,32.750801
