route_avion,origin_iata,destination_iata,origine_avion,destination_avion,origin_country,destination_country,distance_avion,airline_count,unmatched_reason
BVA-TSR,BVA,TSR,Beauvais,Timişoara,FR,RO,1491.9,1,no_country_pair_in_rail_dataset
BVA-TSF,BVA,TSF,Beauvais,Treviso (TV),FR,IT,865.9,1,no_country_pair_in_rail_dataset
BVA-VLC,BVA,VLC,Beauvais,Valencia,FR,ES,1126.8,1,no_country_pair_in_rail_dataset
BVA-WAW,BVA,WAW,Beauvais,Warsaw,FR,PL,1354.5,1,no_country_pair_in_rail_dataset
BVA-WRO,BVA,WRO,Beauvais,Wrocław,FR,PL,1063.5,1,no_country_pair_in_rail_dataset
BVA-ZAD,BVA,ZAD,Beauvais,Zadar,FR,HR,1168.7,1,no_country_pair_in_rail_dataset
BVA-ZAZ,BVA,ZAZ,Beauvais,Zaragoza,FR,ES,899.9,1,no_country_pair_in_rail_dataset
EGC-BRS,EGC,BRS,Bergerac,Bristol,FR,GB,767.5,1,no_country_pair_in_rail_dataset
EGC-CRL,EGC,CRL,Bergerac,Charleroi,FR,BE,692.6,1,no_country_pair_in_rail_dataset
EGC-EXT,EGC,EXT,Bergerac,"Exeter, Devon",FR,GB,719.5,2,no_country_pair_in_rail_dataset
EGC-LPL,EGC,LPL,Bergerac,Liverpool,FR,GB,977.2,1,no_country_pair_in_rail_dataset
EGC-STN,EGC,STN,Bergerac,"London, Essex",FR,GB,785.3,1,no_country_pair_in_rail_dataset
EGC-EMA,EGC,EMA,Bergerac,"Nottingham, Leicestershire",FR,GB,900.3,1,no_country_pair_in_rail_dataset
EGC-RTM,EGC,RTM,Bergerac,Rotterdam,FR,NL,843.8,1,no_country_pair_in_rail_dataset
EGC-SOU,EGC,SOU,Bergerac,Southampton,FR,GB,695.2,2,no_country_pair_in_rail_dataset
BIQ-CRL,BIQ,CRL,Biarritz,Charleroi,FR,BE,899.8,1,no_country_pair_in_rail_dataset
BIQ-DUB,BIQ,DUB,Biarritz,Dublin,FR,IE,1160.7,1,no_country_pair_in_rail_dataset
BIQ-GVA,BIQ,GVA,Biarritz,Geneva,FR,CH,675.5,2,no_country_pair_in_rail_dataset
BIQ-STN,BIQ,STN,Biarritz,"London, Essex",FR,GB,945.0,1,no_country_pair_in_rail_dataset
BOD-AMS,BOD,AMS,Bordeaux,Amsterdam,FR,NL,923.7,3,no_country_pair_in_rail_dataset
BOD-BCN,BOD,BCN,Bordeaux,Barcelona,FR,ES,453.5,2,no_country_pair_in_rail_dataset
BOD-BLQ,BOD,BLQ,Bordeaux,Bologna,FR,IT,948.8,1,no_country_pair_in_rail_dataset
BOD-BRS,BOD,BRS,Bordeaux,Bristol,FR,GB,743.7,1,no_country_pair_in_rail_dataset
BOD-CRL,BOD,CRL,Bordeaux,Charleroi,FR,BE,736.2,1,no_country_pair_in_rail_dataset
BOD-DUB,BOD,DUB,Bordeaux,Dublin,FR,IE,1037.2,1,no_country_pair_in_rail_dataset
BOD-EDI,BOD,EDI,Bordeaux,Edinburgh,FR,GB,1250.7,1,no_country_pair_in_rail_dataset
BOD-MXP,BOD,MXP,Bordeaux,Ferno (VA),FR,IT,744.4,1,no_country_pair_in_rail_dataset
BOD-FLR,BOD,FLR,Bordeaux,Firenze (FI),FR,IT,954.0,1,no_country_pair_in_rail_dataset
BOD-GVA,BOD,GVA,Bordeaux,Geneva,FR,CH,554.0,2,no_country_pair_in_rail_dataset
BOD-LIS,BOD,LIS,Bordeaux,Lisbon,FR,PT,968.2,2,no_country_pair_in_rail_dataset
BOD-LGW,BOD,LGW,Bordeaux,London,FR,GB,703.9,2,no_country_pair_in_rail_dataset
BOD-STN,BOD,STN,Bordeaux,"London, Essex",FR,GB,787.7,1,no_country_pair_in_rail_dataset
BOD-LTN,BOD,LTN,Bordeaux,"Luton, Luton",FR,GB,783.9,1,no_country_pair_in_rail_dataset
BOD-MAD,BOD,MAD,Bordeaux,Madrid,FR,ES,535.6,1,no_country_pair_in_rail_dataset
BOD-AGP,BOD,AGP,Bordeaux,Málaga,FR,ES,960.7,1,no_country_pair_in_rail_dataset
BOD-OLB,BOD,OLB,Bordeaux,Olbia (SS),FR,IT,940.6,1,no_country_pair_in_rail_dataset
BOD-PMO,BOD,PMO,Bordeaux,Palermo,FR,IT,1364.3,1,no_country_pair_in_rail_dataset
BOD-PMI,BOD,PMI,Bordeaux,Palma de Mallorca,FR,ES,652.0,3,no_country_pair_in_rail_dataset
BOD-OPO,BOD,OPO,Bordeaux,Porto,FR,PT,759.5,1,no_country_pair_in_rail_dataset
BOD-CIA,BOD,CIA,Bordeaux,Rome,FR,IT,1126.9,1,no_country_pair_in_rail_dataset
BOD-FCO,BOD,FCO,Bordeaux,Rome,FR,IT,1100.2,3,no_country_pair_in_rail_dataset
BOD-SVQ,BOD,SVQ,Bordeaux,Seville,FR,ES,930.7,1,no_country_pair_in_rail_dataset
BOD-VCE,BOD,VCE,Bordeaux,Venezia (VE),FR,IT,1026.1,1,no_country_pair_in_rail_dataset
BOD-BRU,BOD,BRU,Bordeaux,Zaventem,FR,BE,778.3,1,no_country_pair_in_rail_dataset
BOD-ZRH,BOD,ZRH,Bordeaux,Zurich,FR,CH,770.6,1,no_country_pair_in_rail_dataset
BES-BCN,BES,BCN,Brest,Barcelona,FR,ES,944.9,2,no_country_pair_in_rail_dataset
BES-LCY,BES,LCY,Brest,London,FR,GB,466.7,2,no_country_pair_in_rail_dataset
BES-SOU,BES,SOU,Brest,Southampton,FR,GB,354.8,2,no_country_pair_in_rail_dataset
BVE-LCY,BVE,LCY,Brive,London,FR,GB,726.7,2,no_country_pair_in_rail_dataset
BVE-STN,BVE,STN,Brive,"London, Essex",FR,GB,766.7,1,no_country_pair_in_rail_dataset
BSL-ALC,BSL,ALC,Bâle / Mulhouse,Alicante,FR,ES,1225.7,1,no_country_pair_in_rail_dataset
BSL-AMS,BSL,AMS,Bâle / Mulhouse,Amsterdam,FR,NL,559.3,3,no_country_pair_in_rail_dataset
BSL-KRK,BSL,KRK,Bâle / Mulhouse,Balice,FR,PL,937.6,1,no_country_pair_in_rail_dataset
BSL-BCN,BSL,BCN,Bâle / Mulhouse,Barcelona,FR,ES,822.9,2,no_country_pair_in_rail_dataset
BSL-BDS,BSL,BDS,Bâle / Mulhouse,Brindisi,FR,IT,1133.3,1,no_country_pair_in_rail_dataset
BSL-BUD,BSL,BUD,Bâle / Mulhouse,Budapest,FR,HU,881.1,1,no_country_pair_in_rail_dataset
BSL-CAG,BSL,CAG,Bâle / Mulhouse,Cagliari,FR,IT,936.6,1,no_country_pair_in_rail_dataset
BSL-CTA,BSL,CTA,Bâle / Mulhouse,Catania,FR,IT,1283.8,3,no_country_pair_in_rail_dataset
BSL-CPH,BSL,CPH,Bâle / Mulhouse,Copenhagen,FR,DK,958.8,1,no_country_pair_in_rail_dataset
BSL-DUB,BSL,DUB,Bâle / Mulhouse,Dublin,FR,IE,1167.3,1,no_country_pair_in_rail_dataset
BSL-DUS,BSL,DUS,Bâle / Mulhouse,Düsseldorf,FR,DE,413.8,1,no_distance_compatible_rail_candidate
BSL-EDI,BSL,EDI,Bâle / Mulhouse,Edinburgh,FR,GB,1190.3,1,no_country_pair_in_rail_dataset
BSL-FRA,BSL,FRA,Bâle / Mulhouse,Frankfurt am Main,FR,DE,280.2,3,no_distance_compatible_rail_candidate
BSL-IBZ,BSL,IBZ,Bâle / Mulhouse,Ibiza (Eivissa),FR,ES,1090.0,1,no_country_pair_in_rail_dataset
BSL-LCY,BSL,LCY,Bâle / Mulhouse,London,FR,GB,691.2,1,no_country_pair_in_rail_dataset
BSL-LGW,BSL,LGW,Bâle / Mulhouse,London,FR,GB,682.8,1,no_country_pair_in_rail_dataset
BSL-LHR,BSL,LHR,Bâle / Mulhouse,London,FR,GB,718.3,3,no_country_pair_in_rail_dataset
BSL-STN,BSL,STN,Bâle / Mulhouse,"London, Essex",FR,GB,707.2,1,no_country_pair_in_rail_dataset
BSL-MAD,BSL,MAD,Bâle / Mulhouse,Madrid,FR,ES,1185.6,1,no_country_pair_in_rail_dataset
BSL-MAN,BSL,MAN,Bâle / Mulhouse,"Manchester, Greater Manchester",FR,GB,941.7,1,no_country_pair_in_rail_dataset
BSL-MUC,BSL,MUC,Bâle / Mulhouse,Munich,FR,DE,328.3,3,no_distance_compatible_rail_candidate
BSL-NAP,BSL,NAP,Bâle / Mulhouse,Napoli,FR,IT,920.2,1,no_country_pair_in_rail_dataset
BSL-OLB,BSL,OLB,Bâle / Mulhouse,Olbia (SS),FR,IT,761.9,1,no_country_pair_in_rail_dataset
BSL-PMI,BSL,PMI,Bâle / Mulhouse,Palma de Mallorca,FR,ES,973.9,3,no_country_pair_in_rail_dataset
BSL-OPO,BSL,OPO,Bâle / Mulhouse,Porto,FR,PT,1463.7,1,no_country_pair_in_rail_dataset
BSL-PRG,BSL,PRG,Bâle / Mulhouse,Prague,FR,CZ,565.7,1,no_country_pair_in_rail_dataset
BSL-PRN,BSL,PRN,Bâle / Mulhouse,Prishtina,FR,XK,1197.0,1,no_country_pair_in_rail_dataset
BSL-FCO,BSL,FCO,Bâle / Mulhouse,Rome,FR,IT,744.8,2,no_country_pair_in_rail_dataset
BSL-SCQ,BSL,SCQ,Bâle / Mulhouse,Santiago de Compostela,FR,ES,1349.6,1,no_country_pair_in_rail_dataset
BSL-SPU,BSL,SPU,Bâle / Mulhouse,Split,FR,HR,818.2,1,no_country_pair_in_rail_dataset
BSL-SKG,BSL,SKG,Bâle / Mulhouse,Thessaloniki,FR,GR,1460.2,1,no_country_pair_in_rail_dataset
BSL-VCE,BSL,VCE,Bâle / Mulhouse,Venezia (VE),FR,IT,436.6,1,no_country_pair_in_rail_dataset
BSL-VIE,BSL,VIE,Bâle / Mulhouse,Vienna,FR,AT,677.1,2,no_country_pair_in_rail_dataset
BSL-BRU,BSL,BRU,Bâle / Mulhouse,Zaventem,FR,BE,428.0,3,no_country_pair_in_rail_dataset
BZR-BRS,BZR,BRS,Béziers,Bristol,FR,GB,1005.2,1,no_country_pair_in_rail_dataset
BZR-EDI,BZR,EDI,Béziers,Edinburgh,FR,GB,1483.5,1,no_country_pair_in_rail_dataset
BZR-LTN,BZR,LTN,Béziers,"Luton, Luton",FR,GB,990.6,1,no_country_pair_in_rail_dataset
BZR-MAN,BZR,MAN,Béziers,"Manchester, Greater Manchester",FR,GB,1189.1,1,no_country_pair_in_rail_dataset
CLY-LUX,CLY,LUX,Calvi,Luxembourg,FR,LU,813.7,1,no_country_pair_in_rail_dataset
CLY-SZG,CLY,SZG,Calvi,Salzburg,FR,AT,671.7,2,no_country_pair_in_rail_dataset
CCF-BLL,CCF,BLL,Carcassonne,Billund,FR,DK,1476.2,1,no_country_pair_in_rail_dataset
CCF-BOH,CCF,BOH,Carcassonne,Bournemouth,FR,GB,897.6,1,no_country_pair_in_rail_dataset
CCF-CRL,CCF,CRL,Carcassonne,Charleroi,FR,BE,822.1,1,no_country_pair_in_rail_dataset
CCF-DUB,CCF,DUB,Carcassonne,Dublin,FR,IE,1298.2,1,no_country_pair_in_rail_dataset
CCF-EIN,CCF,EIN,Carcassonne,Eindhoven,FR,NL,944.1,1,no_country_pair_in_rail_dataset
CCF-LPL,CCF,LPL,Carcassonne,Liverpool,FR,GB,1187.3,1,no_country_pair_in_rail_dataset
CCF-STN,CCF,STN,Carcassonne,"London, Essex",FR,GB,976.3,1,no_country_pair_in_rail_dataset
CCF-EMA,CCF,EMA,Carcassonne,"Nottingham, Leicestershire",FR,GB,1102.4,1,no_country_pair_in_rail_dataset
CCF-OPO,CCF,OPO,Carcassonne,Porto,FR,PT,930.0,1,no_country_pair_in_rail_dataset
CCF-PIK,CCF,PIK,Carcassonne,"Prestwick, South Ayrshire",FR,GB,1452.5,1,no_country_pair_in_rail_dataset
XCR-OPO,XCR,OPO,Chalons en Champagne,Porto,FR,PT,1310.9,1,no_country_pair_in_rail_dataset
CFE-AMS,CFE,AMS,Clermont-Ferrand,Amsterdam,FR,NL,734.4,3,no_country_pair_in_rail_dataset
CFE-OPO,CFE,OPO,Clermont-Ferrand,Porto,FR,PT,1079.1,1,no_country_pair_in_rail_dataset
LYS-AMS,LYS,AMS,"Colombier-Saugnieu, Rhône",Amsterdam,FR,NL,732.3,2,no_country_pair_in_rail_dataset
LYS-BCN,LYS,BCN,"Colombier-Saugnieu, Rhône",Barcelona,FR,ES,549.0,3,no_country_pair_in_rail_dataset
LYS-BHX,LYS,BHX,"Colombier-Saugnieu, Rhône","Birmingham, West Midlands",FR,GB,897.8,2,no_country_pair_in_rail_dataset
LYS-BLQ,LYS,BLQ,"Colombier-Saugnieu, Rhône",Bologna,FR,IT,503.8,2,no_country_pair_in_rail_dataset
LYS-CTA,LYS,CTA,"Colombier-Saugnieu, Rhône",Catania,FR,IT,1235.7,2,no_country_pair_in_rail_dataset
LYS-DUB,LYS,DUB,"Colombier-Saugnieu, Rhône",Dublin,FR,IE,1182.0,1,no_country_pair_in_rail_dataset
LYS-EDI,LYS,EDI,"Colombier-Saugnieu, Rhône",Edinburgh,FR,GB,1280.6,1,no_country_pair_in_rail_dataset
LYS-MXP,LYS,MXP,"Colombier-Saugnieu, Rhône",Ferno (VA),FR,IT,282.8,3,no_country_pair_in_rail_dataset
LYS-FLR,LYS,FLR,"Colombier-Saugnieu, Rhône",Firenze (FI),FR,IT,527.4,2,no_country_pair_in_rail_dataset
LYS-FRA,LYS,FRA,"Colombier-Saugnieu, Rhône",Frankfurt am Main,FR,DE,543.5,2,no_distance_compatible_rail_candidate
LYS-GOT,LYS,GOT,"Colombier-Saugnieu, Rhône",Göteborg,FR,SE,1414.9,2,no_country_pair_in_rail_dataset
LYS-LIS,LYS,LIS,"Colombier-Saugnieu, Rhône",Lisbon,FR,PT,1399.4,2,no_country_pair_in_rail_dataset
LYS-LGW,LYS,LGW,"Colombier-Saugnieu, Rhône",London,FR,GB,717.3,1,no_country_pair_in_rail_dataset
LYS-LHR,LYS,LHR,"Colombier-Saugnieu, Rhône",London,FR,GB,757.5,2,no_country_pair_in_rail_dataset
LYS-STN,LYS,STN,"Colombier-Saugnieu, Rhône","London, Essex",FR,GB,771.2,1,no_country_pair_in_rail_dataset
LYS-MAD,LYS,MAD,"Colombier-Saugnieu, Rhône",Madrid,FR,ES,911.8,2,no_country_pair_in_rail_dataset
LYS-AGP,LYS,AGP,"Colombier-Saugnieu, Rhône",Málaga,FR,ES,1285.1,2,no_country_pair_in_rail_dataset
LYS-PMI,LYS,PMI,"Colombier-Saugnieu, Rhône",Palma de Mallorca,FR,ES,712.9,2,no_country_pair_in_rail_dataset
LYS-OPO,LYS,OPO,"Colombier-Saugnieu, Rhône",Porto,FR,PT,1215.4,2,no_country_pair_in_rail_dataset
LYS-PRG,LYS,PRG,"Colombier-Saugnieu, Rhône",Prague,FR,CZ,837.9,2,no_country_pair_in_rail_dataset
LYS-FCO,LYS,FCO,"Colombier-Saugnieu, Rhône",Rome,FR,IT,721.3,4,no_country_pair_in_rail_dataset
LYS-SVQ,LYS,SVQ,"Colombier-Saugnieu, Rhône",Seville,FR,ES,1297.0,3,no_country_pair_in_rail_dataset
LYS-SPU,LYS,SPU,"Colombier-Saugnieu, Rhône",Split,FR,HR,918.7,1,no_country_pair_in_rail_dataset
LYS-MLA,LYS,MLA,"Colombier-Saugnieu, Rhône",Valletta,FR,MT,1352.0,2,no_country_pair_in_rail_dataset
LYS-VCE,LYS,VCE,"Colombier-Saugnieu, Rhône",Venezia (VE),FR,IT,565.1,3,no_country_pair_in_rail_dataset
LYS-VIE,LYS,VIE,"Colombier-Saugnieu, Rhône",Vienna,FR,AT,910.3,2,no_country_pair_in_rail_dataset
LYS-BRU,LYS,BRU,"Colombier-Saugnieu, Rhône",Zaventem,FR,BE,577.2,4,no_country_pair_in_rail_dataset
LYS-ZRH,LYS,ZRH,"Colombier-Saugnieu, Rhône",Zurich,FR,CH,326.9,1,no_country_pair_in_rail_dataset
DNR-STN,DNR,STN,Dinard,"London, Essex",FR,GB,401.9,1,no_country_pair_in_rail_dataset
DNR-EMA,DNR,EMA,Dinard,"Nottingham, Leicestershire",FR,GB,474.8,1,no_country_pair_in_rail_dataset
DLE-LIS,DLE,LIS,Dole,Lisbon,FR,PT,1495.9,1,no_country_pair_in_rail_dataset
DLE-OPO,DLE,OPO,Dole,Porto,FR,PT,1294.1,1,no_country_pair_in_rail_dataset
FSC-CRL,FSC,CRL,Figari,Charleroi,FR,BE,1058.3,1,no_country_pair_in_rail_dataset
FSC-LUX,FSC,LUX,Figari,Luxembourg,FR,LU,930.8,1,no_country_pair_in_rail_dataset
TLN-STN,TLN,STN,"Hyères, Var","London, Essex",FR,GB,1072.5,1,no_country_pair_in_rail_dataset
TLN-RTM,TLN,RTM,"Hyères, Var",Rotterdam,FR,NL,993.4,1,no_country_pair_in_rail_dataset
LRH-CRL,LRH,CRL,La Rochelle,Charleroi,FR,BE,633.4,1,no_country_pair_in_rail_dataset
LRH-DUB,LRH,DUB,La Rochelle,Dublin,FR,IE,883.8,1,no_country_pair_in_rail_dataset
LRH-STN,LRH,STN,La Rochelle,"London, Essex",FR,GB,642.9,1,no_country_pair_in_rail_dataset
LRH-EMA,LRH,EMA,La Rochelle,"Nottingham, Leicestershire",FR,GB,739.7,1,no_country_pair_in_rail_dataset
LRH-OPO,LRH,OPO,La Rochelle,Porto,FR,PT,813.4,1,no_country_pair_in_rail_dataset
LRH-SOU,LRH,SOU,La Rochelle,Southampton,FR,GB,530.7,2,no_country_pair_in_rail_dataset
LIL-BCN,LIL,BCN,Lesquin,Barcelona,FR,ES,1033.7,2,no_country_pair_in_rail_dataset
LIL-DBV,LIL,DBV,Lesquin,Dubrovnik,FR,HR,1456.8,1,no_country_pair_in_rail_dataset
LIL-GVA,LIL,GVA,Lesquin,Geneva,FR,CH,529.9,1,no_country_pair_in_rail_dataset
LIL-OPO,LIL,OPO,Lesquin,Porto,FR,PT,1376.8,1,no_country_pair_in_rail_dataset
LIL-SPU,LIL,SPU,Lesquin,Split,FR,HR,1265.7,1,no_country_pair_in_rail_dataset
LIL-VCE,LIL,VCE,Lesquin,Venezia (VE),FR,IT,887.5,1,no_country_pair_in_rail_dataset
LIG-BRS,LIG,BRS,Limoges/Bellegarde,Bristol,FR,GB,677.0,1,no_country_pair_in_rail_dataset
LIG-LBA,LIG,LBA,Limoges/Bellegarde,"Leeds, West Yorkshire",FR,GB,912.7,1,no_country_pair_in_rail_dataset
LIG-LPL,LIG,LPL,Limoges/Bellegarde,Liverpool,FR,GB,879.8,1,no_country_pair_in_rail_dataset
LIG-STN,LIG,STN,Limoges/Bellegarde,"London, Essex",FR,GB,673.2,1,no_country_pair_in_rail_dataset
LIG-EMA,LIG,EMA,Limoges/Bellegarde,"Nottingham, Leicestershire",FR,GB,795.7,1,no_country_pair_in_rail_dataset
LIG-SOU,LIG,SOU,Limoges/Bellegarde,Southampton,FR,GB,595.8,2,no_country_pair_in_rail_dataset
MRS-AMS,MRS,AMS,"Marignane, Bouches-du-Rhône",Amsterdam,FR,NL,986.9,2,no_country_pair_in_rail_dataset
MRS-BCN,MRS,BCN,"Marignane, Bouches-du-Rhône",Barcelona,FR,ES,350.6,2,no_country_pair_in_rail_dataset
MRS-CAG,MRS,CAG,"Marignane, Bouches-du-Rhône",Cagliari,FR,IT,565.2,1,no_country_pair_in_rail_dataset
MRS-CTA,MRS,CTA,"Marignane, Bouches-du-Rhône",Catania,FR,IT,1064.6,1,no_country_pair_in_rail_dataset
MRS-CRL,MRS,CRL,"Marignane, Bouches-du-Rhône",Charleroi,FR,BE,783.1,1,no_country_pair_in_rail_dataset
MRS-DUB,MRS,DUB,"Marignane, Bouches-du-Rhône",Dublin,FR,IE,1393.1,1,no_country_pair_in_rail_dataset
MRS-EIN,MRS,EIN,"Marignane, Bouches-du-Rhône",Eindhoven,FR,NL,891.0,1,no_country_pair_in_rail_dataset
MRS-MXP,MRS,MXP,"Marignane, Bouches-du-Rhône",Ferno (VA),FR,IT,370.2,4,no_country_pair_in_rail_dataset
MRS-GVA,MRS,GVA,"Marignane, Bouches-du-Rhône",Geneva,FR,CH,319.3,1,no_country_pair_in_rail_dataset
MRS-IBZ,MRS,IBZ,"Marignane, Bouches-du-Rhône",Ibiza (Eivissa),FR,ES,600.7,1,no_country_pair_in_rail_dataset
MRS-LIS,MRS,LIS,"Marignane, Bouches-du-Rhône",Lisbon,FR,PT,1306.6,2,no_country_pair_in_rail_dataset
MRS-LGW,MRS,LGW,"Marignane, Bouches-du-Rhône",London,FR,GB,948.5,1,no_country_pair_in_rail_dataset
MRS-LHR,MRS,LHR,"Marignane, Bouches-du-Rhône",London,FR,GB,989.1,2,no_country_pair_in_rail_dataset
MRS-STN,MRS,STN,"Marignane, Bouches-du-Rhône","London, Essex",FR,GB,1009.9,1,no_country_pair_in_rail_dataset
MRS-MAD,MRS,MAD,"Marignane, Bouches-du-Rhône",Madrid,FR,ES,796.2,2,no_country_pair_in_rail_dataset
MRS-AGP,MRS,AGP,"Marignane, Bouches-du-Rhône",Málaga,FR,ES,1116.1,1,no_country_pair_in_rail_dataset
MRS-PMO,MRS,PMO,"Marignane, Bouches-du-Rhône",Palermo,FR,IT,883.6,1,no_country_pair_in_rail_dataset
MRS-PMI,MRS,PMI,"Marignane, Bouches-du-Rhône",Palma de Mallorca,FR,ES,478.7,3,no_country_pair_in_rail_dataset
MRS-OPO,MRS,OPO,"Marignane, Bouches-du-Rhône",Porto,FR,PT,1166.1,1,no_country_pair_in_rail_dataset
MRS-PRG,MRS,PRG,"Marignane, Bouches-du-Rhône",Prague,FR,CZ,1010.4,1,no_country_pair_in_rail_dataset
MRS-CIA,MRS,CIA,"Marignane, Bouches-du-Rhône",Rome,FR,IT,630.8,1,no_country_pair_in_rail_dataset
MRS-FCO,MRS,FCO,"Marignane, Bouches-du-Rhône",Rome,FR,IT,603.7,2,no_country_pair_in_rail_dataset
MRS-SVQ,MRS,SVQ,"Marignane, Bouches-du-Rhône",Seville,FR,ES,1152.4,1,no_country_pair_in_rail_dataset
MRS-VLC,MRS,VLC,"Marignane, Bouches-du-Rhône",Valencia,FR,ES,646.1,1,no_country_pair_in_rail_dataset
MRS-MLA,MRS,MLA,"Marignane, Bouches-du-Rhône",Valletta,FR,MT,1157.8,2,no_country_pair_in_rail_dataset
MRS-VCE,MRS,VCE,"Marignane, Bouches-du-Rhône",Venezia (VE),FR,IT,611.1,2,no_country_pair_in_rail_dataset
MRS-ZAD,MRS,ZAD,"Marignane, Bouches-du-Rhône",Zadar,FR,HR,817.1,1,no_country_pair_in_rail_dataset
MRS-BRU,MRS,BRU,"Marignane, Bouches-du-Rhône",Zaventem,FR,BE,831.7,1,no_country_pair_in_rail_dataset
MPL-CRL,MPL,CRL,Montpellier/Méditerranée,Charleroi,FR,BE,766.6,1,no_country_pair_in_rail_dataset
MPL-LBA,MPL,LBA,Montpellier/Méditerranée,"Leeds, West Yorkshire",FR,GB,1215.3,1,no_country_pair_in_rail_dataset
MPL-LGW,MPL,LGW,Montpellier/Méditerranée,London,FR,GB,897.8,1,no_country_pair_in_rail_dataset
MPL-LTN,MPL,LTN,Montpellier/Méditerranée,"Luton, Luton",FR,GB,977.5,1,no_country_pair_in_rail_dataset
MPL-FCO,MPL,FCO,Montpellier/Méditerranée,Rome,FR,IT,705.2,2,no_country_pair_in_rail_dataset
MPL-RTM,MPL,RTM,Montpellier/Méditerranée,Rotterdam,FR,NL,932.6,1,no_country_pair_in_rail_dataset
NTE-AMS,NTE,AMS,Nantes,Amsterdam,FR,NL,733.3,2,no_country_pair_in_rail_dataset
NTE-BCN,NTE,BCN,Nantes,Barcelona,FR,ES,714.2,2,no_country_pair_in_rail_dataset
NTE-DUB,NTE,DUB,Nantes,Dublin,FR,IE,771.7,1,no_country_pair_in_rail_dataset
NTE-MXP,NTE,MXP,Nantes,Ferno (VA),FR,IT,810.1,3,no_country_pair_in_rail_dataset
NTE-FLR,NTE,FLR,Nantes,Firenze (FI),FR,IT,1064.4,1,no_country_pair_in_rail_dataset
NTE-GVA,NTE,GVA,Nantes,Geneva,FR,CH,597.2,1,no_country_pair_in_rail_dataset
NTE-LIS,NTE,LIS,Nantes,Lisbon,FR,PT,1113.0,1,no_country_pair_in_rail_dataset
NTE-LCY,NTE,LCY,Nantes,London,FR,GB,498.7,2,no_country_pair_in_rail_dataset
NTE-LGW,NTE,LGW,Nantes,London,FR,GB,456.2,1,no_country_pair_in_rail_dataset
NTE-MAD,NTE,MAD,Nantes,Madrid,FR,ES,757.0,1,no_country_pair_in_rail_dataset
NTE-MAN,NTE,MAN,Nantes,"Manchester, Greater Manchester",FR,GB,690.6,2,no_country_pair_in_rail_dataset
NTE-AGP,NTE,AGP,Nantes,Málaga,FR,ES,1189.2,2,no_country_pair_in_rail_dataset
NTE-NAP,NTE,NAP,Nantes,Napoli,FR,IT,1446.1,1,no_country_pair_in_rail_dataset
NTE-OLB,NTE,OLB,Nantes,Olbia (SS),FR,IT,1127.5,1,no_country_pair_in_rail_dataset
NTE-PMI,NTE,PMI,Nantes,Palma de Mallorca,FR,ES,915.1,1,no_country_pair_in_rail_dataset
NTE-OPO,NTE,OPO,Nantes,Porto,FR,PT,864.6,1,no_country_pair_in_rail_dataset
NTE-PRG,NTE,PRG,Nantes,Prague,FR,CZ,1209.0,1,no_country_pair_in_rail_dataset
NTE-FCO,NTE,FCO,Nantes,Rome,FR,IT,1247.8,4,no_country_pair_in_rail_dataset
NTE-SVQ,NTE,SVQ,Nantes,Seville,FR,ES,1137.9,3,no_country_pair_in_rail_dataset
NTE-SOU,NTE,SOU,Nantes,Southampton,FR,GB,422.6,2,no_country_pair_in_rail_dataset
NTE-VLC,NTE,VLC,Nantes,Valencia,FR,ES,857.1,1,no_country_pair_in_rail_dataset
NTE-VCE,NTE,VCE,Nantes,Venezia (VE),FR,IT,1086.1,2,no_country_pair_in_rail_dataset
NTE-BRU,NTE,BRU,Nantes,Zaventem,FR,BE,608.9,2,no_country_pair_in_rail_dataset
NCE-AMS,NCE,AMS,"Nice, Alpes-Maritimes",Amsterdam,FR,NL,978.9,3,no_country_pair_in_rail_dataset
NCE-BCN,NCE,BCN,"Nice, Alpes-Maritimes",Barcelona,FR,ES,496.3,3,no_country_pair_in_rail_dataset
NCE-BHX,NCE,BHX,"Nice, Alpes-Maritimes","Birmingham, West Midlands",FR,GB,1181.4,1,no_country_pair_in_rail_dataset
NCE-BRS,NCE,BRS,"Nice, Alpes-Maritimes",Bristol,FR,GB,1135.5,1,no_country_pair_in_rail_dataset
NCE-CPH,NCE,CPH,"Nice, Alpes-Maritimes",Copenhagen,FR,DK,1385.3,2,no_country_pair_in_rail_dataset
NCE-ORK,NCE,ORK,"Nice, Alpes-Maritimes",Cork,FR,IE,1480.3,1,no_country_pair_in_rail_dataset
NCE-DUB,NCE,DUB,"Nice, Alpes-Maritimes",Dublin,FR,IE,1466.5,2,no_country_pair_in_rail_dataset
NCE-EIN,NCE,EIN,"Nice, Alpes-Maritimes",Eindhoven,FR,NL,877.3,1,no_country_pair_in_rail_dataset
NCE-GVA,NCE,GVA,"Nice, Alpes-Maritimes",Geneva,FR,CH,299.8,2,no_country_pair_in_rail_dataset
NCE-LBA,NCE,LBA,"Nice, Alpes-Maritimes","Leeds, West Yorkshire",FR,GB,1306.0,1,no_country_pair_in_rail_dataset
NCE-LIS,NCE,LIS,"Nice, Alpes-Maritimes",Lisbon,FR,PT,1468.1,3,no_country_pair_in_rail_dataset
NCE-LPL,NCE,LPL,"Nice, Alpes-Maritimes",Liverpool,FR,GB,1304.1,1,no_country_pair_in_rail_dataset
