route_avion,origin_iata,destination_iata,origine_avion,destination_avion,origin_country,destination_country,distance_avion,airline_count,route_train_candidate,origin_train,destination_train,distance_train,duration_train,train_type,weekly_frequency,estimated_co2_saving_kg,substitution_potential,match_score,match_method
BIO-MAD,BIO,MAD,Bilbao,Madrid,ES,ES,317.0,2,renfe_0418612026-04-07,Bilbao-Abando Indalecio Prieto,Madrid-Chamartín-Clara Campoamor,316.3,275.0,day,7,47.44,potentiel_moyen,114.945,country_city_distance
BIO-AGP,BIO,AGP,Bilbao,Málaga,ES,ES,749.1,2,renfe_0399012026-05-01,Barcelona-Sants,Malaga Maria Zambrano,768.7,384.0,day,7,115.3,fort_potentiel,106.632,country_city_distance
BIO-PMI,BIO,PMI,Bilbao,Palma de Mallorca,ES,ES,628.8,4,renfe_0531212026-04-06,Leon,Alicante/Alacant,639.0,280.0,day,7,95.85,fort_potentiel,101.776,country_distance
BIO-SCQ,BIO,SCQ,Bilbao,Santiago de Compostela,ES,ES,449.1,2,renfe_0043712026-04-07,Bilbao-Abando Indalecio Prieto,Barcelona-Sants,466.2,431.0,day,7,69.93,potentiel_moyen,103.102,country_city_distance
BIO-SVQ,BIO,SVQ,Bilbao,Seville,ES,ES,701.2,2,renfe_0575012026-04-06,Gijón/Xixón,Castelló,610.7,447.0,day,7,91.6,fort_potentiel,96.303,country_distance
LCG-BCN,LCG,BCN,Culleredo,Barcelona,ES,ES,887.7,2,renfe_0394312026-04-06,Sevilla-Santa Justa,Barcelona-Sants,825.9,348.0,day,7,123.88,fort_potentiel,103.402,country_city_distance
LCG-BIO,LCG,BIO,Culleredo,Bilbao,ES,ES,442.3,2,renfe_0043812026-04-07,Barcelona-Sants,Bilbao-Abando Indalecio Prieto,466.2,423.0,day,7,69.93,potentiel_moyen,102.399,country_city_distance
LCG-MAD,LCG,MAD,Culleredo,Madrid,ES,ES,505.5,3,renfe_0314012026-04-06,Barcelona-Sants,Madrid Pta.Atocha - Almudena Grandes,501.9,181.0,day,7,75.28,potentiel_moyen,103.572,country_city_distance
LCG-SVQ,LCG,SVQ,Culleredo,Seville,ES,ES,687.2,2,renfe_0062242026-04-07,Barcelona-Sants,Leon,652.3,468.0,day,7,97.84,fort_potentiel,95.935,country_distance
GRX-BCN,GRX,BCN,Granada,Barcelona,ES,ES,680.1,2,renfe_0393112026-04-26,Granada,Barcelona-Sants,679.9,388.0,day,7,101.98,fort_potentiel,117.993,country_city_distance
GRX-PMI,GRX,PMI,Granada,Palma de Mallorca,ES,ES,625.7,3,renfe_0393112026-04-26,Granada,Barcelona-Sants,679.9,388.0,day,7,101.98,fort_potentiel,105.522,country_city_distance
EAS-BCN,EAS,BCN,Hondarribia,Barcelona,ES,ES,391.9,2,renfe_0056312026-04-12,Pamplona/Iruña,Barcelona-Sants,352.4,242.0,day,7,52.86,potentiel_moyen,103.48,country_city_distance
IBZ-BCN,IBZ,BCN,Ibiza (Eivissa),Barcelona,ES,ES,276.2,3,renfe_1705012026-04-06,Zaragoza-Delicias,Barcelona-Estació De França,259.6,396.0,day,7,38.94,potentiel_moyen,101.225,country_city_distance
IBZ-BIO,IBZ,BIO,Ibiza (Eivissa),Bilbao,ES,ES,609.2,2,renfe_0043812026-04-07,Barcelona-Sants,Bilbao-Abando Indalecio Prieto,466.2,423.0,day,7,69.93,potentiel_moyen,97.132,country_city_distance
IBZ-MAD,IBZ,MAD,Ibiza (Eivissa),Madrid,ES,ES,459.9,5,renfe_0446412026-04-06,Vigo Urzaiz,Madrid-Chamartín-Clara Campoamor,463.3,230.0,day,7,69.5,potentiel_moyen,105.44,country_city_distance
XRY-BCN,XRY,BCN,Jerez de la Frontera,Barcelona,ES,ES,865.7,3,renfe_0394312026-04-06,Sevilla-Santa Justa,Barcelona-Sants,825.9,348.0,day,7,123.88,fort_potentiel,107.235,country_city_distance
MAD-LEI,MAD,LEI,Madrid,Almería,ES,ES,419.0,2,renfe_0027612026-04-07,Madrid-Chamartín-Clara Campoamor,Almeria,418.1,446.0,day,7,62.72,potentiel_moyen,114.946,country_city_distance
MAD-BCN,MAD,BCN,Madrid,Barcelona,ES,ES,483.2,4,renfe_0307112026-04-07,Madrid Pta.Atocha - Almudena Grandes,Barcelona-Sants,501.9,182.0,day,7,75.28,potentiel_moyen,114.032,country_city_distance
MAD-BIO,MAD,BIO,Madrid,Bilbao,ES,ES,317.0,2,renfe_0418712026-04-07,Madrid-Chamartín-Clara Campoamor,Bilbao-Abando Indalecio Prieto,316.3,287.0,day,7,47.44,potentiel_moyen,114.945,country_city_distance
MAD-LCG,MAD,LCG,Madrid,Culleredo,ES,ES,505.5,3,renfe_0307112026-04-07,Madrid Pta.Atocha - Almudena Grandes,Barcelona-Sants,501.9,182.0,day,7,75.28,potentiel_moyen,103.572,country_city_distance
MAD-IBZ,MAD,IBZ,Madrid,Ibiza (Eivissa),ES,ES,459.9,5,renfe_0456512026-04-06,Madrid-Chamartín-Clara Campoamor,Vigo Urzaiz,463.3,233.0,day,7,69.5,potentiel_moyen,105.44,country_city_distance
MAD-AGP,MAD,AGP,Madrid,Málaga,ES,ES,432.2,2,renfe_0217212026-04-27,Madrid Pta.Atocha - Almudena Grandes,Malaga Maria Zambrano,415.9,159.0,day,7,62.38,potentiel_moyen,114.057,country_city_distance
MAD-PMI,MAD,PMI,Madrid,Palma de Mallorca,ES,ES,547.4,4,renfe_0440512026-04-06,Madrid-Chamartín-Clara Campoamor,A Coruña,505.6,216.0,day,7,75.84,potentiel_moyen,104.091,country_city_distance
MAD-OVD,MAD,OVD,Madrid,Ranón,ES,ES,397.3,2,renfe_0213612026-04-16,Madrid Pta.Atocha - Almudena Grandes,Granada,358.4,194.0,day,7,53.76,potentiel_moyen,105.052,country_city_distance
MAD-SCQ,MAD,SCQ,Madrid,Santiago de Compostela,ES,ES,482.7,2,renfe_0440512026-04-06,Madrid-Chamartín-Clara Campoamor,A Coruña,505.6,216.0,day,7,75.84,potentiel_moyen,103.814,country_city_distance
MAD-VLC,MAD,VLC,Madrid,Valencia,ES,ES,286.0,3,renfe_0508032026-04-06,Madrid-Chamartín-Clara Campoamor,Valencia Joaquin Sorolla,302.9,114.0,day,7,45.43,potentiel_moyen,113.523,country_city_distance
MAD-VGO,MAD,VGO,Madrid,Vigo,ES,ES,463.9,4,renfe_0456512026-04-06,Madrid-Chamartín-Clara Campoamor,Vigo Urzaiz,463.3,233.0,day,7,69.5,potentiel_moyen,114.968,country_city_distance
MAH-VLC,MAH,VLC,Mahón (Maó),Valencia,ES,ES,404.3,2,renfe_0508012026-04-06,Burgos Rosa Manzano,Valencia Joaquin Sorolla,425.3,224.0,day,7,63.8,potentiel_moyen,102.451,country_city_distance
AGP-BCN,AGP,BCN,Málaga,Barcelona,ES,ES,766.0,3,renfe_0399312026-04-06,Malaga Maria Zambrano,Barcelona-Sants,768.7,363.0,day,7,115.3,fort_potentiel,117.912,country_city_distance
AGP-BIO,AGP,BIO,Málaga,Bilbao,ES,ES,749.1,2,renfe_0399312026-04-06,Malaga Maria Zambrano,Barcelona-Sants,768.7,363.0,day,7,115.3,fort_potentiel,106.632,country_city_distance
AGP-IBZ,AGP,IBZ,Málaga,Ibiza (Eivissa),ES,ES,570.9,2,renfe_0399312026-04-06,Malaga Maria Zambrano,Barcelona-Sants,768.7,363.0,day,7,115.3,fort_potentiel,97.338,country_city_distance
AGP-MAD,AGP,MAD,Málaga,Madrid,ES,ES,432.2,2,renfe_0207312026-04-27,Malaga Maria Zambrano,Madrid Pta.Atocha - Almudena Grandes,415.9,159.0,day,7,62.38,potentiel_moyen,114.057,country_city_distance
AGP-PMI,AGP,PMI,Málaga,Palma de Mallorca,ES,ES,709.1,5,renfe_0399312026-04-06,Malaga Maria Zambrano,Barcelona-Sants,768.7,363.0,day,7,115.3,fort_potentiel,105.586,country_city_distance
AGP-OVD,AGP,OVD,Málaga,Ranón,ES,ES,777.0,2,renfe_0399312026-04-06,Malaga Maria Zambrano,Barcelona-Sants,768.7,363.0,day,7,115.3,fort_potentiel,107.233,country_city_distance
AGP-SCQ,AGP,SCQ,Málaga,Santiago de Compostela,ES,ES,768.2,3,renfe_0399312026-04-06,Malaga Maria Zambrano,Barcelona-Sants,768.7,363.0,day,7,115.3,fort_potentiel,107.038,country_city_distance
PMI-ALC,PMI,ALC,Palma de Mallorca,Alicante,ES,ES,318.2,3,renfe_0591222026-04-06,Madrid Pta.Atocha - Almudena Grandes,Alicante/Alacant,357.7,146.0,day,7,53.65,potentiel_moyen,101.602,country_city_distance
PMI-BIO,PMI,BIO,Palma de Mallorca,Bilbao,ES,ES,628.8,4,renfe_0518312026-04-06,Alicante/Alacant,Leon,639.0,290.0,day,7,95.85,fort_potentiel,101.776,country_distance
PMI-GRX,PMI,GRX,Palma de Mallorca,Granada,ES,ES,625.7,3,renfe_0393012026-04-26,Barcelona-Sants,Granada,679.9,386.0,day,7,101.98,fort_potentiel,105.522,country_city_distance
PMI-MAD,PMI,MAD,Palma de Mallorca,Madrid,ES,ES,547.4,4,renfe_0440412026-04-06,A Coruña,Madrid-Chamartín-Clara Campoamor,505.6,214.0,day,7,75.84,potentiel_moyen,104.091,country_city_distance
PMI-AGP,PMI,AGP,Palma de Mallorca,Málaga,ES,ES,709.1,4,renfe_0399012026-05-01,Barcelona-Sants,Malaga Maria Zambrano,768.7,384.0,day,7,115.3,fort_potentiel,105.586,country_city_distance
PMI-OVD,PMI,OVD,Palma de Mallorca,Ranón,ES,ES,854.8,2,renfe_0527312026-04-06,Alicante/Alacant,Ourense,767.1,294.0,day,7,115.06,fort_potentiel,98.617,country_distance
PMI-SCQ,PMI,SCQ,Palma de Mallorca,Santiago de Compostela,ES,ES,1003.2,2,renfe_0394212026-04-06,Barcelona-Sants,Sevilla-Santa Justa,825.9,370.0,day,7,123.88,fort_potentiel,94.855,country_distance
PMI-SVQ,PMI,SVQ,Palma de Mallorca,Seville,ES,ES,787.5,4,renfe_0527312026-04-06,Alicante/Alacant,Ourense,767.1,294.0,day,7,115.06,fort_potentiel,99.82,country_distance
PMI-VLC,PMI,VLC,Palma de Mallorca,Valencia,ES,ES,276.3,5,renfe_1801812026-05-11,Alcazar de San Juan,Valencia-Estaciò Del Nord,243.0,215.0,day,7,36.45,potentiel_moyen,104.487,country_city_distance
PNA-MAD,PNA,MAD,Pamplona,Madrid,ES,ES,299.5,2,renfe_0060812026-04-07,Pamplona/Iruña,Madrid Pta.Atocha - Almudena Grandes,317.4,217.0,day,7,47.61,potentiel_moyen,113.506,country_city_distance
OVD-BCN,OVD,BCN,Ranón,Barcelona,ES,ES,711.6,2,renfe_0393112026-04-26,Granada,Barcelona-Sants,679.9,388.0,day,7,101.98,fort_potentiel,109.386,country_city_distance
OVD-MAD,OVD,MAD,Ranón,Madrid,ES,ES,397.3,2,renfe_0206712026-04-06,Granada,Madrid Pta.Atocha - Almudena Grandes,358.4,202.0,day,7,53.76,potentiel_moyen,105.052,country_city_distance
OVD-AGP,OVD,AGP,Ranón,Málaga,ES,ES,777.0,2,renfe_0399012026-05-01,Barcelona-Sants,Malaga Maria Zambrano,768.7,384.0,day,7,115.3,fort_potentiel,107.233,country_city_distance
OVD-PMI,OVD,PMI,Ranón,Palma de Mallorca,ES,ES,854.8,2,renfe_0538212026-04-06,Ourense,Alicante/Alacant,767.1,303.0,day,7,115.06,fort_potentiel,98.617,country_distance
OVD-SVQ,OVD,SVQ,Ranón,Seville,ES,ES,683.5,2,renfe_0575012026-04-06,Gijón/Xixón,Castelló,610.7,447.0,day,7,91.6,fort_potentiel,97.087,country_distance
OVD-VLC,OVD,VLC,Ranón,Valencia,ES,ES,647.0,2,renfe_0517012026-04-06,Leon,Valencia Joaquin Sorolla,558.3,251.0,day,7,83.74,fort_potentiel,106.239,country_city_distance
SDR-BCN,SDR,BCN,Santander,Barcelona,ES,ES,539.2,3,renfe_0974212026-04-06,Lyon Part Dieu,Barcelona-Sants,534.0,288.0,day,7,80.1,fort_potentiel,107.976,country_city_distance
SCQ-BCN,SCQ,BCN,Santiago de Compostela,Barcelona,ES,ES,883.3,3,renfe_0394312026-04-06,Sevilla-Santa Justa,Barcelona-Sants,825.9,348.0,day,7,123.88,fort_potentiel,107.961,country_city_distance
SCQ-BIO,SCQ,BIO,Santiago de Compostela,Bilbao,ES,ES,449.1,2,renfe_0043812026-04-07,Barcelona-Sants,Bilbao-Abando Indalecio Prieto,466.2,423.0,day,7,69.93,potentiel_moyen,103.102,country_city_distance
SCQ-MAD,SCQ,MAD,Santiago de Compostela,Madrid,ES,ES,482.7,2,renfe_0440412026-04-06,A Coruña,Madrid-Chamartín-Clara Campoamor,505.6,214.0,day,7,75.84,potentiel_moyen,103.814,country_city_distance
SCQ-AGP,SCQ,AGP,Santiago de Compostela,Málaga,ES,ES,768.2,3,renfe_0399012026-05-01,Barcelona-Sants,Malaga Maria Zambrano,768.7,384.0,day,7,115.3,fort_potentiel,107.038,country_city_distance
SCQ-PMI,SCQ,PMI,Santiago de Compostela,Palma de Mallorca,ES,ES,1003.2,3,renfe_0394312026-04-06,Sevilla-Santa Justa,Barcelona-Sants,825.9,348.0,day,7,123.88,fort_potentiel,94.855,country_distance
SVQ-LEI,SVQ,LEI,Seville,Almería,ES,ES,318.8,2,renfe_1877912026-04-07,Sevilla-Santa Justa,Plasencia,292.6,298.0,day,7,43.89,potentiel_moyen,97.368,country_distance
SVQ-BCN,SVQ,BCN,Seville,Barcelona,ES,ES,809.3,3,renfe_0394312026-04-06,Sevilla-Santa Justa,Barcelona-Sants,825.9,348.0,day,7,123.88,fort_potentiel,109.41,country_city_distance
SVQ-BIO,SVQ,BIO,Seville,Bilbao,ES,ES,701.2,2,renfe_0572112026-04-06,Castelló,Gijón/Xixón,610.7,446.0,day,7,91.6,fort_potentiel,96.303,country_distance
SVQ-LCG,SVQ,LCG,Seville,Culleredo,ES,ES,687.2,2,renfe_0518312026-04-06,Alicante/Alacant,Leon,639.0,290.0,day,7,95.85,fort_potentiel,95.778,country_distance
SVQ-PMI,SVQ,PMI,Seville,Palma de Mallorca,ES,ES,787.5,5,renfe_0538212026-04-06,Ourense,Alicante/Alacant,767.1,303.0,day,7,115.06,fort_potentiel,99.82,country_distance
SVQ-OVD,SVQ,OVD,Seville,Ranón,ES,ES,683.5,2,renfe_0572112026-04-06,Castelló,Gijón/Xixón,610.7,446.0,day,7,91.6,fort_potentiel,97.087,country_distance
VLC-MAD,VLC,MAD,Valencia,Madrid,ES,ES,286.0,3,renfe_0507112026-07-01,Valencia Joaquin Sorolla,Madrid-Chamartín-Clara Campoamor,302.9,116.0,day,7,45.43,potentiel_moyen,113.523,country_city_distance
VLC-MAH,VLC,MAH,Valencia,Mahón (Maó),ES,ES,404.3,2,renfe_0517112026-04-06,Valencia Joaquin Sorolla,Burgos Rosa Manzano,425.3,227.0,day,7,63.8,potentiel_moyen,102.451,country_city_distance
VLC-PMI,VLC,PMI,Valencia,Palma de Mallorca,ES,ES,276.3,5,renfe_1802712026-04-06,Valencia-Estaciò Del Nord,Alcazar de San Juan,243.0,241.0,day,7,36.45,potentiel_moyen,104.487,country_city_distance
VLC-OVD,VLC,OVD,Valencia,Ranón,ES,ES,647.0,2,renfe_0507112026-04-06,Valencia Joaquin Sorolla,Leon,558.3,259.0,day,7,83.74,fort_potentiel,106.239,country_city_distance
VLL-BCN,VLL,BCN,Valladolid,Barcelona,ES,ES,578.8,3,renfe_0974212026-04-06,Lyon Part Dieu,Barcelona-Sants,534.0,288.0,day,7,80.1,fort_potentiel,104.815,country_city_distance
VGO-BCN,VGO,BCN,Vigo,Barcelona,ES,ES,893.3,2,renfe_0062112026-04-08,Vigo Urzaiz,Barcelona-Sants,904.1,848.0,day,7,135.62,faible_potentiel,111.698,country_city_distance
VGO-MAD,VGO,MAD,Vigo,Madrid,ES,ES,463.9,4,renfe_0446412026-04-06,Vigo Urzaiz,Madrid-Chamartín-Clara Campoamor,463.3,230.0,day,7,69.5,potentiel_moyen,114.968,country_city_distance
HEL-KAJ,HEL,KAJ,Helsinki (Vantaa),Kajaani,FI,FI,463.0,2,back_on_track_VR IC 273,Helsinki / Helsingfors,Rovaniemi,899.0,710.0,night,7,134.85,potentiel_moyen,82.083,country_city_distance
HEL-KEM,HEL,KEM,Helsinki (Vantaa),Kemi / Tornio,FI,FI,607.5,2,back_on_track_VR IC 273,Helsinki / Helsingfors,Rovaniemi,899.0,710.0,night,7,134.85,potentiel_moyen,92.504,country_city_distance
HEL-OUL,HEL,OUL,Helsinki (Vantaa),Oulu / Oulunsalo,FI,FI,513.2,2,back_on_track_VR IC 273,Helsinki / Helsingfors,Rovaniemi,899.0,710.0,night,7,134.85,potentiel_moyen,83.815,country_city_distance
HEL-RVN,HEL,RVN,Helsinki (Vantaa),Rovaniemi,FI,FI,695.7,2,back_on_track_VR IC 273,Helsinki / Helsingfors,Rovaniemi,899.0,710.0,night,7,134.85,potentiel_moyen,107.694,country_city_distance
KAJ-HEL,KAJ,HEL,Kajaani,Helsinki (Vantaa),FI,FI,463.0,2,back_on_track_VR IC 266 (H),Rovaniemi,Helsinki / Helsingfors,899.0,755.0,night,7,134.85,faible_potentiel,79.083,country_city_distance
KEM-HEL,KEM,HEL,Kemi / Tornio,Helsinki (Vantaa),FI,FI,607.5,2,back_on_track_VR IC 274,Kemijärvi,Helsinki / Helsingfors,983.0,855.0,night,7,147.45,faible_potentiel,90.547,country_city_distance
KTT-HEL,KTT,HEL,Kittilä,Helsinki (Vantaa),FI,FI,820.9,2,back_on_track_VR IC 266 (H),Rovaniemi,Helsinki / Helsingfors,899.0,755.0,night,7,134.85,faible_potentiel,98.372,country_city_distance
OUL-HEL,OUL,HEL,Oulu / Oulunsalo,Helsinki (Vantaa),FI,FI,513.2,2,back_on_track_VR IC 266 (H),Rovaniemi,Helsinki / Helsingfors,899.0,755.0,night,7,134.85,faible_potentiel,80.815,country_city_distance
RVN-HEL,RVN,HEL,Rovaniemi,Helsinki (Vantaa),FI,FI,695.7,2,back_on_track_VR IC 266 (H),Rovaniemi,Helsinki / Helsingfors,899.0,755.0,night,7,134.85,faible_potentiel,104.694,country_city_distance
AJA-LYS,AJA,LYS,Ajaccio,"Colombier-Saugnieu, Rhône",FR,FR,517.1,4,sncf_intercites_OCESN3645F3520783:2025-01-18T00:24:06Z,Paris Austerlitz,Toulouse Matabiau,585.9,426.0,day,7,87.88,fort_potentiel,94.44,country_distance
AJA-LIL,AJA,LIL,Ajaccio,Lesquin,FR,FR,1055.5,2,back_on_track_SNCF IC Nuit 5781,Paris Austerlitz,Nice Ville,989.0,754.0,night,7,148.35,faible_potentiel,87.867,country_distance
AJA-MRS,AJA,MRS,Ajaccio,"Marignane, Bouches-du-Rhône",FR,FR,338.3,3,sncf_intercites_OCESN4200F3799136:2025-01-21T00:39:14Z,Nancy,Lyon Perrache,342.5,270.0,day,7,51.38,potentiel_moyen,92.767,country_distance
AJA-NTE,AJA,NTE,Ajaccio,Nantes,FR,FR,1008.3,3,sncf_intercites_OCESN4502F3796298:2025-01-21T00:39:14Z,Lyon Perrache,Nantes,514.0,412.0,day,7,77.1,potentiel_moyen,90.744,country_city_distance
AJA-ORY,AJA,ORY,Ajaccio,"Paris (Orly, Val-de-Marne)",FR,FR,908.4,2,back_on_track_SNCF IC Nuit 5792,Briançon,Paris Austerlitz,796.0,730.0,night,7,119.4,faible_potentiel,99.907,country_city_distance
AJA-TLS,AJA,TLS,Ajaccio,Toulouse/Blagnac,FR,FR,635.8,3,sncf_intercites_OCESN3645F3520783:2025-01-18T00:24:06Z,Paris Austerlitz,Toulouse Matabiau,585.9,426.0,day,7,87.88,fort_potentiel,99.951,country_city_distance
BIA-LYS,BIA,LYS,Bastia,"Colombier-Saugnieu, Rhône",FR,FR,497.3,3,sncf_intercites_OCESN3645F3520783:2025-01-18T00:24:06Z,Paris Austerlitz,Toulouse Matabiau,585.9,426.0,day,7,87.88,fort_potentiel,94.854,country_distance
BIA-DUS,BIA,DUS,Bastia,Düsseldorf,FR,DE,993.0,1,back_on_track_ÖBB NJ 40469,Paris Est,Berlin Hbf,1168.0,794.0,night,3,175.2,faible_potentiel,84.094,country_distance
BIA-FRA,BIA,FRA,Bastia,Frankfurt am Main,FR,DE,834.1,1,back_on_track_ÖBB NJ 40469,Paris Est,Berlin Hbf,1168.0,794.0,night,3,175.2,faible_potentiel,77.326,country_distance
BIA-HAM,BIA,HAM,Bastia,Hamburg,FR,DE,1232.3,1,back_on_track_ÖBB NJ 40469,Paris Est,Berlin Hbf,1168.0,794.0,night,3,175.2,faible_potentiel,86.225,country_distance
BIA-CGN,BIA,CGN,Bastia,Köln (Cologne),FR,DE,941.3,1,back_on_track_ÖBB NJ 40469,Paris Est,Berlin Hbf,1168.0,794.0,night,3,175.2,faible_potentiel,82.265,country_distance
BIA-LIL,BIA,LIL,Bastia,Lesquin,FR,FR,1015.0,2,back_on_track_SNCF IC Nuit 5781,Paris Austerlitz,Nice Ville,989.0,754.0,night,7,148.35,faible_potentiel,90.344,country_distance
BIA-MRS,BIA,MRS,Bastia,"Marignane, Bouches-du-Rhône",FR,FR,361.0,3,sncf_intercites_OCESN4080F3831467:2025-01-21T00:39:14Z,Nantes,Paris Austerlitz,342.1,248.0,day,7,51.32,potentiel_moyen,93.691,country_distance
BIA-NTE,BIA,NTE,Bastia,Nantes,FR,FR,1011.8,3,back_on_track_SNCF IC Nuit 3740,Paris Austerlitz,Tarbes,841.0,716.0,night,5,126.15,potentiel_moyen,91.734,country_distance
BIA-ORY,BIA,ORY,Bastia,"Paris (Orly, Val-de-Marne)",FR,FR,881.5,2,back_on_track_SNCF IC Nuit 5792,Briançon,Paris Austerlitz,796.0,730.0,night,7,119.4,faible_potentiel,101.004,country_city_distance
BIA-STR,BIA,STR,Bastia,Stuttgart,FR,DE,682.7,1,back_on_track_ÖBB NJ 40469,Paris Est,Berlin Hbf,1168.0,794.0,night,3,175.2,faible_potentiel,67.808,country_distance
BIA-TLS,BIA,TLS,Bastia,Toulouse/Blagnac,FR,FR,669.8,2,sncf_intercites_OCESN3645F3520783:2025-01-18T00:24:06Z,Paris Austerlitz,Toulouse Matabiau,585.9,426.0,day,7,87.88,fort_potentiel,100.323,country_city_distance
BOD-LYS,BOD,LYS,Bordeaux,"Colombier-Saugnieu, Rhône",FR,FR,465.0,2,sncf_intercites_OCESN4655F3523772:2024-12-16T00:27:29Z,Bordeaux Saint-Jean,Marseille Saint-Charles,503.6,387.0,day,6,75.54,potentiel_moyen,101.393,country_city_distance
BOD-LIL,BOD,LIL,Bordeaux,Lesquin,FR,FR,698.8,2,sncf_intercites_OCESN4655F3523772:2024-12-16T00:27:29Z,Bordeaux Saint-Jean,Marseille Saint-Charles,503.6,387.0,day,6,75.54,potentiel_moyen,95.017,country_city_distance
BOD-MRS,BOD,MRS,Bordeaux,"Marignane, Bouches-du-Rhône",FR,FR,497.6,2,sncf_intercites_OCESN4655F3523772:2024-12-16T00:27:29Z,Bordeaux Saint-Jean,Marseille Saint-Charles,503.6,387.0,day,6,75.54,potentiel_moyen,104.821,country_city_distance
BOD-MUC,BOD,MUC,Bordeaux,Munich,FR,DE,1031.0,1,back_on_track_ES 475,Paris Gare du Nord,Berlin Hbf,1120.0,974.0,night,3,168.0,faible_potentiel,83.053,country_distance
BOD-NTE,BOD,NTE,Bordeaux,Nantes,FR,FR,267.6,2,sncf_intercites_OCESN3858F3522237:2025-01-21T00:39:14Z,Bordeaux Saint-Jean,Nantes,276.6,250.0,day,7,41.49,potentiel_moyen,114.159,country_city_distance
BOD-NCE,BOD,NCE,Bordeaux,"Nice, Alpes-Maritimes",FR,FR,644.8,2,sncf_intercites_OCESN4655F3523772:2024-12-16T00:27:29Z,Bordeaux Saint-Jean,Marseille Saint-Charles,503.6,387.0,day,6,75.54,potentiel_moyen,98.409,country_city_distance
BOD-CDG,BOD,CDG,Bordeaux,"Paris (Roissy-en-France, Val-d'Oise)",FR,FR,526.9,2,sncf_intercites_OCESN4655F3523772:2024-12-16T00:27:29Z,Bordeaux Saint-Jean,Marseille Saint-Charles,503.6,387.0,day,6,75.54,potentiel_moyen,102.18,country_city_distance
BOD-SXB,BOD,SXB,Bordeaux,Strasbourg,FR,FR,757.8,2,sncf_intercites_OCESN4655F3523772:2024-12-16T00:27:29Z,Bordeaux Saint-Jean,Marseille Saint-Charles,503.6,387.0,day,6,75.54,potentiel_moyen,94.25,country_city_distance
BES-LYS,BES,LYS,Brest,"Colombier-Saugnieu, Rhône",FR,FR,780.3,2,back_on_track_SNCF IC Nuit 3751,Paris Austerlitz,Toulouse Matabiau,714.0,571.0,night,7,107.1,potentiel_moyen,93.015,country_distance
BES-MRS,BES,MRS,Brest,"Marignane, Bouches-du-Rhône",FR,FR,928.8,2,back_on_track_SNCF IC Nuit 5787,Paris Austerlitz,Briançon,796.0,690.0,night,7,119.4,potentiel_moyen,91.888,country_distance
BES-CDG,BES,CDG,Brest,"Paris (Roissy-en-France, Val-d'Oise)",FR,FR,515.0,2,sncf_intercites_OCESN3654F3521987:2025-01-17T00:20:49Z,Cahors,Paris Austerlitz,493.6,348.0,day,5,74.04,potentiel_moyen,102.416,country_city_distance
BSL-DRS,BSL,DRS,Bâle / Mulhouse,Dresden,FR,DE,598.8,1,back_on_track_ES 475,Paris Gare du Nord,Berlin Hbf,1120.0,974.0,night,3,168.0,faible_potentiel,64.608,country_distance
BSL-HAM,BSL,HAM,Bâle / Mulhouse,Hamburg,FR,DE,692.6,3,back_on_track_ES 475,Paris Gare du Nord,Berlin Hbf,1120.0,974.0,night,3,168.0,faible_potentiel,70.941,country_distance
BSL-CDG,BSL,CDG,Bâle / Mulhouse,"Paris (Roissy-en-France, Val-d'Oise)",FR,FR,399.3,3,sncf_intercites_OCESN3674F3530179:2025-01-18T00:24:06Z,Brive-la-Gaillarde,Paris Austerlitz,415.1,274.0,day,7,62.26,potentiel_moyen,103.849,country_city_distance
BZR-BRE,BZR,BRE,Béziers,Bremen,FR,DE,1153.0,1,back_on_track_ÖBB NJ 40469,Paris Est,Berlin Hbf,1168.0,794.0,night,3,175.2,faible_potentiel,87.05,country_distance
BZR-NRN,BZR,NRN,Béziers,Weeze,FR,DE,943.8,1,back_on_track_ÖBB NJ 40469,Paris Est,Berlin Hbf,1168.0,794.0,night,3,175.2,faible_potentiel,77.811,country_distance
CLY-DUS,CLY,DUS,Calvi,Düsseldorf,FR,DE,985.9,1,back_on_track_ÖBB NJ 40469,Paris Est,Berlin Hbf,1168.0,794.0,night,3,175.2,faible_potentiel,82.168,country_distance
CLY-CGN,CLY,CGN,Calvi,Köln (Cologne),FR,DE,935.3,2,back_on_track_ÖBB NJ 40469,Paris Est,Berlin Hbf,1168.0,794.0,night,3,175.2,faible_potentiel,80.351,country_distance
CLY-MRS,CLY,MRS,Calvi,"Marignane, Bouches-du-Rhône",FR,FR,308.2,3,sncf_intercites_OCESN4093F3514373:2025-01-22T00:42:25Z,Paris Austerlitz,Rennes,308.7,244.0,day,6,46.3,potentiel_moyen,92.933,country_distance
CLY-FMM,CLY,FMM,Calvi,Memmingen,FR,DE,617.3,2,back_on_track_ES 475,Paris Gare du Nord,Berlin Hbf,1120.0,974.0,night,3,168.0,faible_potentiel,64.987,country_distance
CLY-NTE,CLY,NTE,Calvi,Nantes,FR,FR,966.8,2,back_on_track_SNCF IC Nuit 3740,Paris Austerlitz,Tarbes,841.0,716.0,night,5,126.15,potentiel_moyen,91.533,country_distance
CLY-ORY,CLY,ORY,Calvi,"Paris (Orly, Val-de-Marne)",FR,FR,851.1,2,back_on_track_SNCF IC Nuit 3754 (Sun),Albi Ville,Paris Austerlitz,792.0,702.0,night,1,118.8,potentiel_moyen,100.264,country_city_distance
