route_pair,origin_iata,destination_iata,origin_city,destination_city,origin_country,destination_country,origin_latitude,origin_longitude,destination_latitude,destination_longitude,air_distance_km,airline_count,airlines,equipment
TLS-BRE,TLS,BRE,Toulouse/Blagnac,Bremen,FR,DE,43.629101,1.36382,53.046786,8.78932,1180.8,1,BM,ER4
TLS-BRS,TLS,BRS,Toulouse/Blagnac,Bristol,FR,GB,43.629101,1.36382,51.382326,-2.716453,914.6,2,"ST,U2","320 319,ER4"
TLS-BSL,TLS,BSL,Toulouse/Blagnac,Bâle / Mulhouse,FR,FR,43.629101,1.36382,47.60068,7.521117,651.1,1,U2,319
TLS-LYS,TLS,LYS,Toulouse/Blagnac,"Colombier-Saugnieu, Rhône",FR,FR,43.629101,1.36382,45.725996,5.090139,375.7,3,"AF,AZ,U2","319,319 320 CRK"
TLS-DIJ,TLS,DIJ,Toulouse/Blagnac,Dijon,FR,FR,43.629101,1.36382,47.268902,5.09,498.2,1,T3,J41
TLS-DUB,TLS,DUB,Toulouse/Blagnac,Dublin,FR,IE,43.629101,1.36382,53.428713,-6.262121,1224.2,1,EI,320
TLS-MXP,TLS,MXP,Toulouse/Blagnac,Ferno (VA),FR,IT,43.629101,1.36382,45.6306,8.72811,623.5,1,T7,BEH
TLS-FRA,TLS,FRA,Toulouse/Blagnac,Frankfurt am Main,FR,DE,43.629101,1.36382,50.026706,8.55835,896.7,2,"ET,LH","321 319 735 733,735"
TLS-GVA,TLS,GVA,Toulouse/Blagnac,Geneva,FR,CH,43.629101,1.36382,46.238098,6.10895,472.8,2,"F7,U2","319,AT7"
TLS-ETZ,TLS,ETZ,Toulouse/Blagnac,Goin,FR,FR,43.629101,1.36382,48.982101,6.25132,703.4,1,T7,BEH
TLS-HAM,TLS,HAM,Toulouse/Blagnac,Hamburg,FR,DE,43.629101,1.36382,53.630402,9.98823,1277.9,2,"4U,AF","319,CRJ"
TLS-IST,TLS,IST,Toulouse/Blagnac,Istanbul,FR,TR,43.629101,1.36382,41.274874,28.732136,2250.3,1,TK,320 321
TLS-LIL,TLS,LIL,Toulouse/Blagnac,Lesquin,FR,FR,43.629101,1.36382,50.566564,3.102429,782.5,2,"A5,U2","319,E70"
TLS-LIS,TLS,LIS,Toulouse/Blagnac,Lisbon,FR,PT,43.629101,1.36382,38.7813,-9.13592,1029.4,1,TP,100 ER4
TLS-LGW,TLS,LGW,Toulouse/Blagnac,London,FR,GB,43.629101,1.36382,51.148744,-0.185739,844.2,1,U2,319 320
TLS-LHR,TLS,LHR,Toulouse/Blagnac,London,FR,GB,43.629101,1.36382,51.470748,-0.459909,882.6,2,"AA,BA","320 319,320 319 321"
TLS-MAD,TLS,MAD,Toulouse/Blagnac,Madrid,FR,ES,43.629101,1.36382,40.493407,-3.572249,536.1,1,IB,CRK CR9 CR2
TLS-MAN,TLS,MAN,Toulouse/Blagnac,"Manchester, Greater Manchester",FR,GB,43.629101,1.36382,53.349375,-2.279521,1113.3,1,LS,733
TLS-MRS,TLS,MRS,Toulouse/Blagnac,"Marignane, Bouches-du-Rhône",FR,FR,43.629101,1.36382,43.438088,5.2125,311.0,1,A5,AT5
TLS-MUC,TLS,MUC,Toulouse/Blagnac,Munich,FR,DE,43.629101,1.36382,48.353802,11.7861,960.1,1,LH,E95 319 CR9
TLS-AGP,TLS,AGP,Toulouse/Blagnac,Málaga,FR,ES,43.629101,1.36382,36.6749,-4.49911,919.3,2,"IB,VY",320
TLS-NTE,TLS,NTE,Toulouse/Blagnac,Nantes,FR,FR,43.629101,1.36382,47.153198,-1.61073,455.4,2,"A5,U2","319,CR7"
TLS-NCE,TLS,NCE,Toulouse/Blagnac,"Nice, Alpes-Maritimes",FR,FR,43.629101,1.36382,43.658401,7.21587,470.8,2,"A5,U2","319,AT7"
TLS-PMI,TLS,PMI,Toulouse/Blagnac,Palma de Mallorca,FR,ES,43.629101,1.36382,39.551701,2.73881,467.6,2,"IB,VY",320
TLS-ORY,TLS,ORY,Toulouse/Blagnac,"Paris (Orly, Val-de-Marne)",FR,FR,43.629101,1.36382,48.729499,2.358963,572.3,2,"AF,U2","320 319,320 319 321"
TLS-CDG,TLS,CDG,Toulouse/Blagnac,"Paris (Roissy-en-France, Val-d'Oise)",FR,FR,43.629101,1.36382,49.00896,2.554117,605.1,4,"AF,AZ,SE,U2","319 320,320 319,320 319 321,332"
TLS-FCO,TLS,FCO,Toulouse/Blagnac,Rome,FR,IT,43.629101,1.36382,41.804532,12.251998,911.6,3,"AF,AZ,U2","319,319 320,E75"
TLS-RNS,TLS,RNS,Toulouse/Blagnac,"Saint-Jacques-de-la-Lande, Ille-et-Vilaine",FR,FR,43.629101,1.36382,48.0695,-1.73479,548.9,1,A5,CRJ CR7
TLS-SVQ,TLS,SVQ,Toulouse/Blagnac,Seville,FR,ES,43.629101,1.36382,37.417999,-5.89311,922.9,2,"AF,IB","319,CR2 CR9"
TLS-ATH,TLS,ATH,Toulouse/Blagnac,Spata-Artemida,FR,GR,43.629101,1.36382,37.936401,23.9445,1996.4,1,AF,320
TLS-SXB,TLS,SXB,Toulouse/Blagnac,Strasbourg,FR,FR,43.629101,1.36382,48.5383,7.62823,728.5,1,AF,319 320
TLS-MLA,TLS,MLA,Toulouse/Blagnac,Valletta,FR,MT,43.629101,1.36382,35.845932,14.491546,1414.5,1,AF,320 319
TLS-VCE,TLS,VCE,Toulouse/Blagnac,Venezia (VE),FR,IT,43.629101,1.36382,45.505299,12.3519,894.3,2,"AF,AZ",319 320
TLS-BRU,TLS,BRU,Toulouse/Blagnac,Zaventem,FR,BE,43.629101,1.36382,50.901402,4.48444,842.0,2,"SN,U2","319,AR1"
TUF-DUB,TUF,DUB,"Tours, Indre-et-Loire",Dublin,FR,IE,47.432201,0.727606,53.428713,-6.262121,829.7,1,FR,738
TUF-STN,TUF,STN,"Tours, Indre-et-Loire","London, Essex",FR,GB,47.432201,0.727606,51.884998,0.235,496.4,1,FR,738
TUF-MRS,TUF,MRS,"Tours, Indre-et-Loire","Marignane, Bouches-du-Rhône",FR,FR,47.432201,0.727606,43.438088,5.2125,565.2,1,FR,738
TUF-OPO,TUF,OPO,"Tours, Indre-et-Loire",Porto,FR,PT,47.432201,0.727606,41.2481002808,-8.68138980865,1014.9,1,FR,738
ABZ-AMS,ABZ,AMS,Aberdeen,Amsterdam,GB,NL,57.2019,-2.19778,52.308601,4.76389,703.3,1,KL,737 EMJ F70
ABZ-BHD,ABZ,BHD,Aberdeen,Belfast,GB,GB,57.2019,-2.19778,54.618099,-5.8725,367.3,1,BE,DH4
ABZ-BGO,ABZ,BGO,Aberdeen,Bergen,GB,NO,57.2019,-2.19778,60.2934,5.21814,548.3,2,"SK,WF",DH4 DH3
ABZ-BHX,ABZ,BHX,Aberdeen,"Birmingham, West Midlands",GB,GB,57.2019,-2.19778,52.453899,-1.74803,528.7,1,BE,E75 DH4
ABZ-BRS,ABZ,BRS,Aberdeen,Bristol,GB,GB,57.2019,-2.19778,51.382326,-2.716453,648.0,1,BM,ER4
ABZ-CPH,ABZ,CPH,Aberdeen,Copenhagen,GB,DK,57.2019,-2.19778,55.617900848389,12.656000137329,928.6,1,SK,CR9 CR2
ABZ-MME,ABZ,MME,Aberdeen,"Darlington, Durham",GB,GB,57.2019,-2.19778,54.509201,-1.42941,303.2,1,T3,J41 S20
ABZ-DUB,ABZ,DUB,Aberdeen,Dublin,GB,IE,57.2019,-2.19778,53.428713,-6.262121,491.9,1,EI,AT7
ABZ-EBJ,ABZ,EBJ,Aberdeen,Esbjerg,GB,DK,57.2019,-2.19778,55.525902,8.5534,687.1,1,BM,ER4
ABZ-FRA,ABZ,FRA,Aberdeen,Frankfurt am Main,GB,DE,57.2019,-2.19778,50.026706,8.55835,1065.2,1,LH,735
ABZ-HUY,ABZ,HUY,Aberdeen,"Grimsby, Lincolnshire",GB,GB,57.2019,-2.19778,53.576152,-0.34954,419.7,1,T3,J41 S20
ABZ-KOI,ABZ,KOI,Aberdeen,"Kirkwall, Orkney Islands",GB,GB,57.2019,-2.19778,58.957903,-2.905077,199.6,1,BE,S20 SF3
ABZ-KSU,ABZ,KSU,Aberdeen,Kvernberget,GB,NO,57.2019,-2.19778,63.111801,7.82452,857.9,1,BM,ER4
ABZ-LBA,ABZ,LBA,Aberdeen,"Leeds, West Yorkshire",GB,GB,57.2019,-2.19778,53.865898,-1.66057,372.5,1,T3,J41
ABZ-LSI,ABZ,LSI,Aberdeen,"Lerwick, Shetland",GB,GB,57.2019,-2.19778,59.878899,-1.29556,302.2,1,BE,SF3 S20
ABZ-LCY,ABZ,LCY,Aberdeen,London,GB,GB,57.2019,-2.19778,51.505299,0.055278,649.9,1,BA,S20 E70
ABZ-LGW,ABZ,LGW,Aberdeen,London,GB,GB,57.2019,-2.19778,51.148744,-0.185739,685.6,1,U2,319
ABZ-LHR,ABZ,LHR,Aberdeen,London,GB,GB,57.2019,-2.19778,51.470748,-0.459909,647.1,5,"AA,BA,IB,UN,VS","320,320 319,321 320 319,333"
ABZ-LTN,ABZ,LTN,Aberdeen,"Luton, Luton",GB,GB,57.2019,-2.19778,51.874699,-0.368333,603.9,1,U2,319 320
ABZ-MAN,ABZ,MAN,Aberdeen,"Manchester, Greater Manchester",GB,GB,57.2019,-2.19778,53.349375,-2.279521,428.4,2,"BE,BM","E75 DH4,ER4"
ABZ-NCL,ABZ,NCL,Aberdeen,"Newcastle upon Tyne, Tyne and Wear",GB,GB,57.2019,-2.19778,55.037958,-1.689577,242.7,1,T3,ER4 J41 S20
ABZ-NWI,ABZ,NWI,Aberdeen,"Norwich, Norfolk",GB,GB,57.2019,-2.19778,52.6758,1.28278,550.0,2,"BM,T3","ER4 ER3,S20"
ABZ-EMA,ABZ,EMA,Aberdeen,"Nottingham, Leicestershire",GB,GB,57.2019,-2.19778,52.8311,-1.32806,489.2,1,T3,J41
ABZ-OSL,ABZ,OSL,Aberdeen,Oslo (Gardermoen),GB,NO,57.2019,-2.19778,60.193901,11.1004,835.3,2,"BM,SK","736 73W 73H,ER3"
ABZ-CDG,ABZ,CDG,Aberdeen,"Paris (Roissy-en-France, Val-d'Oise)",GB,FR,57.2019,-2.19778,49.00896,2.554117,964.1,3,"AF,AZ,BE","E70,EMJ"
ABZ-RIX,ABZ,RIX,Aberdeen,Riga,GB,LV,57.2019,-2.19778,56.920752,23.970711,1572.7,1,BT,735
ABZ-SVG,ABZ,SVG,Aberdeen,Stavanger,GB,NO,57.2019,-2.19778,58.876701,5.63778,497.0,3,"SK,T3,WF","736 73G,DH4,ER3 J41"
ABZ-SYY,ABZ,SYY,Aberdeen,"Stornoway, Western Isles",GB,GB,57.2019,-2.19778,58.215599,-6.33111,270.1,1,T3,J41
ABZ-WIC,ABZ,WIC,Aberdeen,Wick,GB,GB,57.2019,-2.19778,58.4589,-3.09306,149.5,1,T3,J41
TRE-GLA,TRE,GLA,"Balemartine, Argyll and Bute",Glasgow,GB,GB,56.499199,-6.86917,55.871899,-4.43306,166.1,1,BE,SF3 DHT
BEB-GLA,BEB,GLA,Balivanich,Glasgow,GB,GB,57.481098,-7.36278,55.871899,-4.43306,253.0,1,BE,SF3
BEB-SYY,BEB,SYY,Balivanich,"Stornoway, Western Isles",GB,GB,57.481098,-7.36278,58.215599,-6.33111,102.0,1,BE,SF3
BHD-ABZ,BHD,ABZ,Belfast,Aberdeen,GB,GB,54.618099,-5.8725,57.2019,-2.19778,367.3,1,BE,DH4
BFS-ALC,BFS,ALC,Belfast,Alicante,GB,ES,54.6575012207,-6.2158298492399995,38.2822,-0.558156,1870.2,2,"LS,U2","319,733"
BFS-AMS,BFS,AMS,Belfast,Amsterdam,GB,NL,54.6575012207,-6.2158298492399995,52.308601,4.76389,771.0,1,U2,319
BFS-KRK,BFS,KRK,Belfast,Balice,GB,PL,54.6575012207,-6.2158298492399995,50.077702,19.7848,1825.4,1,U2,319
BFS-BCN,BFS,BCN,Belfast,Barcelona,GB,ES,54.6575012207,-6.2158298492399995,41.2971,2.07846,1606.1,1,U2,319
BFS-BHX,BFS,BHX,Belfast,"Birmingham, West Midlands",GB,GB,54.6575012207,-6.2158298492399995,52.453899,-1.74803,383.5,1,U2,319
BHD-BHX,BHD,BHX,Belfast,"Birmingham, West Midlands",GB,GB,54.618099,-5.8725,52.453899,-1.74803,363.5,1,BE,DH4 E75
BFS-BRS,BFS,BRS,Belfast,Bristol,GB,GB,54.6575012207,-6.2158298492399995,51.382326,-2.716453,432.8,1,U2,319
BHD-CWL,BHD,CWL,Belfast,Cardiff,GB,GB,54.618099,-5.8725,51.396702,-3.34333,396.1,1,BE,DH4
BHD-IOM,BHD,IOM,Belfast,Castletown,GB,IM,54.618099,-5.8725,54.083081,-4.623871,100.4,1,V9,L4T
BFS-DBV,BFS,DBV,Belfast,Dubrovnik,GB,HR,54.6575012207,-6.2158298492399995,42.562247,18.265543,2227.6,1,LS,733
BFS-EDI,BFS,EDI,Belfast,Edinburgh,GB,GB,54.6575012207,-6.2158298492399995,55.950145,-3.372288,230.3,1,U2,319 320
BHD-EDI,BHD,EDI,Belfast,Edinburgh,GB,GB,54.618099,-5.8725,55.950145,-3.372288,216.8,1,BE,DH4
BHD-EXT,BHD,EXT,Belfast,"Exeter, Devon",GB,GB,54.618099,-5.8725,50.734261,-3.413984,462.5,1,BE,DH4
BFS-FAO,BFS,FAO,Belfast,Faro,GB,PT,54.6575012207,-6.2158298492399995,37.015909,-7.970939,1966.2,2,"LS,U2","319,733"
BHD-FAO,BHD,FAO,Belfast,Faro,GB,PT,54.618099,-5.8725,37.015909,-7.970939,1963.8,1,EI,320
BFS-GLA,BFS,GLA,Belfast,Glasgow,GB,GB,54.6575012207,-6.2158298492399995,55.871899,-4.43306,176.0,1,U2,319 320
BHD-GLA,BHD,GLA,Belfast,Glasgow,GB,GB,54.618099,-5.8725,55.871899,-4.43306,166.6,1,BE,DH4
BHD-INV,BHD,INV,Belfast,Inverness,GB,GB,54.618099,-5.8725,57.5425,-4.0475,344.3,1,BE,DH4
BHD-LBA,BHD,LBA,Belfast,"Leeds, West Yorkshire",GB,GB,54.618099,-5.8725,53.865898,-1.66057,286.1,1,BE,DH4
BFS-LPL,BFS,LPL,Belfast,Liverpool,GB,GB,54.6575012207,-6.2158298492399995,53.334863,-2.849637,264.6,1,U2,320 319
BFS-LGW,BFS,LGW,Belfast,London,GB,GB,54.6575012207,-6.2158298492399995,51.148744,-0.185739,561.6,1,U2,319
BHD-LGW,BHD,LGW,Belfast,London,GB,GB,54.618099,-5.8725,51.148744,-0.185739,542.3,1,EI,320 319
BHD-LHR,BHD,LHR,Belfast,London,GB,GB,54.618099,-5.8725,51.470748,-0.459909,503.1,4,"AA,BA,EI,IB",319
BFS-STN,BFS,STN,Belfast,"London, Essex",GB,GB,54.6575012207,-6.2158298492399995,51.884998,0.235,527.9,1,U2,319 320
BFS-LTN,BFS,LTN,Belfast,"Luton, Luton",GB,GB,54.6575012207,-6.2158298492399995,51.874699,-0.368333,496.7,1,U2,319 320
BFS-MAN,BFS,MAN,Belfast,"Manchester, Greater Manchester",GB,GB,54.6575012207,-6.2158298492399995,53.349375,-2.279521,295.5,1,U2,319
BHD-MAN,BHD,MAN,Belfast,"Manchester, Greater Manchester",GB,GB,54.618099,-5.8725,53.349375,-2.279521,274.0,1,BE,E75 DH4
BFS-AGP,BFS,AGP,Belfast,Málaga,GB,ES,54.6575012207,-6.2158298492399995,36.6749,-4.49911,2003.9,2,"LS,U2","319,733"
BHD-AGP,BHD,AGP,Belfast,Málaga,GB,ES,54.618099,-5.8725,36.6749,-4.49911,1997.9,1,EI,320
BFS-NCL,BFS,NCL,Belfast,"Newcastle upon Tyne, Tyne and Wear",GB,GB,54.6575012207,-6.2158298492399995,55.037958,-1.689577,292.8,1,U2,319 320
BHD-NCL,BHD,NCL,Belfast,"Newcastle upon Tyne, Tyne and Wear",GB,GB,54.618099,-5.8725,55.037958,-1.689577,271.9,1,BE,DH4
BFS-NCE,BFS,NCE,Belfast,"Nice, Alpes-Maritimes",GB,FR,54.6575012207,-6.2158298492399995,43.658401,7.21587,1559.7,1,U2,319
BHD-EMA,BHD,EMA,Belfast,"Nottingham, Leicestershire",GB,GB,54.618099,-5.8725,52.8311,-1.32806,358.9,1,BE,DH4
BFS-PMI,BFS,PMI,Belfast,Palma de Mallorca,GB,ES,54.6575012207,-6.2158298492399995,39.551701,2.73881,1807.8,3,"LS,TCX,U2","319,321,733"
BHD-PMI,BHD,PMI,Belfast,Palma de Mallorca,GB,ES,54.618099,-5.8725,39.551701,2.73881,1794.5,1,EI,320 319
BFS-CDG,BFS,CDG,Belfast,"Paris (Roissy-en-France, Val-d'Oise)",GB,FR,54.6575012207,-6.2158298492399995,49.00896,2.554117,869.2,1,U2,319
BFS-REU,BFS,REU,Belfast,Reus,GB,ES,54.6575012207,-6.2158298492399995,41.147509,1.168354,1597.8,1,LS,733
BHD-SOU,BHD,SOU,Belfast,Southampton,GB,GB,54.618099,-5.8725,50.950298,-1.3568,508.3,1,BE,DH4
BFS-MLA,BFS,MLA,Belfast,Valletta,GB,MT,54.6575012207,-6.2158298492399995,35.845932,14.491546,2625.3,1,U2,319
BHX-ABZ,BHX,ABZ,"Birmingham, West Midlands",Aberdeen,GB,GB,52.453899,-1.74803,57.2019,-2.19778,528.7,1,BE,E75 DH4
BHX-ALC,BHX,ALC,"Birmingham, West Midlands",Alicante,GB,ES,52.453899,-1.74803,38.2822,-0.558156,1578.5,4,"BE,FR,TO,ZB","321 320,738,73H,E75"
BHX-LEI,BHX,LEI,"Birmingham, West Midlands",Almería,GB,ES,52.453899,-1.74803,36.843899,-2.3701,1736.4,1,ZB,321
BHX-AMS,BHX,AMS,"Birmingham, West Midlands",Amsterdam,GB,NL,52.453899,-1.74803,52.308601,4.76389,442.1,2,"BE,KL","737 EMJ,E75 DH4"
BHX-KRK,BHX,KRK,"Birmingham, West Midlands",Balice,GB,PL,52.453899,-1.74803,50.077702,19.7848,1515.4,1,FR,738
BHX-BCN,BHX,BCN,"Birmingham, West Midlands",Barcelona,GB,ES,52.453899,-1.74803,41.2971,2.07846,1273.7,2,"FR,ZB","320 321,738"
BHX-BFS,BHX,BFS,"Birmingham, West Midlands",Belfast,GB,GB,52.453899,-1.74803,54.6575012207,-6.2158298492399995,383.5,1,U2,319
BHX-BHD,BHX,BHD,"Birmingham, West Midlands",Belfast,GB,GB,52.453899,-1.74803,54.618099,-5.8725,363.5,1,BE,DH4 E75
BHX-BTS,BHX,BTS,"Birmingham, West Midlands",Bratislava,GB,SK,52.453899,-1.74803,48.1702,17.2127,1423.1,1,FR,738
BHX-BZG,BHX,BZG,"Birmingham, West Midlands",Bydgoszcz,GB,PL,52.453899,-1.74803,53.096802,17.977699,1324.6,1,FR,738
BHX-IOM,BHX,IOM,"Birmingham, West Midlands",Castletown,GB,IM,52.453899,-1.74803,54.083081,-4.623871,263.4,1,BE,DH4
BHX-NOC,BHX,NOC,"Birmingham, West Midlands",Charlestown,GB,IE,52.453899,-1.74803,53.910439,-8.817002,497.9,1,BE,DH4
BHX-LYS,BHX,LYS,"Birmingham, West Midlands","Colombier-Saugnieu, Rhône",GB,FR,52.453899,-1.74803,45.725996,5.090139,897.8,2,"AF,BE",E75
BHX-CPH,BHX,CPH,"Birmingham, West Midlands",Copenhagen,GB,DK,52.453899,-1.74803,55.617900848389,12.656000137329,1002.0,1,SK,CR9 319 320
BHX-ORK,BHX,ORK,"Birmingham, West Midlands",Cork,GB,IE,52.453899,-1.74803,51.841301,-8.49111,464.9,1,EI,AT7
BHX-LDY,BHX,LDY,"Birmingham, West Midlands","Derry, Derry and Strabane",GB,GB,52.453899,-1.74803,55.042801,-7.16111,457.5,1,FR,738
BHX-DUB,BHX,DUB,"Birmingham, West Midlands",Dublin,GB,IE,52.453899,-1.74803,53.428713,-6.262121,321.3,2,"EI,FR","320,738"
BHX-DBV,BHX,DBV,"Birmingham, West Midlands",Dubrovnik,GB,HR,52.453899,-1.74803,42.562247,18.265543,1852.4,3,"BE,TO,ZB","321 320,73H,E75"
BHX-DUS,BHX,DUS,"Birmingham, West Midlands",Düsseldorf,GB,DE,52.453899,-1.74803,51.289501,6.76678,598.4,2,"BE,LH","CR9,E75 DH4 E95"
BHX-EDI,BHX,EDI,"Birmingham, West Midlands",Edinburgh,GB,GB,52.453899,-1.74803,55.950145,-3.372288,402.8,1,BE,DH4 E75
BHX-FAO,BHX,FAO,"Birmingham, West Midlands",Faro,GB,PT,52.453899,-1.74803,37.015909,-7.970939,1784.0,3,"FR,TO,ZB","321,738,73H 75W"
BHX-MXP,BHX,MXP,"Birmingham, West Midlands",Ferno (VA),GB,IT,52.453899,-1.74803,45.6306,8.72811,1074.4,1,BE,E75
BHX-FLR,BHX,FLR,"Birmingham, West Midlands",Firenze (FI),GB,IT,52.453899,-1.74803,43.808558,11.202822,1355.5,1,BE,E75
BHX-FRA,BHX,FRA,"Birmingham, West Midlands",Frankfurt am Main,GB,DE,52.453899,-1.74803,50.026706,8.55835,765.7,1,LH,319 733 32A 321 320
BHX-FNC,BHX,FNC,"Birmingham, West Midlands",Funchal,GB,PT,52.453899,-1.74803,32.697812,-16.774613,2506.5,2,"TO,ZB","320 321,75W"
BHX-GDN,BHX,GDN,"Birmingham, West Midlands",Gdańsk,GB,PL,52.453899,-1.74803,54.377602,18.4662,1351.8,1,FR,738
BHX-GIB,BHX,GIB,"Birmingham, West Midlands",Gibraltar,GB,GI,52.453899,-1.74803,36.151679,-5.34978,1834.7,1,ZB,320
BHX-GLA,BHX,GLA,"Birmingham, West Midlands",Glasgow,GB,GB,52.453899,-1.74803,55.871899,-4.43306,418.3,1,BE,DH4 E75
BHX-GOT,BHX,GOT,"Birmingham, West Midlands",Göteborg,GB,SE,52.453899,-1.74803,57.6628,12.2798,1061.6,1,BM,ER4
BHX-HAM,BHX,HAM,"Birmingham, West Midlands",Hamburg,GB,DE,52.453899,-1.74803,53.630402,9.98823,794.5,1,4U,CRJ
BHX-HAJ,BHX,HAJ,"Birmingham, West Midlands",Hannover,GB,DE,52.453899,-1.74803,52.461102,9.68508,773.9,1,BE,E75
BHX-HER,BHX,HER,"Birmingham, West Midlands",Heraklion,GB,GR,52.453899,-1.74803,35.339699,25.1803,2846.8,1,ZB,321 320
BHX-IBZ,BHX,IBZ,"Birmingham, West Midlands",Ibiza (Eivissa),GB,ES,52.453899,-1.74803,38.872898,1.37312,1529.1,1,FR,738
BHX-INV,BHX,INV,"Birmingham, West Midlands",Inverness,GB,GB,52.453899,-1.74803,57.5425,-4.0475,584.4,1,BE,DH4 E75
BHX-IST,BHX,IST,"Birmingham, West Midlands",Istanbul,GB,TR,52.453899,-1.74803,41.274874,28.732136,2602.3,1,TK,739 738
BHX-KTW,BHX,KTW,"Birmingham, West Midlands",Katowice,GB,PL,52.453899,-1.74803,50.476015,19.080705,1454.3,1,FR,738
BHX-KUN,BHX,KUN,"Birmingham, West Midlands",Kaunas,GB,LT,52.453899,-1.74803,54.963965,24.08582,1712.8,1,FR,738
BHX-CGN,BHX,CGN,"Birmingham, West Midlands",Köln (Cologne),GB,DE,52.453899,-1.74803,50.865898,7.14274,637.7,1,BE,DH4 E75
BHX-MAH,BHX,MAH,"Birmingham, West Midlands",Mahón (Maó),GB,ES,52.453899,-1.74803,39.862598,4.21865,1472.3,1,ZB,321
BHX-MUC,BHX,MUC,"Birmingham, West Midlands",Munich,GB,DE,52.453899,-1.74803,48.353802,11.7861,1059.8,1,LH,E95
BHX-AGP,BHX,AGP,"Birmingham, West Midlands",Málaga,GB,ES,52.453899,-1.74803,36.6749,-4.49911,1767.7,2,"FR,ZB","321,738"
BHX-NCL,BHX,NCL,"Birmingham, West Midlands","Newcastle upon Tyne, Tyne and Wear",GB,GB,52.453899,-1.74803,55.037958,-1.689577,287.4,1,T3,J32
BHX-NCE,BHX,NCE,"Birmingham, West Midlands","Nice, Alpes-Maritimes",GB,FR,52.453899,-1.74803,43.658401,7.21587,1181.4,1,ZB,320 321
BHX-PMI,BHX,PMI,"Birmingham, West Midlands",Palma de Mallorca,GB,ES,52.453899,-1.74803,39.551701,2.73881,1475.2,5,"FR,TCX,TO,TOM,ZB","320 321,738,752,75W,75W 73H"
BHX-CDG,BHX,CDG,"Birmingham, West Midlands","Paris (Roissy-en-France, Val-d'Oise)",GB,FR,52.453899,-1.74803,49.00896,2.554117,488.1,2,"AF,BE","319 320,E95"
BHX-OPO,BHX,OPO,"Birmingham, West Midlands",Porto,GB,PT,52.453899,-1.74803,41.2481002808,-8.68138980865,1351.5,1,BE,E75
BHX-REU,BHX,REU,"Birmingham, West Midlands",Reus,GB,ES,52.453899,-1.74803,41.147509,1.168354,1276.4,1,FR,738
BHX-FCO,BHX,FCO,"Birmingham, West Midlands",Rome,GB,IT,52.453899,-1.74803,41.804532,12.251998,1583.2,1,ZB,321 320
BHX-GCI,BHX,GCI,"Birmingham, West Midlands",Saint Peter Port,GB,GG,52.453899,-1.74803,49.435001,-2.60197,341.0,1,BE,DH4
BHX-SNN,BHX,SNN,"Birmingham, West Midlands",Shannon,GB,IE,52.453899,-1.74803,52.702,-8.92482,485.5,1,EI,AT4 AT7
BHX-SPU,BHX,SPU,"Birmingham, West Midlands",Split,GB,HR,52.453899,-1.74803,43.538898,16.298,1661.4,1,ZB,320
BHX-JER,BHX,JER,"Birmingham, West Midlands",St. Peter,GB,JE,52.453899,-1.74803,49.207901,-2.19551,362.3,1,BE,DH4 E75
BHX-ARN,BHX,ARN,"Birmingham, West Midlands",Stockholm,GB,SE,52.453899,-1.74803,59.64849,17.928829,1451.9,1,SK,717
BHX-STR,BHX,STR,"Birmingham, West Midlands",Stuttgart,GB,DE,52.453899,-1.74803,48.689899,9.22196,879.3,1,BE,E75 DH4
BHX-MLA,BHX,MLA,"Birmingham, West Midlands",Valletta,GB,MT,52.453899,-1.74803,35.845932,14.491546,2244.7,2,"FR,KM","320 319,738"
BHX-VCE,BHX,VCE,"Birmingham, West Midlands",Venezia (VE),GB,IT,52.453899,-1.74803,45.505299,12.3519,1283.1,1,ZB,320 321
BHX-BRU,BHX,BRU,"Birmingham, West Midlands",Zaventem,GB,BE,52.453899,-1.74803,50.901402,4.48444,462.9,2,"SN,UA","DH4,DH4 AR1"
BHX-ZRH,BHX,ZRH,"Birmingham, West Midlands",Zurich,GB,CH,52.453899,-1.74803,47.458056,8.548056,921.1,1,LX,100 AR1
BOH-ALC,BOH,ALC,Bournemouth,Alicante,GB,ES,50.780483,-1.839576,38.2822,-0.558156,1393.4,1,FR,738
BOH-CCF,BOH,CCF,Bournemouth,Carcassonne,GB,FR,50.780483,-1.839576,43.216,2.30632,897.6,1,FR,738
BOH-DUB,BOH,DUB,Bournemouth,Dublin,GB,IE,50.780483,-1.839576,53.428713,-6.262121,421.7,1,EI,AT4
BOH-FAO,BOH,FAO,Bournemouth,Faro,GB,PT,50.780483,-1.839576,37.015909,-7.970939,1606.1,1,FR,738
BOH-GRO,BOH,GRO,Bournemouth,Girona,GB,ES,50.780483,-1.839576,41.904639,2.761774,1047.7,1,FR,738
BOH-IBZ,BOH,IBZ,Bournemouth,Ibiza (Eivissa),GB,ES,50.780483,-1.839576,38.872898,1.37312,1347.7,1,FR,738
BOH-AGP,BOH,AGP,Bournemouth,Málaga,GB,ES,50.780483,-1.839576,36.6749,-4.49911,1582.7,1,FR,738
BOH-PMI,BOH,PMI,Bournemouth,Palma de Mallorca,GB,ES,50.780483,-1.839576,39.551701,2.73881,1298.5,2,"FR,TO","738,73H"
BOH-PSA,BOH,PSA,Bournemouth,Pisa (PI),GB,IT,50.780483,-1.839576,43.683899,10.3927,1212.0,1,FR,738
