airline_iata,airline_id,origin_iata,origin_airport_id,destination_iata,destination_airport_id,codeshare,stops,equipment,origin_name,origin_city,origin_country,origin_latitude,origin_longitude,destination_name,destination_city,destination_country,destination_latitude,destination_longitude,air_distance_km,route_pair
HV,5039.0,SKG,1486.0,AMS,580.0,,0,73H,Thessaloniki Macedonia International Airport,Thessaloniki,GR,40.51928,22.970009,Amsterdam Airport Schiphol,Amsterdam,NL,52.308601,4.76389,1904.8,SKG-AMS
HV,5039.0,SPU,1206.0,RTM,591.0,,0,73W,Split Saint Jerome Airport,Split,HR,43.538898,16.298,Rotterdam The Hague Airport,Rotterdam,NL,51.956902,4.43722,1286.3,SPU-RTM
HV,5039.0,SUF,1508.0,CTA,1509.0,,0,73H,Lamezia Terme Sant'Eufemia International Airport,Lamezia Terme (CZ),IT,38.906214,16.246007,Catania-Fontanarossa Airport,Catania,IT,37.466801,15.0664,190.4,SUF-CTA
HV,5039.0,SVQ,1253.0,AMS,580.0,,0,73H,Seville Airport,Seville,ES,37.417999,-5.89311,Amsterdam Airport Schiphol,Amsterdam,NL,52.308601,4.76389,1852.1,SVQ-AMS
HV,5039.0,SVQ,1253.0,LEI,1213.0,,0,73H,Seville Airport,Seville,ES,37.417999,-5.89311,Almería Airport,Almería,ES,36.843899,-2.3701,318.8,SVQ-LEI
HV,5039.0,TLN,1438.0,RTM,591.0,,0,73W 73H,Toulon-Hyères Airport,"Hyères, Var",FR,43.097301,6.14603,Rotterdam The Hague Airport,Rotterdam,NL,51.956902,4.43722,993.4,TLN-RTM
HV,5039.0,TRN,1526.0,AMS,580.0,,0,73H 73W,Turin Airport,Caselle Torinese (TO),IT,45.200802,7.64963,Amsterdam Airport Schiphol,Amsterdam,NL,52.308601,4.76389,818.0,TRN-AMS
HV,5039.0,VCE,1551.0,AMS,580.0,,0,73H 73W,Venice Marco Polo Airport,Venezia (VE),IT,45.505299,12.3519,Amsterdam Airport Schiphol,Amsterdam,NL,52.308601,4.76389,936.9,VCE-AMS
HV,5039.0,VCE,1551.0,EIN,585.0,,0,73W,Venice Marco Polo Airport,Venezia (VE),IT,45.505299,12.3519,Eindhoven Airport,Eindhoven,NL,51.4500999451,5.37452983856,836.8,VCE-EIN
HV,5039.0,VIE,1613.0,RTM,591.0,,0,73W,Vienna International Airport,Vienna,AT,48.110298,16.5697,Rotterdam The Hague Airport,Rotterdam,NL,51.956902,4.43722,964.7,VIE-RTM
HV,5039.0,VLC,1246.0,AMS,580.0,,0,73H 73W,Valencia Airport,Valencia,ES,39.489162,-0.480961,Amsterdam Airport Schiphol,Amsterdam,NL,52.308601,4.76389,1481.1,VLC-AMS
HV,5039.0,VLC,1246.0,EIN,585.0,,0,73H 73W,Valencia Airport,Valencia,ES,39.489162,-0.480961,Eindhoven Airport,Eindhoven,NL,51.4500999451,5.37452983856,1405.1,VLC-EIN
HV,5039.0,VLC,1246.0,RTM,591.0,,0,73H 73W,Valencia Airport,Valencia,ES,39.489162,-0.480961,Rotterdam The Hague Airport,Rotterdam,NL,51.956902,4.43722,1437.1,VLC-RTM
HV,5039.0,VOL,1448.0,AMS,580.0,,0,73H,Nea Anchialos National Airport,Nea Anchialos,GR,39.219601,22.7943,Amsterdam Airport Schiphol,Amsterdam,NL,52.308601,4.76389,2007.6,VOL-AMS
HV,5039.0,VRN,1550.0,AMS,580.0,,0,73H,Verona Villafranca Valerio Catullo Airport,Caselle (VR),IT,45.394955,10.887303,Amsterdam Airport Schiphol,Amsterdam,NL,52.308601,4.76389,889.1,VRN-AMS
HV,5039.0,ZTH,1488.0,AMS,580.0,,0,73H,Zakynthos International Airport Dionysios Solomos,Zakynthos,GR,37.7509,20.8843,Amsterdam Airport Schiphol,Amsterdam,NL,52.308601,4.76389,2045.8,ZTH-AMS
I9,116.0,LIN,1529.0,NAP,1561.0,Y,0,M80 737,Milano Linate Airport,Segrate (MI),IT,45.445099,9.27674,Naples International Airport,Napoli,IT,40.886002,14.2908,649.6,LIN-NAP
I9,116.0,NAP,1561.0,LIN,1529.0,Y,0,737 M80,Naples International Airport,Napoli,IT,40.886002,14.2908,Milano Linate Airport,Segrate (MI),IT,45.445099,9.27674,649.6,NAP-LIN
IB,2822.0,AAL,628.0,BCN,1218.0,Y,0,320,Aalborg Airport,Aalborg,DK,57.094763,9.84993,Josep Tarradellas Barcelona-El Prat Airport,Barcelona,ES,41.2971,2.07846,1842.3,AAL-BCN
IB,2822.0,ABZ,532.0,LHR,507.0,Y,0,320 319,Aberdeen International Airport,Aberdeen,GB,57.2019,-2.19778,London Heathrow Airport,London,GB,51.470748,-0.459909,647.1,ABZ-LHR
IB,2822.0,AGP,1230.0,AMS,580.0,Y,0,320,Málaga-Costa del Sol Airport,Málaga,ES,36.6749,-4.49911,Amsterdam Airport Schiphol,Amsterdam,NL,52.308601,4.76389,1883.7,AGP-AMS
IB,2822.0,AGP,1230.0,BCN,1218.0,Y,0,320,Málaga-Costa del Sol Airport,Málaga,ES,36.6749,-4.49911,Josep Tarradellas Barcelona-El Prat Airport,Barcelona,ES,41.2971,2.07846,766.0,AGP-BCN
IB,2822.0,AGP,1230.0,BIO,1216.0,Y,0,320,Málaga-Costa del Sol Airport,Málaga,ES,36.6749,-4.49911,Bilbao Airport,Bilbao,ES,43.301102,-2.91061,749.1,AGP-BIO
IB,2822.0,AGP,1230.0,BRU,302.0,Y,0,320,Málaga-Costa del Sol Airport,Málaga,ES,36.6749,-4.49911,Brussels Airport,Zaventem,BE,50.901402,4.48444,1735.5,AGP-BRU
IB,2822.0,AGP,1230.0,CPH,609.0,Y,0,320,Málaga-Costa del Sol Airport,Málaga,ES,36.6749,-4.49911,Copenhagen Kastrup Airport,Copenhagen,DK,55.617900848389,12.656000137329,2471.5,AGP-CPH
IB,2822.0,AGP,1230.0,CWL,488.0,Y,0,320,Málaga-Costa del Sol Airport,Málaga,ES,36.6749,-4.49911,Cardiff International Airport,Cardiff,GB,51.396702,-3.34333,1639.5,AGP-CWL
IB,2822.0,AGP,1230.0,DME,4029.0,Y,0,320,Málaga-Costa del Sol Airport,Málaga,ES,36.6749,-4.49911,Domodedovo International Airport,Moscow,RU,55.408798,37.9063,3793.5,AGP-DME
IB,2822.0,AGP,1230.0,FCO,1555.0,Y,0,320,Málaga-Costa del Sol Airport,Málaga,ES,36.6749,-4.49911,Rome–Fiumicino Leonardo da Vinci International Airport,Rome,IT,41.804532,12.251998,1548.0,AGP-FCO
IB,2822.0,AGP,1230.0,HAJ,352.0,Y,0,320,Málaga-Costa del Sol Airport,Málaga,ES,36.6749,-4.49911,Hannover Airport,Hannover,DE,52.461102,9.68508,2075.9,AGP-HAJ
IB,2822.0,AGP,1230.0,HAM,342.0,Y,0,320,Málaga-Costa del Sol Airport,Málaga,ES,36.6749,-4.49911,Hamburg Helmut Schmidt Airport,Hamburg,DE,53.630402,9.98823,2191.7,AGP-HAM
IB,2822.0,AGP,1230.0,LCY,503.0,Y,0,E90,Málaga-Costa del Sol Airport,Málaga,ES,36.6749,-4.49911,London City Airport,London,GB,51.505299,0.055278,1687.9,AGP-LCY
IB,2822.0,AGP,1230.0,LGW,502.0,Y,0,319 734 320,Málaga-Costa del Sol Airport,Málaga,ES,36.6749,-4.49911,London Gatwick Airport,London,GB,51.148744,-0.185739,1645.4,AGP-LGW
IB,2822.0,AGP,1230.0,LYS,1335.0,,0,320,Málaga-Costa del Sol Airport,Málaga,ES,36.6749,-4.49911,Lyon Saint-Exupéry Airport,"Colombier-Saugnieu, Rhône",FR,45.725996,5.090139,1285.1,AGP-LYS
IB,2822.0,AGP,1230.0,MAD,1229.0,Y,0,32S,Málaga-Costa del Sol Airport,Málaga,ES,36.6749,-4.49911,Adolfo Suárez Madrid–Barajas Airport,Madrid,ES,40.493407,-3.572249,432.2,AGP-MAD
IB,2822.0,AGP,1230.0,MUC,346.0,Y,0,320,Málaga-Costa del Sol Airport,Málaga,ES,36.6749,-4.49911,Munich Airport,Munich,DE,48.353802,11.7861,1854.9,AGP-MUC
IB,2822.0,AGP,1230.0,NTE,1418.0,Y,0,320,Málaga-Costa del Sol Airport,Málaga,ES,36.6749,-4.49911,Nantes Atlantique Airport,Nantes,FR,47.153198,-1.61073,1189.2,AGP-NTE
IB,2822.0,AGP,1230.0,ORY,1386.0,Y,0,320,Málaga-Costa del Sol Airport,Málaga,ES,36.6749,-4.49911,Paris-Orly Airport,"Paris (Orly, Val-de-Marne)",FR,48.729499,2.358963,1451.4,AGP-ORY
IB,2822.0,AGP,1230.0,OVD,1214.0,Y,0,320,Málaga-Costa del Sol Airport,Málaga,ES,36.6749,-4.49911,Asturias Airport,Ranón,ES,43.563599,-6.03462,777.0,AGP-OVD
IB,2822.0,AGP,1230.0,PMI,3998.0,,0,320,Málaga-Costa del Sol Airport,Málaga,ES,36.6749,-4.49911,Palma de Mallorca Airport,Palma de Mallorca,ES,39.551701,2.73881,709.1,AGP-PMI
IB,2822.0,AGP,1230.0,SCQ,1243.0,Y,0,320,Málaga-Costa del Sol Airport,Málaga,ES,36.6749,-4.49911,Santiago-Rosalía de Castro Airport,Santiago de Compostela,ES,42.896301,-8.41514,768.2,AGP-SCQ
IB,2822.0,AGP,1230.0,TLS,1273.0,Y,0,320,Málaga-Costa del Sol Airport,Málaga,ES,36.6749,-4.49911,Toulouse-Blagnac Airport,Toulouse/Blagnac,FR,43.629101,1.36382,919.3,AGP-TLS
IB,2822.0,AGP,1230.0,VLC,1246.0,Y,0,AT7,Málaga-Costa del Sol Airport,Málaga,ES,36.6749,-4.49911,Valencia Airport,Valencia,ES,39.489162,-0.480961,470.7,AGP-VLC
IB,2822.0,ALC,1212.0,AMS,580.0,Y,0,320,Alicante-Elche Miguel Hernández Airport,Alicante,ES,38.2822,-0.558156,Amsterdam Airport Schiphol,Amsterdam,NL,52.308601,4.76389,1613.2,ALC-AMS
IB,2822.0,ALC,1212.0,BCN,1218.0,Y,0,320,Alicante-Elche Miguel Hernández Airport,Alicante,ES,38.2822,-0.558156,Josep Tarradellas Barcelona-El Prat Airport,Barcelona,ES,41.2971,2.07846,403.9,ALC-BCN
IB,2822.0,ALC,1212.0,BIO,1216.0,Y,0,CR9 CR2,Alicante-Elche Miguel Hernández Airport,Alicante,ES,38.2822,-0.558156,Bilbao Airport,Bilbao,ES,43.301102,-2.91061,592.1,ALC-BIO
IB,2822.0,ALC,1212.0,BRU,302.0,Y,0,320,Alicante-Elche Miguel Hernández Airport,Alicante,ES,38.2822,-0.558156,Brussels Airport,Zaventem,BE,50.901402,4.48444,1458.0,ALC-BRU
IB,2822.0,ALC,1212.0,CPH,609.0,Y,0,320,Alicante-Elche Miguel Hernández Airport,Alicante,ES,38.2822,-0.558156,Copenhagen Kastrup Airport,Copenhagen,DK,55.617900848389,12.656000137329,2164.5,ALC-CPH
IB,2822.0,ALC,1212.0,CWL,488.0,Y,0,320,Alicante-Elche Miguel Hernández Airport,Alicante,ES,38.2822,-0.558156,Cardiff International Airport,Cardiff,GB,51.396702,-3.34333,1474.4,ALC-CWL
IB,2822.0,ALC,1212.0,DME,4029.0,Y,0,320,Alicante-Elche Miguel Hernández Airport,Alicante,ES,38.2822,-0.558156,Domodedovo International Airport,Moscow,RU,55.408798,37.9063,3424.9,ALC-DME
IB,2822.0,ALC,1212.0,FCO,1555.0,,0,320,Alicante-Elche Miguel Hernández Airport,Alicante,ES,38.2822,-0.558156,Rome–Fiumicino Leonardo da Vinci International Airport,Rome,IT,41.804532,12.251998,1157.3,ALC-FCO
IB,2822.0,ALC,1212.0,IBZ,1225.0,Y,0,CR9 AT7 CR2,Alicante-Elche Miguel Hernández Airport,Alicante,ES,38.2822,-0.558156,Ibiza Airport,Ibiza (Eivissa),ES,38.872898,1.37312,180.3,ALC-IBZ
IB,2822.0,ALC,1212.0,LGW,502.0,Y,0,319 734,Alicante-Elche Miguel Hernández Airport,Alicante,ES,38.2822,-0.558156,London Gatwick Airport,London,GB,51.148744,-0.185739,1431.0,ALC-LGW
IB,2822.0,ALC,1212.0,MAD,1229.0,Y,0,32S,Alicante-Elche Miguel Hernández Airport,Alicante,ES,38.2822,-0.558156,Adolfo Suárez Madrid–Barajas Airport,Madrid,ES,40.493407,-3.572249,357.1,ALC-MAD
IB,2822.0,ALC,1212.0,ORY,1386.0,Y,0,320,Alicante-Elche Miguel Hernández Airport,Alicante,ES,38.2822,-0.558156,Paris-Orly Airport,"Paris (Orly, Val-de-Marne)",FR,48.729499,2.358963,1185.0,ALC-ORY
IB,2822.0,ALC,1212.0,PMI,3998.0,Y,0,320,Alicante-Elche Miguel Hernández Airport,Alicante,ES,38.2822,-0.558156,Palma de Mallorca Airport,Palma de Mallorca,ES,39.551701,2.73881,318.2,ALC-PMI
IB,2822.0,AMS,580.0,AGP,1230.0,Y,0,320,Amsterdam Airport Schiphol,Amsterdam,NL,52.308601,4.76389,Málaga-Costa del Sol Airport,Málaga,ES,36.6749,-4.49911,1883.7,AMS-AGP
IB,2822.0,AMS,580.0,ALC,1212.0,Y,0,320,Amsterdam Airport Schiphol,Amsterdam,NL,52.308601,4.76389,Alicante-Elche Miguel Hernández Airport,Alicante,ES,38.2822,-0.558156,1613.2,AMS-ALC
IB,2822.0,AMS,580.0,BCN,1218.0,Y,0,320,Amsterdam Airport Schiphol,Amsterdam,NL,52.308601,4.76389,Josep Tarradellas Barcelona-El Prat Airport,Barcelona,ES,41.2971,2.07846,1241.1,AMS-BCN
IB,2822.0,AMS,580.0,BIO,1216.0,Y,0,320,Amsterdam Airport Schiphol,Amsterdam,NL,52.308601,4.76389,Bilbao Airport,Bilbao,ES,43.301102,-2.91061,1152.5,AMS-BIO
IB,2822.0,AMS,580.0,IBZ,1225.0,Y,0,320,Amsterdam Airport Schiphol,Amsterdam,NL,52.308601,4.76389,Ibiza Airport,Ibiza (Eivissa),ES,38.872898,1.37312,1516.7,AMS-IBZ
IB,2822.0,AMS,580.0,PMI,3998.0,Y,0,320,Amsterdam Airport Schiphol,Amsterdam,NL,52.308601,4.76389,Palma de Mallorca Airport,Palma de Mallorca,ES,39.551701,2.73881,1427.0,AMS-PMI
IB,2822.0,AMS,580.0,SVQ,1253.0,Y,0,320,Amsterdam Airport Schiphol,Amsterdam,NL,52.308601,4.76389,Seville Airport,Seville,ES,37.417999,-5.89311,1852.1,AMS-SVQ
IB,2822.0,AMS,580.0,VLC,1246.0,Y,0,320,Amsterdam Airport Schiphol,Amsterdam,NL,52.308601,4.76389,Valencia Airport,Valencia,ES,39.489162,-0.480961,1481.1,AMS-VLC
IB,2822.0,ARN,737.0,BCN,1218.0,Y,0,320,Stockholm-Arlanda Airport,Stockholm,SE,59.64849,17.928829,Josep Tarradellas Barcelona-El Prat Airport,Barcelona,ES,41.2971,2.07846,2314.9,ARN-BCN
IB,2822.0,ARN,737.0,LHR,507.0,Y,0,320 321 319,Stockholm-Arlanda Airport,Stockholm,SE,59.64849,17.928829,London Heathrow Airport,London,GB,51.470748,-0.459909,1462.7,ARN-LHR
IB,2822.0,ARN,737.0,MAD,1229.0,Y,0,32S,Stockholm-Arlanda Airport,Stockholm,SE,59.64849,17.928829,Adolfo Suárez Madrid–Barajas Airport,Madrid,ES,40.493407,-3.572249,2599.7,ARN-MAD
IB,2822.0,ATH,3941.0,BCN,1218.0,Y,0,320,Athens Eleftherios Venizelos International Airport,Spata-Artemida,GR,37.936401,23.9445,Josep Tarradellas Barcelona-El Prat Airport,Barcelona,ES,41.2971,2.07846,1904.5,ATH-BCN
IB,2822.0,BCN,1218.0,AAL,628.0,Y,0,320,Josep Tarradellas Barcelona-El Prat Airport,Barcelona,ES,41.2971,2.07846,Aalborg Airport,Aalborg,DK,57.094763,9.84993,1842.3,BCN-AAL
IB,2822.0,BCN,1218.0,AGP,1230.0,Y,0,320,Josep Tarradellas Barcelona-El Prat Airport,Barcelona,ES,41.2971,2.07846,Málaga-Costa del Sol Airport,Málaga,ES,36.6749,-4.49911,766.0,BCN-AGP
IB,2822.0,BCN,1218.0,ALC,1212.0,Y,0,320,Josep Tarradellas Barcelona-El Prat Airport,Barcelona,ES,41.2971,2.07846,Alicante-Elche Miguel Hernández Airport,Alicante,ES,38.2822,-0.558156,403.9,BCN-ALC
IB,2822.0,BCN,1218.0,AMS,580.0,Y,0,320,Josep Tarradellas Barcelona-El Prat Airport,Barcelona,ES,41.2971,2.07846,Amsterdam Airport Schiphol,Amsterdam,NL,52.308601,4.76389,1241.1,BCN-AMS
IB,2822.0,BCN,1218.0,ARN,737.0,Y,0,320,Josep Tarradellas Barcelona-El Prat Airport,Barcelona,ES,41.2971,2.07846,Stockholm-Arlanda Airport,Stockholm,SE,59.64849,17.928829,2314.9,BCN-ARN
IB,2822.0,BCN,1218.0,ATH,3941.0,Y,0,320,Josep Tarradellas Barcelona-El Prat Airport,Barcelona,ES,41.2971,2.07846,Athens Eleftherios Venizelos International Airport,Spata-Artemida,GR,37.936401,23.9445,1904.5,BCN-ATH
IB,2822.0,BCN,1218.0,BES,1403.0,Y,0,320,Josep Tarradellas Barcelona-El Prat Airport,Barcelona,ES,41.2971,2.07846,Brest Bretagne airport,Brest,FR,48.447899,-4.41854,944.9,BCN-BES
IB,2822.0,BCN,1218.0,BGO,636.0,Y,0,320,Josep Tarradellas Barcelona-El Prat Airport,Barcelona,ES,41.2971,2.07846,"Bergen Airport, Flesland",Bergen,NO,60.2934,5.21814,2123.2,BCN-BGO
IB,2822.0,BCN,1218.0,BIO,1216.0,Y,0,320,Josep Tarradellas Barcelona-El Prat Airport,Barcelona,ES,41.2971,2.07846,Bilbao Airport,Bilbao,ES,43.301102,-2.91061,466.8,BCN-BIO
IB,2822.0,BCN,1218.0,BLQ,1538.0,Y,0,320,Josep Tarradellas Barcelona-El Prat Airport,Barcelona,ES,41.2971,2.07846,Bologna Guglielmo Marconi Airport,Bologna,IT,44.5354,11.2887,831.3,BCN-BLQ
IB,2822.0,BCN,1218.0,BOD,1264.0,Y,0,320,Josep Tarradellas Barcelona-El Prat Airport,Barcelona,ES,41.2971,2.07846,Bordeaux–Mérignac Airport,Bordeaux,FR,44.82865,-0.715356,453.5,BCN-BOD
IB,2822.0,BCN,1218.0,BRI,1501.0,Y,0,320,Josep Tarradellas Barcelona-El Prat Airport,Barcelona,ES,41.2971,2.07846,Bari Karol Wojtyła International Airport,Bari,IT,41.138901,16.760599,1226.7,BCN-BRI
IB,2822.0,BCN,1218.0,BRU,302.0,Y,0,320,Josep Tarradellas Barcelona-El Prat Airport,Barcelona,ES,41.2971,2.07846,Brussels Airport,Zaventem,BE,50.901402,4.48444,1083.8,BCN-BRU
IB,2822.0,BCN,1218.0,CDG,1382.0,,0,320,Josep Tarradellas Barcelona-El Prat Airport,Barcelona,ES,41.2971,2.07846,Charles de Gaulle International Airport,"Paris (Roissy-en-France, Val-d'Oise)",FR,49.00896,2.554117,858.3,BCN-CDG
IB,2822.0,BCN,1218.0,CPH,609.0,Y,0,320,Josep Tarradellas Barcelona-El Prat Airport,Barcelona,ES,41.2971,2.07846,Copenhagen Kastrup Airport,Copenhagen,DK,55.617900848389,12.656000137329,1768.6,BCN-CPH
IB,2822.0,BCN,1218.0,CTA,1509.0,,0,320,Josep Tarradellas Barcelona-El Prat Airport,Barcelona,ES,41.2971,2.07846,Catania-Fontanarossa Airport,Catania,IT,37.466801,15.0664,1193.3,BCN-CTA
IB,2822.0,BCN,1218.0,CWL,488.0,Y,0,320,Josep Tarradellas Barcelona-El Prat Airport,Barcelona,ES,41.2971,2.07846,Cardiff International Airport,Cardiff,GB,51.396702,-3.34333,1196.8,BCN-CWL
IB,2822.0,BCN,1218.0,DBV,1200.0,Y,0,320,Josep Tarradellas Barcelona-El Prat Airport,Barcelona,ES,41.2971,2.07846,Dubrovnik Ruđer Bošković Airport,Dubrovnik,HR,42.562247,18.265543,1344.4,BCN-DBV
IB,2822.0,BCN,1218.0,DME,4029.0,Y,0,320,Josep Tarradellas Barcelona-El Prat Airport,Barcelona,ES,41.2971,2.07846,Domodedovo International Airport,Moscow,RU,55.408798,37.9063,3028.7,BCN-DME
IB,2822.0,BCN,1218.0,DRS,338.0,Y,0,320,Josep Tarradellas Barcelona-El Prat Airport,Barcelona,ES,41.2971,2.07846,Dresden Airport,Dresden,DE,51.134123,13.767831,1412.6,BCN-DRS
IB,2822.0,BCN,1218.0,DTM,373.0,,0,320,Josep Tarradellas Barcelona-El Prat Airport,Barcelona,ES,41.2971,2.07846,Dortmund Airport,Dortmund,DE,51.518299,7.61224,1212.3,BCN-DTM
IB,2822.0,BCN,1218.0,DUS,345.0,Y,0,320 738 321,Josep Tarradellas Barcelona-El Prat Airport,Barcelona,ES,41.2971,2.07846,Düsseldorf Airport,Düsseldorf,DE,51.289501,6.76678,1167.4,BCN-DUS
IB,2822.0,BCN,1218.0,EAS,1242.0,Y,0,320 319,Josep Tarradellas Barcelona-El Prat Airport,Barcelona,ES,41.2971,2.07846,San Sebastián Airport,Hondarribia,ES,43.356499,-1.79061,391.9,BCN-EAS
IB,2822.0,BCN,1218.0,EDI,535.0,Y,0,320,Josep Tarradellas Barcelona-El Prat Airport,Barcelona,ES,41.2971,2.07846,Edinburgh Airport,Edinburgh,GB,55.950145,-3.372288,1676.6,BCN-EDI
IB,2822.0,BCN,1218.0,FCO,1555.0,Y,0,320,Josep Tarradellas Barcelona-El Prat Airport,Barcelona,ES,41.2971,2.07846,Rome–Fiumicino Leonardo da Vinci International Airport,Rome,IT,41.804532,12.251998,848.0,BCN-FCO
IB,2822.0,BCN,1218.0,FLR,1563.0,Y,0,320,Josep Tarradellas Barcelona-El Prat Airport,Barcelona,ES,41.2971,2.07846,"Florence Airport, Peretola",Firenze (FI),IT,43.808558,11.202822,797.3,BCN-FLR
IB,2822.0,BCN,1218.0,FRA,340.0,Y,0,320,Josep Tarradellas Barcelona-El Prat Airport,Barcelona,ES,41.2971,2.07846,Frankfurt Main Airport,Frankfurt am Main,DE,50.026706,8.55835,1092.5,BCN-FRA
IB,2822.0,BCN,1218.0,GOA,1528.0,Y,0,320,Josep Tarradellas Barcelona-El Prat Airport,Barcelona,ES,41.2971,2.07846,Genoa Cristoforo Colombo Airport,Genova (GE),IT,44.412039,8.840732,650.7,BCN-GOA
IB,2822.0,BCN,1218.0,GOT,687.0,Y,0,320,Josep Tarradellas Barcelona-El Prat Airport,Barcelona,ES,41.2971,2.07846,Göteborg Landvetter Airport,Göteborg,SE,57.6628,12.2798,1958.3,BCN-GOT
IB,2822.0,BCN,1218.0,GRX,1223.0,Y,0,320,Josep Tarradellas Barcelona-El Prat Airport,Barcelona,ES,41.2971,2.07846,F.G.L. Airport Granada-Jaén Airport,Granada,ES,37.188702,-3.77736,680.1,BCN-GRX
IB,2822.0,BCN,1218.0,HAJ,352.0,Y,0,320,Josep Tarradellas Barcelona-El Prat Airport,Barcelona,ES,41.2971,2.07846,Hannover Airport,Hannover,DE,52.461102,9.68508,1367.6,BCN-HAJ
IB,2822.0,BCN,1218.0,HAM,342.0,Y,0,320,Josep Tarradellas Barcelona-El Prat Airport,Barcelona,ES,41.2971,2.07846,Hamburg Helmut Schmidt Airport,Hamburg,DE,53.630402,9.98823,1492.6,BCN-HAM
IB,2822.0,BCN,1218.0,HEL,421.0,Y,0,321 320,Josep Tarradellas Barcelona-El Prat Airport,Barcelona,ES,41.2971,2.07846,Helsinki Vantaa Airport,Helsinki (Vantaa),FI,60.318363,24.963341,2628.1,BCN-HEL
IB,2822.0,BCN,1218.0,IBZ,1225.0,Y,0,320,Josep Tarradellas Barcelona-El Prat Airport,Barcelona,ES,41.2971,2.07846,Ibiza Airport,Ibiza (Eivissa),ES,38.872898,1.37312,276.2,BCN-IBZ
IB,2822.0,BCN,1218.0,LCG,1220.0,,0,320,Josep Tarradellas Barcelona-El Prat Airport,Barcelona,ES,41.2971,2.07846,A Coruña Airport,Culleredo,ES,43.302101,-8.37726,887.7,BCN-LCG
IB,2822.0,BCN,1218.0,LED,2948.0,Y,0,320,Josep Tarradellas Barcelona-El Prat Airport,Barcelona,ES,41.2971,2.07846,Pulkovo Airport,St. Petersburg,RU,59.800301,30.262501,2821.9,BCN-LED
IB,2822.0,BCN,1218.0,LEI,1213.0,Y,0,320,Josep Tarradellas Barcelona-El Prat Airport,Barcelona,ES,41.2971,2.07846,Almería Airport,Almería,ES,36.843899,-2.3701,626.4,BCN-LEI
IB,2822.0,BCN,1218.0,LEJ,348.0,Y,0,319 320,Josep Tarradellas Barcelona-El Prat Airport,Barcelona,ES,41.2971,2.07846,Leipzig/Halle Airport,Schkeuditz,DE,51.420657,12.232705,1366.3,BCN-LEJ
IB,2822.0,BCN,1218.0,LEN,6756.0,Y,0,CR2,Josep Tarradellas Barcelona-El Prat Airport,Barcelona,ES,41.2971,2.07846,León Airport,La Virgen del Camino,ES,42.590709,-5.653406,655.2,BCN-LEN
IB,2822.0,BCN,1218.0,LGW,502.0,Y,0,320 319 734,Josep Tarradellas Barcelona-El Prat Airport,Barcelona,ES,41.2971,2.07846,London Gatwick Airport,London,GB,51.148744,-0.185739,1109.1,BCN-LGW
IB,2822.0,BCN,1218.0,LHR,507.0,Y,0,320 319 321,Josep Tarradellas Barcelona-El Prat Airport,Barcelona,ES,41.2971,2.07846,London Heathrow Airport,London,GB,51.470748,-0.459909,1147.7,BCN-LHR
IB,2822.0,BCN,1218.0,LIL,1399.0,,0,320,Josep Tarradellas Barcelona-El Prat Airport,Barcelona,ES,41.2971,2.07846,Lille Airport,Lesquin,FR,50.566564,3.102429,1033.7,BCN-LIL
IB,2822.0,BCN,1218.0,LIS,1638.0,Y,0,320,Josep Tarradellas Barcelona-El Prat Airport,Barcelona,ES,41.2971,2.07846,Lisbon Humberto Delgado Airport,Lisbon,PT,38.7813,-9.13592,994.0,BCN-LIS
IB,2822.0,BCN,1218.0,LUX,629.0,Y,0,320,Josep Tarradellas Barcelona-El Prat Airport,Barcelona,ES,41.2971,2.07846,Luxembourg-Findel International Airport,Luxembourg,LU,49.626845,6.212134,980.3,BCN-LUX
IB,2822.0,BCN,1218.0,LYS,1335.0,Y,0,320,Josep Tarradellas Barcelona-El Prat Airport,Barcelona,ES,41.2971,2.07846,Lyon Saint-Exupéry Airport,"Colombier-Saugnieu, Rhône",FR,45.725996,5.090139,549.0,BCN-LYS
IB,2822.0,BCN,1218.0,MAD,1229.0,,0,321 319 320,Josep Tarradellas Barcelona-El Prat Airport,Barcelona,ES,41.2971,2.07846,Adolfo Suárez Madrid–Barajas Airport,Madrid,ES,40.493407,-3.572249,483.2,BCN-MAD
IB,2822.0,BCN,1218.0,MAH,1231.0,Y,0,320,Josep Tarradellas Barcelona-El Prat Airport,Barcelona,ES,41.2971,2.07846,Menorca Airport,Mahón (Maó),ES,39.862598,4.21865,241.0,BCN-MAH
IB,2822.0,BCN,1218.0,MLA,1606.0,Y,0,320,Josep Tarradellas Barcelona-El Prat Airport,Barcelona,ES,41.2971,2.07846,Malta International Airport,Valletta,MT,35.845932,14.491546,1236.0,BCN-MLA
IB,2822.0,BCN,1218.0,MRS,1353.0,Y,0,320,Josep Tarradellas Barcelona-El Prat Airport,Barcelona,ES,41.2971,2.07846,Marseille Provence Airport,"Marignane, Bouches-du-Rhône",FR,43.438088,5.2125,350.6,BCN-MRS
IB,2822.0,BCN,1218.0,MUC,346.0,Y,0,320,Josep Tarradellas Barcelona-El Prat Airport,Barcelona,ES,41.2971,2.07846,Munich Airport,Munich,DE,48.353802,11.7861,1094.6,BCN-MUC
IB,2822.0,BCN,1218.0,MXP,1524.0,Y,0,320,Josep Tarradellas Barcelona-El Prat Airport,Barcelona,ES,41.2971,2.07846,Milan Malpensa International Airport,Ferno (VA),IT,45.6306,8.72811,720.8,BCN-MXP
