airline_iata,airline_id,origin_iata,origin_airport_id,destination_iata,destination_airport_id,codeshare,stops,equipment,origin_name,origin_city,origin_country,origin_latitude,origin_longitude,destination_name,destination_city,destination_country,destination_latitude,destination_longitude,air_distance_km,route_pair
DY,3737.0,TRD,665.0,DBV,1200.0,,0,73H,"Trondheim Airport, Værnes",Trondheim,NO,63.457802,10.924,Dubrovnik Ruđer Bošković Airport,Dubrovnik,HR,42.562247,18.265543,2371.2,TRD-DBV
DY,3737.0,TRD,665.0,EVE,641.0,,0,73H,"Trondheim Airport, Værnes",Trondheim,NO,63.457802,10.924,Harstad/Narvik Airport,Evenes,NO,68.491302,16.678101,616.7,TRD-EVE
DY,3737.0,TRD,665.0,KRK,669.0,,0,73H,"Trondheim Airport, Værnes",Trondheim,NO,63.457802,10.924,Kraków John Paul II International Airport,Balice,PL,50.077702,19.7848,1579.3,TRD-KRK
DY,3737.0,TRD,665.0,LGW,502.0,,0,73H,"Trondheim Airport, Værnes",Trondheim,NO,63.457802,10.924,London Gatwick Airport,London,GB,51.148744,-0.185739,1517.7,TRD-LGW
DY,3737.0,TRD,665.0,NCE,1354.0,,0,73H,"Trondheim Airport, Værnes",Trondheim,NO,63.457802,10.924,Nice-Côte d'Azur Airport,"Nice, Alpes-Maritimes",FR,43.658401,7.21587,2214.3,TRD-NCE
DY,3737.0,TRD,665.0,OSL,644.0,,0,73H 733,"Trondheim Airport, Værnes",Trondheim,NO,63.457802,10.924,Oslo-Gardermoen International Airport,Oslo (Gardermoen),NO,60.193901,11.1004,363.0,TRD-OSL
DY,3737.0,TRD,665.0,RIX,3953.0,,0,73H,"Trondheim Airport, Værnes",Trondheim,NO,63.457802,10.924,Riga International Airport,Riga,LV,56.920752,23.970711,1020.3,TRD-RIX
DY,3737.0,TRD,665.0,TOS,663.0,,0,73H,"Trondheim Airport, Værnes",Trondheim,NO,63.457802,10.924,Tromsø Airport,Tromsø,NO,69.683296,18.9189,775.8,TRD-TOS
DY,3737.0,TRD,665.0,TRF,664.0,,0,73H,"Trondheim Airport, Værnes",Trondheim,NO,63.457802,10.924,"Sandefjord Airport, Torp",Sandefjord(Torp),NO,59.186699,10.2586,476.2,TRD-TRF
DY,3737.0,TRF,664.0,AGP,1230.0,,0,73H,"Sandefjord Airport, Torp",Sandefjord(Torp),NO,59.186699,10.2586,Málaga-Costa del Sol Airport,Málaga,ES,36.6749,-4.49911,2719.9,TRF-AGP
DY,3737.0,TRF,664.0,ALC,1212.0,,0,73H,"Sandefjord Airport, Torp",Sandefjord(Torp),NO,59.186699,10.2586,Alicante-Elche Miguel Hernández Airport,Alicante,ES,38.2822,-0.558156,2448.9,TRF-ALC
DY,3737.0,TRF,664.0,BCN,1218.0,,0,73H,"Sandefjord Airport, Torp",Sandefjord(Torp),NO,59.186699,10.2586,Josep Tarradellas Barcelona-El Prat Airport,Barcelona,ES,41.2971,2.07846,2068.9,TRF-BCN
DY,3737.0,TRF,664.0,BGO,636.0,,0,73H,"Sandefjord Airport, Torp",Sandefjord(Torp),NO,59.186699,10.2586,"Bergen Airport, Flesland",Bergen,NO,60.2934,5.21814,308.0,TRF-BGO
DY,3737.0,TRF,664.0,DBV,1200.0,,0,73H,"Sandefjord Airport, Torp",Sandefjord(Torp),NO,59.186699,10.2586,Dubrovnik Ruđer Bošković Airport,Dubrovnik,HR,42.562247,18.265543,1928.8,TRF-DBV
DY,3737.0,TRF,664.0,LGW,502.0,,0,73H,"Sandefjord Airport, Torp",Sandefjord(Torp),NO,59.186699,10.2586,London Gatwick Airport,London,GB,51.148744,-0.185739,1110.3,TRF-LGW
DY,3737.0,TRF,664.0,NCE,1354.0,,0,73H,"Sandefjord Airport, Torp",Sandefjord(Torp),NO,59.186699,10.2586,Nice-Côte d'Azur Airport,"Nice, Alpes-Maritimes",FR,43.658401,7.21587,1739.1,TRF-NCE
DY,3737.0,TRF,664.0,PMI,3998.0,,0,73H,"Sandefjord Airport, Torp",Sandefjord(Torp),NO,59.186699,10.2586,Palma de Mallorca Airport,Palma de Mallorca,ES,39.551701,2.73881,2246.8,TRF-PMI
DY,3737.0,TRF,664.0,TRD,665.0,,0,73H,"Sandefjord Airport, Torp",Sandefjord(Torp),NO,59.186699,10.2586,"Trondheim Airport, Værnes",Trondheim,NO,63.457802,10.924,476.2,TRF-TRD
DY,3737.0,UME,728.0,ALC,1212.0,,0,73H,Umeå Airport,Umeå,SE,63.791801,20.282801,Alicante-Elche Miguel Hernández Airport,Alicante,ES,38.2822,-0.558156,3155.5,UME-ALC
DY,3737.0,UME,728.0,ARN,737.0,,0,73H,Umeå Airport,Umeå,SE,63.791801,20.282801,Stockholm-Arlanda Airport,Stockholm,SE,59.64849,17.928829,477.0,UME-ARN
DY,3737.0,VAA,462.0,ARN,737.0,,0,73H,Vaasa Airport,Vaasa,FI,63.05023,21.762543,Stockholm-Arlanda Airport,Stockholm,SE,59.64849,17.928829,429.8,VAA-ARN
DY,3737.0,VCE,1551.0,ARN,737.0,,0,73H,Venice Marco Polo Airport,Venezia (VE),IT,45.505299,12.3519,Stockholm-Arlanda Airport,Stockholm,SE,59.64849,17.928829,1615.8,VCE-ARN
DY,3737.0,VCE,1551.0,CPH,609.0,,0,73H,Venice Marco Polo Airport,Venezia (VE),IT,45.505299,12.3519,Copenhagen Kastrup Airport,Copenhagen,DK,55.617900848389,12.656000137329,1124.7,VCE-CPH
DY,3737.0,VCE,1551.0,OSL,644.0,,0,733,Venice Marco Polo Airport,Venezia (VE),IT,45.505299,12.3519,Oslo-Gardermoen International Airport,Oslo (Gardermoen),NO,60.193901,11.1004,1635.4,VCE-OSL
DY,3737.0,VIE,1613.0,OSL,644.0,,0,733,Vienna International Airport,Vienna,AT,48.110298,16.5697,Oslo-Gardermoen International Airport,Oslo (Gardermoen),NO,60.193901,11.1004,1388.9,VIE-OSL
DY,3737.0,VNO,3959.0,ARN,737.0,,0,73H,Vilnius International Airport,Vilnius,LT,54.634102,25.285801,Stockholm-Arlanda Airport,Stockholm,SE,59.64849,17.928829,711.8,VNO-ARN
DY,3737.0,VNO,3959.0,OSL,644.0,,0,73H 733,Vilnius International Airport,Vilnius,LT,54.634102,25.285801,Oslo-Gardermoen International Airport,Oslo (Gardermoen),NO,60.193901,11.1004,1047.1,VNO-OSL
DY,3737.0,WAW,679.0,AGP,1230.0,,0,73H,Warsaw Chopin Airport,Warsaw,PL,52.165699,20.9671,Málaga-Costa del Sol Airport,Málaga,ES,36.6749,-4.49911,2632.0,WAW-AGP
DY,3737.0,WAW,679.0,BCN,1218.0,,0,73H,Warsaw Chopin Airport,Warsaw,PL,52.165699,20.9671,Josep Tarradellas Barcelona-El Prat Airport,Barcelona,ES,41.2971,2.07846,1869.7,WAW-BCN
DY,3737.0,WAW,679.0,OSL,644.0,,0,733 73H,Warsaw Chopin Airport,Warsaw,PL,52.165699,20.9671,Oslo-Gardermoen International Airport,Oslo (Gardermoen),NO,60.193901,11.1004,1079.1,WAW-OSL
DY,3737.0,WAW,679.0,SVG,666.0,,0,73H,Warsaw Chopin Airport,Warsaw,PL,52.165699,20.9671,"Stavanger Airport, Sola",Stavanger,NO,58.876701,5.63778,1215.1,WAW-SVG
DY,3737.0,ZAG,1208.0,CPH,609.0,,0,73H,Zagreb Franjo Tuđman International Airport,Velika Gorica,HR,45.742901,16.0688,Copenhagen Kastrup Airport,Copenhagen,DK,55.617900848389,12.656000137329,1123.7,ZAG-CPH
EB,,MAD,1229.0,BCN,1218.0,,0,744,Adolfo Suárez Madrid–Barajas Airport,Madrid,ES,40.493407,-3.572249,Josep Tarradellas Barcelona-El Prat Airport,Barcelona,ES,41.2971,2.07846,483.2,MAD-BCN
EI,837.0,ABZ,532.0,DUB,599.0,Y,0,AT7,Aberdeen International Airport,Aberdeen,GB,57.2019,-2.19778,Dublin Airport,Dublin,IE,53.428713,-6.262121,491.9,ABZ-DUB
EI,837.0,AGP,1230.0,BHD,467.0,,0,320,Málaga-Costa del Sol Airport,Málaga,ES,36.6749,-4.49911,George Best Belfast City Airport,Belfast,GB,54.618099,-5.8725,1997.9,AGP-BHD
EI,837.0,AGP,1230.0,DUB,599.0,,0,330 320,Málaga-Costa del Sol Airport,Málaga,ES,36.6749,-4.49911,Dublin Airport,Dublin,IE,53.428713,-6.262121,1867.9,AGP-DUB
EI,837.0,AGP,1230.0,ORK,596.0,,0,320,Málaga-Costa del Sol Airport,Málaga,ES,36.6749,-4.49911,Cork International Airport,Cork,IE,51.841301,-8.49111,1715.5,AGP-ORK
EI,837.0,AGP,1230.0,SNN,603.0,,0,320,Málaga-Costa del Sol Airport,Málaga,ES,36.6749,-4.49911,Shannon Airport,Shannon,IE,52.702,-8.92482,1815.3,AGP-SNN
EI,837.0,ALC,1212.0,DUB,599.0,,0,320,Alicante-Elche Miguel Hernández Airport,Alicante,ES,38.2822,-0.558156,Dublin Airport,Dublin,IE,53.428713,-6.262121,1739.8,ALC-DUB
EI,837.0,ALC,1212.0,ORK,596.0,,0,320,Alicante-Elche Miguel Hernández Airport,Alicante,ES,38.2822,-0.558156,Cork International Airport,Cork,IE,51.841301,-8.49111,1629.0,ALC-ORK
EI,837.0,AMS,580.0,DUB,599.0,,0,320,Amsterdam Airport Schiphol,Amsterdam,NL,52.308601,4.76389,Dublin Airport,Dublin,IE,53.428713,-6.262121,749.7,AMS-DUB
EI,837.0,AMS,580.0,ORK,596.0,,0,320,Amsterdam Airport Schiphol,Amsterdam,NL,52.308601,4.76389,Cork International Airport,Cork,IE,51.841301,-8.49111,906.1,AMS-ORK
EI,837.0,ARN,737.0,DUB,599.0,,0,320,Stockholm-Arlanda Airport,Stockholm,SE,59.64849,17.928829,Dublin Airport,Dublin,IE,53.428713,-6.262121,1624.3,ARN-DUB
EI,837.0,ATH,3941.0,DUB,599.0,,0,320,Athens Eleftherios Venizelos International Airport,Spata-Artemida,GR,37.936401,23.9445,Dublin Airport,Dublin,IE,53.428713,-6.262121,2875.6,ATH-DUB
EI,837.0,BCN,1218.0,DUB,599.0,,0,320,Josep Tarradellas Barcelona-El Prat Airport,Barcelona,ES,41.2971,2.07846,Dublin Airport,Dublin,IE,53.428713,-6.262121,1485.7,BCN-DUB
EI,837.0,BCN,1218.0,ORK,596.0,,0,320,Josep Tarradellas Barcelona-El Prat Airport,Barcelona,ES,41.2971,2.07846,Cork International Airport,Cork,IE,51.841301,-8.49111,1420.7,BCN-ORK
EI,837.0,BHD,467.0,AGP,1230.0,,0,320,George Best Belfast City Airport,Belfast,GB,54.618099,-5.8725,Málaga-Costa del Sol Airport,Málaga,ES,36.6749,-4.49911,1997.9,BHD-AGP
EI,837.0,BHD,467.0,FAO,1626.0,,0,320,George Best Belfast City Airport,Belfast,GB,54.618099,-5.8725,Faro - Gago Coutinho International Airport,Faro,PT,37.015909,-7.970939,1963.8,BHD-FAO
EI,837.0,BHD,467.0,LGW,502.0,,0,320 319,George Best Belfast City Airport,Belfast,GB,54.618099,-5.8725,London Gatwick Airport,London,GB,51.148744,-0.185739,542.3,BHD-LGW
EI,837.0,BHD,467.0,LHR,507.0,,0,319,George Best Belfast City Airport,Belfast,GB,54.618099,-5.8725,London Heathrow Airport,London,GB,51.470748,-0.459909,503.1,BHD-LHR
EI,837.0,BHD,467.0,PMI,3998.0,,0,320 319,George Best Belfast City Airport,Belfast,GB,54.618099,-5.8725,Palma de Mallorca Airport,Palma de Mallorca,ES,39.551701,2.73881,1794.5,BHD-PMI
EI,837.0,BHX,469.0,DUB,599.0,,0,320,Birmingham Airport,"Birmingham, West Midlands",GB,52.453899,-1.74803,Dublin Airport,Dublin,IE,53.428713,-6.262121,321.3,BHX-DUB
EI,837.0,BHX,469.0,ORK,596.0,Y,0,AT7,Birmingham Airport,"Birmingham, West Midlands",GB,52.453899,-1.74803,Cork International Airport,Cork,IE,51.841301,-8.49111,464.9,BHX-ORK
EI,837.0,BHX,469.0,SNN,603.0,Y,0,AT4 AT7,Birmingham Airport,"Birmingham, West Midlands",GB,52.453899,-1.74803,Shannon Airport,Shannon,IE,52.702,-8.92482,485.5,BHX-SNN
EI,837.0,BIO,1216.0,DUB,599.0,,0,320,Bilbao Airport,Bilbao,ES,43.301102,-2.91061,Dublin Airport,Dublin,IE,53.428713,-6.262121,1152.7,BIO-DUB
EI,837.0,BLQ,1538.0,DUB,599.0,,0,320,Bologna Guglielmo Marconi Airport,Bologna,IT,44.5354,11.2887,Dublin Airport,Dublin,IE,53.428713,-6.262121,1610.8,BLQ-DUB
EI,837.0,BOD,1264.0,DUB,599.0,,0,320,Bordeaux–Mérignac Airport,Bordeaux,FR,44.82865,-0.715356,Dublin Airport,Dublin,IE,53.428713,-6.262121,1037.2,BOD-DUB
EI,837.0,BOH,494.0,DUB,599.0,Y,0,AT4,Bournemouth Airport,Bournemouth,GB,50.780483,-1.839576,Dublin Airport,Dublin,IE,53.428713,-6.262121,421.7,BOH-DUB
EI,837.0,BOJ,1191.0,DUB,599.0,,0,320,Burgas Airport,Burgas,BG,42.569917,27.515173,Dublin Airport,Dublin,IE,53.428713,-6.262121,2753.8,BOJ-DUB
EI,837.0,BRS,490.0,DUB,599.0,Y,0,AT7 AT4,Bristol Airport,Bristol,GB,51.382326,-2.716453,Dublin Airport,Dublin,IE,53.428713,-6.262121,331.0,BRS-DUB
EI,837.0,BRS,490.0,ORK,596.0,Y,0,AT7,Bristol Airport,Bristol,GB,51.382326,-2.716453,Cork International Airport,Cork,IE,51.841301,-8.49111,401.9,BRS-ORK
EI,837.0,BRS,490.0,SNN,603.0,Y,0,AT4,Bristol Airport,Bristol,GB,51.382326,-2.716453,Shannon Airport,Shannon,IE,52.702,-8.92482,449.1,BRS-SNN
EI,837.0,BRU,302.0,DUB,599.0,,0,320,Brussels Airport,Zaventem,BE,50.901402,4.48444,Dublin Airport,Dublin,IE,53.428713,-6.262121,784.0,BRU-DUB
EI,837.0,BRU,302.0,ORK,596.0,,0,320,Brussels Airport,Zaventem,BE,50.901402,4.48444,Cork International Airport,Cork,IE,51.841301,-8.49111,905.5,BRU-ORK
EI,837.0,BUD,1489.0,DUB,599.0,,0,320,Budapest Liszt Ferenc International Airport,Budapest,HU,47.43018,19.262393,Dublin Airport,Dublin,IE,53.428713,-6.262121,1914.5,BUD-DUB
EI,837.0,CDG,1382.0,DUB,599.0,,0,320 319,Charles de Gaulle International Airport,"Paris (Roissy-en-France, Val-d'Oise)",FR,49.00896,2.554117,Dublin Airport,Dublin,IE,53.428713,-6.262121,785.5,CDG-DUB
EI,837.0,CDG,1382.0,ORK,596.0,,0,320,Charles de Gaulle International Airport,"Paris (Roissy-en-France, Val-d'Oise)",FR,49.00896,2.554117,Cork International Airport,Cork,IE,51.841301,-8.49111,842.4,CDG-ORK
EI,837.0,CFU,1460.0,DUB,599.0,,0,320,Corfu Ioannis Kapodistrias International Airport,Kerkyra (Corfu),GR,39.60145,19.912179,Dublin Airport,Dublin,IE,53.428713,-6.262121,2500.8,CFU-DUB
EI,837.0,CPH,609.0,DUB,599.0,,0,320,Copenhagen Kastrup Airport,Copenhagen,DK,55.617900848389,12.656000137329,Dublin Airport,Dublin,IE,53.428713,-6.262121,1240.8,CPH-DUB
EI,837.0,CTA,1509.0,DUB,599.0,,0,320,Catania-Fontanarossa Airport,Catania,IT,37.466801,15.0664,Dublin Airport,Dublin,IE,53.428713,-6.262121,2414.3,CTA-DUB
EI,837.0,CWL,488.0,DUB,599.0,Y,0,AT7,Cardiff International Airport,Cardiff,GB,51.396702,-3.34333,Dublin Airport,Dublin,IE,53.428713,-6.262121,300.4,CWL-DUB
EI,837.0,DBV,1200.0,DUB,599.0,,0,320,Dubrovnik Ruđer Bošković Airport,Dubrovnik,HR,42.562247,18.265543,Dublin Airport,Dublin,IE,53.428713,-6.262121,2171.6,DBV-DUB
EI,837.0,DUB,599.0,ABZ,532.0,Y,0,AT7,Dublin Airport,Dublin,IE,53.428713,-6.262121,Aberdeen International Airport,Aberdeen,GB,57.2019,-2.19778,491.9,DUB-ABZ
EI,837.0,DUB,599.0,AGP,1230.0,,0,330 320,Dublin Airport,Dublin,IE,53.428713,-6.262121,Málaga-Costa del Sol Airport,Málaga,ES,36.6749,-4.49911,1867.9,DUB-AGP
EI,837.0,DUB,599.0,ALC,1212.0,,0,320,Dublin Airport,Dublin,IE,53.428713,-6.262121,Alicante-Elche Miguel Hernández Airport,Alicante,ES,38.2822,-0.558156,1739.8,DUB-ALC
EI,837.0,DUB,599.0,AMS,580.0,,0,320,Dublin Airport,Dublin,IE,53.428713,-6.262121,Amsterdam Airport Schiphol,Amsterdam,NL,52.308601,4.76389,749.7,DUB-AMS
EI,837.0,DUB,599.0,ARN,737.0,,0,320,Dublin Airport,Dublin,IE,53.428713,-6.262121,Stockholm-Arlanda Airport,Stockholm,SE,59.64849,17.928829,1624.3,DUB-ARN
EI,837.0,DUB,599.0,ATH,3941.0,,0,320,Dublin Airport,Dublin,IE,53.428713,-6.262121,Athens Eleftherios Venizelos International Airport,Spata-Artemida,GR,37.936401,23.9445,2875.6,DUB-ATH
EI,837.0,DUB,599.0,BCN,1218.0,,0,320,Dublin Airport,Dublin,IE,53.428713,-6.262121,Josep Tarradellas Barcelona-El Prat Airport,Barcelona,ES,41.2971,2.07846,1485.7,DUB-BCN
EI,837.0,DUB,599.0,BHX,469.0,,0,320,Dublin Airport,Dublin,IE,53.428713,-6.262121,Birmingham Airport,"Birmingham, West Midlands",GB,52.453899,-1.74803,321.3,DUB-BHX
EI,837.0,DUB,599.0,BIO,1216.0,,0,320,Dublin Airport,Dublin,IE,53.428713,-6.262121,Bilbao Airport,Bilbao,ES,43.301102,-2.91061,1152.7,DUB-BIO
EI,837.0,DUB,599.0,BLQ,1538.0,,0,320,Dublin Airport,Dublin,IE,53.428713,-6.262121,Bologna Guglielmo Marconi Airport,Bologna,IT,44.5354,11.2887,1610.8,DUB-BLQ
EI,837.0,DUB,599.0,BOD,1264.0,,0,320,Dublin Airport,Dublin,IE,53.428713,-6.262121,Bordeaux–Mérignac Airport,Bordeaux,FR,44.82865,-0.715356,1037.2,DUB-BOD
EI,837.0,DUB,599.0,BOH,494.0,Y,0,AT4,Dublin Airport,Dublin,IE,53.428713,-6.262121,Bournemouth Airport,Bournemouth,GB,50.780483,-1.839576,421.7,DUB-BOH
EI,837.0,DUB,599.0,BOJ,1191.0,,0,320,Dublin Airport,Dublin,IE,53.428713,-6.262121,Burgas Airport,Burgas,BG,42.569917,27.515173,2753.8,DUB-BOJ
EI,837.0,DUB,599.0,BRS,490.0,Y,0,AT7 AT4,Dublin Airport,Dublin,IE,53.428713,-6.262121,Bristol Airport,Bristol,GB,51.382326,-2.716453,331.0,DUB-BRS
EI,837.0,DUB,599.0,BRU,302.0,,0,320,Dublin Airport,Dublin,IE,53.428713,-6.262121,Brussels Airport,Zaventem,BE,50.901402,4.48444,784.0,DUB-BRU
EI,837.0,DUB,599.0,BUD,1489.0,,0,320,Dublin Airport,Dublin,IE,53.428713,-6.262121,Budapest Liszt Ferenc International Airport,Budapest,HU,47.43018,19.262393,1914.5,DUB-BUD
EI,837.0,DUB,599.0,CDG,1382.0,,0,320 319,Dublin Airport,Dublin,IE,53.428713,-6.262121,Charles de Gaulle International Airport,"Paris (Roissy-en-France, Val-d'Oise)",FR,49.00896,2.554117,785.5,DUB-CDG
EI,837.0,DUB,599.0,CFU,1460.0,,0,320,Dublin Airport,Dublin,IE,53.428713,-6.262121,Corfu Ioannis Kapodistrias International Airport,Kerkyra (Corfu),GR,39.60145,19.912179,2500.8,DUB-CFU
EI,837.0,DUB,599.0,CPH,609.0,,0,320,Dublin Airport,Dublin,IE,53.428713,-6.262121,Copenhagen Kastrup Airport,Copenhagen,DK,55.617900848389,12.656000137329,1240.8,DUB-CPH
EI,837.0,DUB,599.0,CTA,1509.0,,0,320,Dublin Airport,Dublin,IE,53.428713,-6.262121,Catania-Fontanarossa Airport,Catania,IT,37.466801,15.0664,2414.3,DUB-CTA
EI,837.0,DUB,599.0,CWL,488.0,Y,0,AT7,Dublin Airport,Dublin,IE,53.428713,-6.262121,Cardiff International Airport,Cardiff,GB,51.396702,-3.34333,300.4,DUB-CWL
EI,837.0,DUB,599.0,DBV,1200.0,,0,320,Dublin Airport,Dublin,IE,53.428713,-6.262121,Dubrovnik Ruđer Bošković Airport,Dubrovnik,HR,42.562247,18.265543,2171.6,DUB-DBV
EI,837.0,DUB,599.0,DUS,345.0,,0,320,Dublin Airport,Dublin,IE,53.428713,-6.262121,Düsseldorf Airport,Düsseldorf,DE,51.289501,6.76678,914.7,DUB-DUS
EI,837.0,DUB,599.0,EDI,535.0,Y,0,AT7,Dublin Airport,Dublin,IE,53.428713,-6.262121,Edinburgh Airport,Edinburgh,GB,55.950145,-3.372288,336.2,DUB-EDI
EI,837.0,DUB,599.0,FAO,1626.0,,0,320 321 330 332,Dublin Airport,Dublin,IE,53.428713,-6.262121,Faro - Gago Coutinho International Airport,Faro,PT,37.015909,-7.970939,1829.8,DUB-FAO
EI,837.0,DUB,599.0,FCO,1555.0,,0,320,Dublin Airport,Dublin,IE,53.428713,-6.262121,Rome–Fiumicino Leonardo da Vinci International Airport,Rome,IT,41.804532,12.251998,1886.0,DUB-FCO
EI,837.0,DUB,599.0,FRA,340.0,,0,320,Dublin Airport,Dublin,IE,53.428713,-6.262121,Frankfurt Main Airport,Frankfurt am Main,DE,50.026706,8.55835,1086.1,DUB-FRA
EI,837.0,DUB,599.0,GLA,534.0,Y,0,AT7 AT4,Dublin Airport,Dublin,IE,53.428713,-6.262121,Glasgow Airport,Glasgow,GB,55.871899,-4.43306,296.0,DUB-GLA
EI,837.0,DUB,599.0,GVA,1665.0,,0,320,Dublin Airport,Dublin,IE,53.428713,-6.262121,Geneva International Airport,Geneva,CH,46.238098,6.10895,1191.4,DUB-GVA
EI,837.0,DUB,599.0,HAJ,352.0,,0,320,Dublin Airport,Dublin,IE,53.428713,-6.262121,Hannover Airport,Hannover,DE,52.461102,9.68508,1071.7,DUB-HAJ
EI,837.0,DUB,599.0,HAM,342.0,,0,320,Dublin Airport,Dublin,IE,53.428713,-6.262121,Hamburg Helmut Schmidt Airport,Hamburg,DE,53.630402,9.98823,1072.0,DUB-HAM
EI,837.0,DUB,599.0,IBZ,1225.0,,0,320,Dublin Airport,Dublin,IE,53.428713,-6.262121,Ibiza Airport,Ibiza (Eivissa),ES,38.872898,1.37312,1719.7,DUB-IBZ
EI,837.0,DUB,599.0,IOM,520.0,Y,0,AT4,Dublin Airport,Dublin,IE,53.428713,-6.262121,Isle of Man Airport,Castletown,IM,54.083081,-4.623871,130.0,DUB-IOM
EI,837.0,DUB,599.0,JER,499.0,Y,0,AT7,Dublin Airport,Dublin,IE,53.428713,-6.262121,Jersey Airport,St. Peter,JE,49.207901,-2.19551,547.6,DUB-JER
EI,837.0,DUB,599.0,KIR,601.0,Y,0,AT4,Dublin Airport,Dublin,IE,53.428713,-6.262121,Kerry Airport,Farranfore,IE,52.180901,-9.52378,259.4,DUB-KIR
EI,837.0,DUB,599.0,LGW,502.0,,0,320 319,Dublin Airport,Dublin,IE,53.428713,-6.262121,London Gatwick Airport,London,GB,51.148744,-0.185739,484.6,DUB-LGW
EI,837.0,DUB,599.0,LHR,507.0,,0,320,Dublin Airport,Dublin,IE,53.428713,-6.262121,London Heathrow Airport,London,GB,51.470748,-0.459909,449.3,DUB-LHR
EI,837.0,DUB,599.0,LIN,1529.0,,0,320,Dublin Airport,Dublin,IE,53.428713,-6.262121,Milano Linate Airport,Segrate (MI),IT,45.445099,9.27674,1426.8,DUB-LIN
EI,837.0,DUB,599.0,LIS,1638.0,,0,320,Dublin Airport,Dublin,IE,53.428713,-6.262121,Lisbon Humberto Delgado Airport,Lisbon,PT,38.7813,-9.13592,1643.4,DUB-LIS
EI,837.0,DUB,599.0,LYS,1335.0,,0,320,Dublin Airport,Dublin,IE,53.428713,-6.262121,Lyon Saint-Exupéry Airport,"Colombier-Saugnieu, Rhône",FR,45.725996,5.090139,1182.0,DUB-LYS
EI,837.0,DUB,599.0,MAD,1229.0,,0,320,Dublin Airport,Dublin,IE,53.428713,-6.262121,Adolfo Suárez Madrid–Barajas Airport,Madrid,ES,40.493407,-3.572249,1452.5,DUB-MAD
EI,837.0,DUB,599.0,MAN,478.0,,0,320,Dublin Airport,Dublin,IE,53.428713,-6.262121,Manchester Airport,"Manchester, Greater Manchester",GB,53.349375,-2.279521,264.2,DUB-MAN
EI,837.0,DUB,599.0,MRS,1353.0,,0,320,Dublin Airport,Dublin,IE,53.428713,-6.262121,Marseille Provence Airport,"Marignane, Bouches-du-Rhône",FR,43.438088,5.2125,1393.1,DUB-MRS
EI,837.0,DUB,599.0,MUC,346.0,,0,320,Dublin Airport,Dublin,IE,53.428713,-6.262121,Munich Airport,Munich,DE,48.353802,11.7861,1381.0,DUB-MUC
EI,837.0,DUB,599.0,MXP,1524.0,,0,320,Dublin Airport,Dublin,IE,53.428713,-6.262121,Milan Malpensa International Airport,Ferno (VA),IT,45.6306,8.72811,1381.7,DUB-MXP
EI,837.0,DUB,599.0,NAP,1561.0,,0,320,Dublin Airport,Dublin,IE,53.428713,-6.262121,Naples International Airport,Napoli,IT,40.886002,14.2908,2074.3,DUB-NAP
EI,837.0,DUB,599.0,NCE,1354.0,,0,320,Dublin Airport,Dublin,IE,53.428713,-6.262121,Nice-Côte d'Azur Airport,"Nice, Alpes-Maritimes",FR,43.658401,7.21587,1466.5,DUB-NCE
EI,837.0,DUB,599.0,NCL,521.0,Y,0,AT7,Dublin Airport,Dublin,IE,53.428713,-6.262121,Newcastle International Airport,"Newcastle upon Tyne, Tyne and Wear",GB,55.037958,-1.689577,346.8,DUB-NCL
EI,837.0,DUB,599.0,PGF,1356.0,,0,320,Dublin Airport,Dublin,IE,53.428713,-6.262121,Perpignan-Rivesaltes (Llabanère) Airport,Perpignan/Rivesaltes,FR,42.740398,2.87067,1366.0,DUB-PGF
EI,837.0,DUB,599.0,PMI,3998.0,,0,320,Dublin Airport,Dublin,IE,53.428713,-6.262121,Palma de Mallorca Airport,Palma de Mallorca,ES,39.551701,2.73881,1686.8,DUB-PMI
EI,837.0,DUB,599.0,PRG,1587.0,,0,320,Dublin Airport,Dublin,IE,53.428713,-6.262121,Václav Havel Airport Prague,Prague,CZ,50.100874,14.259911,1454.3,DUB-PRG
EI,837.0,DUB,599.0,PUY,1203.0,,0,320,Dublin Airport,Dublin,IE,53.428713,-6.262121,Pula Airport,Pula,HR,44.893501,13.9222,1738.4,DUB-PUY
EI,837.0,DUB,599.0,SCQ,1243.0,,0,320,Dublin Airport,Dublin,IE,53.428713,-6.262121,Santiago-Rosalía de Castro Airport,Santiago de Compostela,ES,42.896301,-8.41514,1181.8,DUB-SCQ
EI,837.0,DUB,599.0,SEN,508.0,Y,0,AT4 AT7,Dublin Airport,Dublin,IE,53.428713,-6.262121,London Southend Airport,"Southend-on-Sea, Essex",GB,51.570562,0.693627,513.9,DUB-SEN
EI,837.0,DUB,599.0,STR,350.0,,0,320,Dublin Airport,Dublin,IE,53.428713,-6.262121,Stuttgart Airport,Stuttgart,DE,48.689899,9.22196,1200.3,DUB-STR
EI,837.0,DUB,599.0,TLS,1273.0,,0,320,Dublin Airport,Dublin,IE,53.428713,-6.262121,Toulouse-Blagnac Airport,Toulouse/Blagnac,FR,43.629101,1.36382,1224.2,DUB-TLS
EI,837.0,DUB,599.0,VCE,1551.0,,0,320,Dublin Airport,Dublin,IE,53.428713,-6.262121,Venice Marco Polo Airport,Venezia (VE),IT,45.505299,12.3519,1600.5,DUB-VCE
