service_id,monday,tuesday,wednesday,thursday,friday,saturday,sunday,start_date,end_date
IDFM:TN:49537253,1,1,0,0,0,1,1,20260228,20260324
IDFM:TN:49537780,0,0,1,1,1,1,1,20260225,20260322
IDFM:TN:49537809,0,1,1,1,0,0,0,20260225,20260324
IDFM:TN:49537811,1,1,1,1,1,1,1,20260309,20260324
IDFM:TN:49537816,0,0,0,0,1,1,1,20260227,20260324
IDFM:TN:49537817,0,0,0,0,1,1,0,20260227,20260307
IDFM:TN:49537819,0,0,1,1,1,1,1,20260225,20260308
IDFM:TN:49537820,1,1,1,1,0,0,0,20260302,20260312
IDFM:TN:49537830,0,0,1,1,1,0,0,20260225,20260306
IDFM:TN:49537844,0,0,1,1,0,0,0,20260225,20260305
IDFM:TN:49537863,0,0,0,0,0,1,0,20260225,20260321
IDFM:TN:49537868,1,1,1,1,0,1,0,20260225,20260324
IDFM:TN:49537873,1,0,0,0,0,0,0,20260225,20260323
IDFM:TN:49537877,0,1,0,0,0,0,0,20260317,20260324
IDFM:TN:49537879,0,0,0,0,0,1,0,20260227,20260321
IDFM:TN:49537895,0,1,1,1,0,0,0,20260225,20260312
IDFM:TN:49537899,1,0,0,0,0,0,0,20260316,20260323
IDFM:TN:49537904,0,0,0,0,1,0,0,20260313,20260313
IDFM:TN:49537926,0,0,0,0,1,0,1,20260227,20260322
IDFM:TN:49537983,1,1,0,0,0,0,1,20260301,20260324
IDFM:TN:49538017,0,1,1,1,0,0,0,20260310,20260320
IDFM:TN:49538019,0,0,1,0,1,0,0,20260225,20260227
IDFM:TN:49538021,1,1,1,1,0,0,0,20260225,20260324
IDFM:TN:49538025,0,1,1,1,0,0,0,20260303,20260305
IDFM:TN:49538045,1,1,1,1,1,0,0,20260225,20260324
IDFM:TN:49538048,0,0,0,0,1,0,0,20260225,20260306
IDFM:TN:49538049,1,1,1,1,1,0,0,20260225,20260324
IDFM:TN:49538050,0,0,0,0,1,1,1,20260227,20260301
IDFM:TN:49538057,1,1,1,1,1,1,1,20260302,20260308
IDFM:TN:49538064,1,0,1,1,1,0,0,20260225,20260313
IDFM:TN:49538078,0,0,0,0,0,0,1,20260227,20260308
IDFM:TN:49538094,0,0,0,0,1,0,0,20260306,20260313
IDFM:TN:49538117,1,1,1,1,0,0,0,20260225,20260312
IDFM:TN:49538128,1,1,1,1,0,0,0,20260302,20260319
IDFM:TN:49538135,1,1,1,1,1,0,0,20260302,20260320
IDFM:TN:49538149,1,0,0,0,1,0,0,20260302,20260306
IDFM:TN:49538158,1,0,0,0,1,0,0,20260309,20260313
IDFM:TN:49538164,0,0,0,0,1,0,0,20260306,20260320
IDFM:TN:49538219,0,0,0,1,0,0,0,20260226,20260305
IDFM:TN:49538223,1,1,0,0,0,0,0,20260316,20260324
IDFM:TN:49538228,0,1,1,1,1,0,0,20260225,20260324
IDFM:TN:49538231,0,1,0,1,1,0,0,20260226,20260324
IDFM:TN:49538234,1,0,0,0,0,0,0,20260302,20260323
IDFM:TN:49538235,1,0,1,1,1,0,0,20260316,20260320
IDFM:TN:49538247,1,1,1,1,0,0,0,20260302,20260324
