from_stop_id,to_stop_id,transfer_type,min_transfer_time
IDFM:471721,IDFM:471796,2,232
IDFM:470674,IDFM:463069,2,285
IDFM:472714,IDFM:471941,2,73
IDFM:462962,IDFM:22199,2,13
IDFM:monomodalStopPlace:473156,IDFM:472648,2,67
IDFM:33245,IDFM:472531,2,124
IDFM:471766,IDFM:monomodalStopPlace:473068,2,82
IDFM:21906,IDFM:monomodalStopPlace:473237,2,339
IDFM:470841,IDFM:monomodalStopPlace:45493,2,22
IDFM:monomodalStopPlace:43069,IDFM:471962,2,25
IDFM:462969,IDFM:471272,2,127
IDFM:471272,IDFM:21926,2,239
IDFM:monomodalStopPlace:58720,IDFM:463183,2,63
IDFM:473020,IDFM:470990,2,94
IDFM:471778,IDFM:463228,2,218
IDFM:monomodalStopPlace:58566,IDFM:470674,2,13
IDFM:471096,IDFM:8068,2,41
IDFM:463198,IDFM:monomodalStopPlace:470540,2,240
IDFM:470947,IDFM:471134,2,53
IDFM:22079,IDFM:463227,2,22
IDFM:472731,IDFM:monomodalStopPlace:473546,2,178
IDFM:monomodalStopPlace:473349,IDFM:472054,2,69
IDFM:monomodalStopPlace:47932,IDFM:472793,2,130
IDFM:471674,IDFM:monomodalStopPlace:473526,2,48
IDFM:471102,IDFM:472030,2,92
IDFM:472902,IDFM:monomodalStopPlace:473259,2,39
IDFM:472826,IDFM:472690,2,43
IDFM:470692,IDFM:463069,2,264
IDFM:471299,IDFM:471935,2,188
IDFM:471134,IDFM:monomodalStopPlace:58572,2,354
IDFM:26958,IDFM:monomodalStopPlace:473425,2,112
IDFM:472920,IDFM:monomodalStopPlace:43077,2,226
IDFM:471240,IDFM:488016,2,154
IDFM:472095,IDFM:monomodalStopPlace:58572,2,323
IDFM:22094,IDFM:473922,2,127
IDFM:471935,IDFM:monomodalStopPlace:463857,2,187
IDFM:33547,IDFM:470678,2,98
IDFM:471185,IDFM:470761,2,27
IDFM:463173,IDFM:22056,2,18
IDFM:monomodalStopPlace:46725,IDFM:471153,2,209
IDFM:monomodalStopPlace:47930,IDFM:471358,2,13
IDFM:472782,IDFM:411260,2,132
IDFM:monomodalStopPlace:411317,IDFM:471709,2,2
IDFM:monomodalStopPlace:43067,IDFM:473983,2,8
IDFM:471607,IDFM:463182,2,234
IDFM:monomodalStopPlace:473480,IDFM:470869,2,98
IDFM:monomodalStopPlace:473365,IDFM:470983,2,113
IDFM:471742,IDFM:472319,2,136
IDFM:monomodalStopPlace:412380,IDFM:monomodalStopPlace:43195,2,357
IDFM:491411,IDFM:monomodalStopPlace:58572,2,279
IDFM:471328,IDFM:22149,2,379
IDFM:472570,IDFM:471030,2,175
IDFM:472554,IDFM:478476,2,10
IDFM:471638,IDFM:471014,2,107
IDFM:480222,IDFM:monomodalStopPlace:473259,2,29
IDFM:monomodalStopPlace:47874,IDFM:480208,2,53
IDFM:9330,IDFM:monomodalStopPlace:47205,2,263
IDFM:monomodalStopPlace:473619,IDFM:471989,2,161
IDFM:472034,IDFM:472263,2,115
IDFM:472015,IDFM:486682,2,134
IDFM:471733,IDFM:470679,2,106
IDFM:472142,IDFM:monomodalStopPlace:58566,2,80
IDFM:monomodalStopPlace:411396,IDFM:417863,2,221
IDFM:472348,IDFM:472063,2,98
IDFM:472740,IDFM:37556,2,201
IDFM:37615,IDFM:490772,2,133
IDFM:monomodalStopPlace:473358,IDFM:472097,2,36
IDFM:472643,IDFM:472517,2,51
IDFM:472033,IDFM:471509,2,36
IDFM:472950,IDFM:472263,2,155
IDFM:monomodalStopPlace:44381,IDFM:470711,2,153
IDFM:472319,IDFM:472964,2,175
IDFM:470766,IDFM:471928,2,100
IDFM:471025,IDFM:472473,2,11
IDFM:471212,IDFM:monomodalStopPlace:473033,2,144
IDFM:472350,IDFM:monomodalStopPlace:42413,2,155
IDFM:474016,IDFM:474017,2,11
IDFM:monomodalStopPlace:473561,IDFM:472544,2,130
IDFM:472273,IDFM:463069,2,326
IDFM:472780,IDFM:470830,2,28
IDFM:22162,IDFM:463201,2,180
IDFM:470817,IDFM:491411,2,352
IDFM:470947,IDFM:472723,2,45
IDFM:472959,IDFM:472865,2,101
IDFM:22111,IDFM:monomodalStopPlace:45437,2,240
IDFM:471024,IDFM:26099,2,350
IDFM:472267,IDFM:monomodalStopPlace:470195,2,50
IDFM:471322,IDFM:463171,2,335
IDFM:monomodalStopPlace:473613,IDFM:470951,2,254
IDFM:471057,IDFM:480393,2,24
IDFM:monomodalStopPlace:47909,IDFM:472568,2,38
IDFM:472895,IDFM:463184,2,364
IDFM:21926,IDFM:473924,2,270
IDFM:473937,IDFM:473934,2,15
IDFM:470990,IDFM:473020,2,94
IDFM:472223,IDFM:monomodalStopPlace:43190,2,11
IDFM:monomodalStopPlace:473258,IDFM:monomodalStopPlace:47932,2,37
IDFM:471063,IDFM:471341,2,52
IDFM:472588,IDFM:472418,2,7
IDFM:472138,IDFM:471310,2,30
IDFM:462972,IDFM:462970,2,180
IDFM:471693,IDFM:472451,2,28
IDFM:472013,IDFM:470674,2,34
IDFM:472378,IDFM:472961,2,53
IDFM:472502,IDFM:22367,2,181
IDFM:33933,IDFM:470712,2,136
IDFM:472517,IDFM:470873,2,54
IDFM:monomodalStopPlace:473612,IDFM:470623,2,70
IDFM:monomodalStopPlace:471254,IDFM:monomodalStopPlace:411405,2,75
IDFM:472069,IDFM:monomodalStopPlace:43211,2,20
IDFM:471559,IDFM:470879,2,81
IDFM:472344,IDFM:471335,2,19
IDFM:471763,IDFM:7685,2,127
IDFM:462972,IDFM:471724,2,236
IDFM:472730,IDFM:471242,2,65
IDFM:472137,IDFM:22101,2,157
IDFM:21911,IDFM:462970,2,480
IDFM:463112,IDFM:monomodalStopPlace:473115,2,47
IDFM:monomodalStopPlace:470996,IDFM:monomodalStopPlace:422065,2,137
IDFM:472723,IDFM:472502,2,136
IDFM:monomodalStopPlace:487011,IDFM:monomodalStopPlace:43169,2,300
IDFM:monomodalStopPlace:47125,IDFM:471189,2,10
IDFM:monomodalStopPlace:43082,IDFM:471638,2,16
IDFM:monomodalStopPlace:45850,IDFM:472534,2,8
IDFM:473922,IDFM:463042,2,79
IDFM:472022,IDFM:471240,2,257
IDFM:477153,IDFM:monomodalStopPlace:473322,2,8
IDFM:471624,IDFM:427044,2,153
IDFM:monomodalStopPlace:47953,IDFM:monomodalStopPlace:473539,2,148
IDFM:22096,IDFM:463150,2,180
IDFM:471134,IDFM:472949,2,30
IDFM:472398,IDFM:472415,2,53
IDFM:424724,IDFM:471224,2,241
IDFM:472110,IDFM:471940,2,210
IDFM:monomodalStopPlace:473583,IDFM:471883,2,134
IDFM:470866,IDFM:472338,2,117
IDFM:471609,IDFM:427044,2,185
IDFM:472904,IDFM:471942,2,13
IDFM:470700,IDFM:472089,2,72
IDFM:monomodalStopPlace:43106,IDFM:470966,2,25
IDFM:470869,IDFM:monomodalStopPlace:43184,2,27
IDFM:463001,IDFM:monomodalStopPlace:470519,2,240
IDFM:monomodalStopPlace:473087,IDFM:monomodalStopPlace:43115,2,86
IDFM:463059,IDFM:463054,2,110
IDFM:monomodalStopPlace:47882,IDFM:18304,2,231
IDFM:471479,IDFM:471519,2,113
IDFM:470624,IDFM:462971,2,332
IDFM:21937,IDFM:462962,2,180
IDFM:472338,IDFM:472692,2,74
IDFM:monomodalStopPlace:473387,IDFM:17378,2,14
IDFM:monomodalStopPlace:50904,IDFM:26099,2,29
IDFM:monomodalStopPlace:47874,IDFM:monomodalStopPlace:427871,2,135
IDFM:472959,IDFM:472323,2,24
IDFM:471024,IDFM:8234,2,325
IDFM:471180,IDFM:472879,2,6
IDFM:472724,IDFM:472582,2,44
IDFM:monomodalStopPlace:47968,IDFM:472215,2,34
IDFM:471936,IDFM:472036,2,275
IDFM:472318,IDFM:463069,2,244
IDFM:472386,IDFM:monomodalStopPlace:473420,2,80
IDFM:470724,IDFM:472757,2,107
IDFM:471073,IDFM:470915,2,192
IDFM:471451,IDFM:474065,2,12
IDFM:472102,IDFM:472852,2,82
IDFM:26958,IDFM:472548,2,149
IDFM:monomodalStopPlace:473426,IDFM:471761,2,261
IDFM:490942,IDFM:472728,2,137
IDFM:472501,IDFM:monomodalStopPlace:473364,2,14
IDFM:monomodalStopPlace:47482,IDFM:monomodalStopPlace:473211,2,79
IDFM:471942,IDFM:477153,2,218
IDFM:462969,IDFM:463300,2,480
IDFM:monomodalStopPlace:473265,IDFM:monomodalStopPlace:47447,2,131
IDFM:472368,IDFM:471064,2,110
IDFM:463063,IDFM:21961,2,180
IDFM:monomodalStopPlace:47966,IDFM:472816,2,9
IDFM:monomodalStopPlace:43205,IDFM:25486,2,192
IDFM:472861,IDFM:471721,2,216
IDFM:29262,IDFM:471447,2,54
IDFM:9321,IDFM:monomodalStopPlace:473084,2,5
IDFM:472478,IDFM:471751,2,260
IDFM:470813,IDFM:470732,2,24
IDFM:472089,IDFM:494271,2,101
IDFM:470728,IDFM:470821,2,274
IDFM:monomodalStopPlace:47958,IDFM:monomodalStopPlace:473582,2,34
IDFM:463042,IDFM:22094,2,73
IDFM:492142,IDFM:472421,2,60
IDFM:486892,IDFM:486894,2,17
IDFM:471023,IDFM:monomodalStopPlace:473519,2,22
IDFM:470670,IDFM:471094,2,16
IDFM:471796,IDFM:472030,2,119
IDFM:471650,IDFM:471299,2,125
IDFM:22035,IDFM:monomodalStopPlace:477685,2,23
IDFM:470740,IDFM:472949,2,93
IDFM:22181,IDFM:463169,2,14
IDFM:471721,IDFM:472356,2,242
IDFM:471607,IDFM:472124,2,294
IDFM:monomodalStopPlace:43176,IDFM:472870,2,24
IDFM:monomodalStopPlace:43098,IDFM:471864,2,11
IDFM:470924,IDFM:472088,2,208
IDFM:28984,IDFM:monomodalStopPlace:473237,2,34
IDFM:471650,IDFM:472627,2,139
IDFM:472796,IDFM:462970,2,308
IDFM:22024,IDFM:463037,2,353
IDFM:22387,IDFM:monomodalStopPlace:473826,2,36
IDFM:471917,IDFM:471102,2,196
IDFM:471652,IDFM:monomodalStopPlace:45745,2,31
IDFM:472203,IDFM:472389,2,33
IDFM:monomodalStopPlace:473288,IDFM:470927,2,164
IDFM:470724,IDFM:470817,2,121
IDFM:471604,IDFM:470740,2,38
IDFM:471025,IDFM:471427,2,75
IDFM:472263,IDFM:471186,2,32
IDFM:472343,IDFM:477108,2,53
IDFM:471548,IDFM:471451,2,369
IDFM:463122,IDFM:21997,2,119
IDFM:472831,IDFM:471674,2,25
IDFM:monomodalStopPlace:473119,IDFM:471402,2,52
IDFM:470750,IDFM:472668,2,110
IDFM:480704,IDFM:471907,2,109
IDFM:monomodalStopPlace:43246,IDFM:479589,2,207
IDFM:463159,IDFM:463160,2,180
IDFM:2279,IDFM:472833,2,135
IDFM:471341,IDFM:471940,2,174
IDFM:monomodalStopPlace:43071,IDFM:472589,2,30
IDFM:monomodalStopPlace:473582,IDFM:471409,2,0
IDFM:monomodalStopPlace:43215,IDFM:472889,2,45
IDFM:monomodalStopPlace:473315,IDFM:monomodalStopPlace:47921,2,126
IDFM:462975,IDFM:478395,2,29
IDFM:471899,IDFM:470890,2,194
IDFM:472852,IDFM:monomodalStopPlace:58566,2,39
IDFM:22381,IDFM:monomodalStopPlace:45873,2,300
IDFM:421757,IDFM:471618,2,168
IDFM:472638,IDFM:monomodalStopPlace:48097,2,111
IDFM:472348,IDFM:472088,2,80
IDFM:monomodalStopPlace:473134,IDFM:471263,2,124
IDFM:471299,IDFM:470679,2,114
IDFM:472764,IDFM:473993,2,34
IDFM:472013,IDFM:472318,2,127
IDFM:472002,IDFM:472707,2,4
IDFM:monomodalStopPlace:473595,IDFM:474001,2,220
IDFM:470915,IDFM:471094,2,234
IDFM:monomodalStopPlace:43176,IDFM:471103,2,58
IDFM:471299,IDFM:471733,2,27
IDFM:463132,IDFM:24685,2,2
IDFM:470703,IDFM:472752,2,8
IDFM:471211,IDFM:471856,2,80
IDFM:472007,IDFM:470871,2,84
IDFM:472569,IDFM:472713,2,40
IDFM:471529,IDFM:472215,2,8
IDFM:472095,IDFM:470740,2,69
IDFM:470728,IDFM:472814,2,99
IDFM:monomodalStopPlace:473619,IDFM:14664,2,67
IDFM:471077,IDFM:472890,2,35
IDFM:462939,IDFM:monomodalStopPlace:43231,2,211
IDFM:22229,IDFM:463083,2,2
IDFM:472479,IDFM:483774,2,47
IDFM:22147,IDFM:monomodalStopPlace:45102,2,334
IDFM:470915,IDFM:472088,2,26
IDFM:412851,IDFM:monomodalStopPlace:47888,2,9
IDFM:monomodalStopPlace:47790,IDFM:491113,2,224
IDFM:472108,IDFM:monomodalStopPlace:43222,2,29
IDFM:monomodalStopPlace:473539,IDFM:472385,2,101
IDFM:470707,IDFM:monomodalStopPlace:43220,2,29
IDFM:471526,IDFM:monomodalStopPlace:58873,2,93
IDFM:472110,IDFM:463069,2,346
IDFM:471446,IDFM:472359,2,6
IDFM:471564,IDFM:472482,2,184
IDFM:21931,IDFM:463180,2,11
IDFM:471640,IDFM:471424,2,6
IDFM:22117,IDFM:463068,2,321
IDFM:471182,IDFM:471144,2,70
IDFM:21906,IDFM:21963,2,345
IDFM:472108,IDFM:471491,2,56
IDFM:471134,IDFM:470866,2,33
IDFM:471756,IDFM:471290,2,167
IDFM:472142,IDFM:472070,2,83
IDFM:471570,IDFM:monomodalStopPlace:46568,2,10
IDFM:monomodalStopPlace:473345,IDFM:471705,2,80
IDFM:470732,IDFM:470813,2,24
IDFM:monomodalStopPlace:43204,IDFM:486176,2,288
IDFM:470724,IDFM:472861,2,170
IDFM:472956,IDFM:472429,2,7
IDFM:monomodalStopPlace:473290,IDFM:monomodalStopPlace:47770,2,103
IDFM:19014,IDFM:monomodalStopPlace:473471,2,67
IDFM:471976,IDFM:472724,2,101
IDFM:471607,IDFM:472692,2,118
IDFM:471030,IDFM:471473,2,236
IDFM:monomodalStopPlace:473577,IDFM:472349,2,4
IDFM:monomodalStopPlace:473479,IDFM:36207,2,8
IDFM:monomodalStopPlace:473364,IDFM:472501,2,14
IDFM:471134,IDFM:472502,2,41
IDFM:monomodalStopPlace:474205,IDFM:470943,2,73
IDFM:480208,IDFM:471624,2,82
IDFM:471658,IDFM:472934,2,66
IDFM:470881,IDFM:470622,2,80
IDFM:463022,IDFM:22013,2,99
IDFM:472070,IDFM:470674,2,20
IDFM:monomodalStopPlace:43070,IDFM:472707,2,4
IDFM:monomodalStopPlace:411345,IDFM:471166,2,6
IDFM:471773,IDFM:472227,2,19
IDFM:491411,IDFM:470734,2,310
IDFM:monomodalStopPlace:473156,IDFM:monomodalStopPlace:46736,2,83
IDFM:470981,IDFM:472599,2,6
IDFM:470800,IDFM:471761,2,23
IDFM:monomodalStopPlace:43164,IDFM:470649,2,45
IDFM:424724,IDFM:471962,2,280
IDFM:473935,IDFM:473934,2,26
IDFM:463193,IDFM:473937,2,42
IDFM:472013,IDFM:471064,2,33
IDFM:471132,IDFM:470673,2,53
IDFM:471382,IDFM:470612,2,7
IDFM:463159,IDFM:21959,2,14
IDFM:monomodalStopPlace:470958,IDFM:471807,2,43
IDFM:472852,IDFM:471063,2,62
IDFM:462966,IDFM:22139,2,351
IDFM:471299,IDFM:471918,2,135
IDFM:monomodalStopPlace:42516,IDFM:33245,2,208
IDFM:470759,IDFM:monomodalStopPlace:473189,2,56
IDFM:472631,IDFM:471024,2,5
IDFM:472110,IDFM:472102,2,83
IDFM:471064,IDFM:462972,2,313
IDFM:472959,IDFM:471077,2,47
IDFM:monomodalStopPlace:58720,IDFM:471309,2,345
IDFM:471940,IDFM:472110,2,210
IDFM:463201,IDFM:21969,2,180
IDFM:472553,IDFM:472843,2,9
IDFM:472279,IDFM:471395,2,86
IDFM:463183,IDFM:471721,2,236
IDFM:472523,IDFM:472541,2,51
IDFM:472591,IDFM:472656,2,73
IDFM:471622,IDFM:470930,2,121
IDFM:471691,IDFM:471721,2,224
IDFM:472155,IDFM:4218,2,193
IDFM:480327,IDFM:470999,2,249
IDFM:471447,IDFM:470956,2,46
IDFM:monomodalStopPlace:47898,IDFM:monomodalStopPlace:473092,2,91
IDFM:monomodalStopPlace:473049,IDFM:471864,2,67
IDFM:monomodalStopPlace:46990,IDFM:471899,2,97
IDFM:470959,IDFM:471464,2,29
IDFM:471310,IDFM:470841,2,16
IDFM:470740,IDFM:472095,2,69
IDFM:472950,IDFM:472036,2,364
IDFM:monomodalStopPlace:473502,IDFM:472056,2,46
IDFM:19256,IDFM:470950,2,113
IDFM:472805,IDFM:472317,2,53
IDFM:monomodalStopPlace:43131,IDFM:471886,2,29
IDFM:488016,IDFM:471869,2,231
IDFM:494271,IDFM:471568,2,109
IDFM:472111,IDFM:472560,2,176
IDFM:494991,IDFM:471559,2,326
IDFM:420190,IDFM:monomodalStopPlace:473371,2,18
IDFM:470670,IDFM:486682,2,165
IDFM:472439,IDFM:monomodalStopPlace:473162,2,238
IDFM:471691,IDFM:471240,2,123
IDFM:monomodalStopPlace:462398,IDFM:monomodalStopPlace:462743,2,216
IDFM:471186,IDFM:monomodalStopPlace:58572,2,271
IDFM:472950,IDFM:471721,2,313
IDFM:471721,IDFM:471134,2,373
IDFM:22165,IDFM:463101,2,24
IDFM:471569,IDFM:471651,2,30
IDFM:472085,IDFM:471960,2,91
IDFM:471976,IDFM:463024,2,361
IDFM:22002,IDFM:21910,2,290
IDFM:472101,IDFM:monomodalStopPlace:50672,2,291
IDFM:24327,IDFM:monomodalStopPlace:473248,2,11
IDFM:16329,IDFM:471445,2,72
IDFM:20412,IDFM:20411,2,60
IDFM:21916,IDFM:463325,2,19
IDFM:472338,IDFM:470734,2,192
IDFM:472979,IDFM:15834,2,136
IDFM:471025,IDFM:472390,2,20
IDFM:monomodalStopPlace:43198,IDFM:474017,2,2
IDFM:471592,IDFM:471646,2,127
IDFM:monomodalStopPlace:473499,IDFM:471169,2,107
IDFM:471733,IDFM:472325,2,129
IDFM:471788,IDFM:471173,2,35
IDFM:472311,IDFM:472927,2,190
IDFM:463202,IDFM:21969,2,20
IDFM:471473,IDFM:471030,2,236
IDFM:471139,IDFM:470651,2,18
IDFM:463125,IDFM:463039,2,290
IDFM:472752,IDFM:470703,2,8
IDFM:monomodalStopPlace:411440,IDFM:471905,2,12
IDFM:470728,IDFM:472757,2,112
IDFM:monomodalStopPlace:473612,IDFM:monomodalStopPlace:47904,2,74
IDFM:472195,IDFM:472465,2,35
IDFM:22049,IDFM:463308,2,199
IDFM:471691,IDFM:472856,2,173
IDFM:471883,IDFM:471641,2,14
IDFM:monomodalStopPlace:473597,IDFM:monomodalStopPlace:43214,2,204
IDFM:463108,IDFM:22142,2,377
IDFM:472095,IDFM:471559,2,88
IDFM:471135,IDFM:471299,2,136
IDFM:monomodalStopPlace:470549,IDFM:473935,2,42
IDFM:470776,IDFM:462970,2,328
IDFM:472516,IDFM:471272,2,25
IDFM:monomodalStopPlace:411405,IDFM:472518,2,27
IDFM:470873,IDFM:monomodalStopPlace:473610,2,173
IDFM:21932,IDFM:22195,2,367
IDFM:472624,IDFM:monomodalStopPlace:463857,2,345
IDFM:472958,IDFM:471450,2,8
IDFM:471854,IDFM:463112,2,191
IDFM:424146,IDFM:472242,2,134
IDFM:8068,IDFM:monomodalStopPlace:473259,2,20
IDFM:470947,IDFM:470704,2,19
IDFM:471940,IDFM:472852,2,63
IDFM:490793,IDFM:monomodalStopPlace:42356,2,240
IDFM:480327,IDFM:monomodalStopPlace:473609,2,32
IDFM:471630,IDFM:monomodalStopPlace:470533,2,132
IDFM:472959,IDFM:471976,2,35
IDFM:34672,IDFM:34701,2,102
IDFM:472104,IDFM:monomodalStopPlace:477262,2,112
IDFM:471466,IDFM:14664,2,138
IDFM:40003,IDFM:monomodalStopPlace:473566,2,42
IDFM:471495,IDFM:22218,2,307
IDFM:monomodalStopPlace:43106,IDFM:472416,2,25
IDFM:480340,IDFM:monomodalStopPlace:45493,2,240
IDFM:462972,IDFM:470674,2,265
IDFM:39521,IDFM:471827,2,177
IDFM:472070,IDFM:471063,2,28
IDFM:472187,IDFM:471977,2,24
IDFM:462969,IDFM:462972,2,180
IDFM:470860,IDFM:monomodalStopPlace:43157,2,53
IDFM:472344,IDFM:472865,2,18
IDFM:473995,IDFM:473991,2,9
IDFM:470674,IDFM:462971,2,359
IDFM:monomodalStopPlace:51384,IDFM:471776,2,237
IDFM:22114,IDFM:463088,2,10
IDFM:25638,IDFM:25635,2,14
IDFM:472474,IDFM:474061,2,201
IDFM:470890,IDFM:monomodalStopPlace:44619,2,224
IDFM:472659,IDFM:monomodalStopPlace:43120,2,29
IDFM:471620,IDFM:471624,2,115
IDFM:471102,IDFM:491411,2,325
IDFM:472135,IDFM:472507,2,8
IDFM:472743,IDFM:472088,2,50
IDFM:471950,IDFM:472378,2,11
IDFM:25498,IDFM:471065,2,78
IDFM:472712,IDFM:monomodalStopPlace:42356,2,10
IDFM:480170,IDFM:22160,2,358
IDFM:422956,IDFM:472390,2,88
IDFM:monomodalStopPlace:473039,IDFM:471523,2,116
IDFM:470913,IDFM:monomodalStopPlace:48489,2,10
IDFM:471180,IDFM:471413,2,184
IDFM:3087,IDFM:471367,2,44
IDFM:481584,IDFM:470633,2,116
IDFM:470999,IDFM:480327,2,249
IDFM:471609,IDFM:471620,2,150
IDFM:monomodalStopPlace:44877,IDFM:21959,2,780
IDFM:472803,IDFM:470761,2,76
IDFM:13656,IDFM:470711,2,106
IDFM:471691,IDFM:472111,2,85
IDFM:471136,IDFM:472304,2,131
IDFM:471724,IDFM:470624,2,5
IDFM:13594,IDFM:monomodalStopPlace:473473,2,0
IDFM:471918,IDFM:471567,2,88
IDFM:470871,IDFM:monomodalStopPlace:43214,2,46
IDFM:35831,IDFM:monomodalStopPlace:46286,2,189
IDFM:470833,IDFM:22367,2,214
IDFM:monomodalStopPlace:47898,IDFM:470732,2,147
IDFM:22050,IDFM:463206,2,274
IDFM:monomodalStopPlace:42356,IDFM:470763,2,18
IDFM:monomodalStopPlace:58566,IDFM:462972,2,240
IDFM:472795,IDFM:472456,2,66
IDFM:463022,IDFM:471559,2,365
IDFM:471233,IDFM:471976,2,95
IDFM:472124,IDFM:471796,2,250
IDFM:monomodalStopPlace:43150,IDFM:471301,2,25
IDFM:463183,IDFM:22119,2,420
IDFM:22085,IDFM:22096,2,180
IDFM:22193,IDFM:22185,2,180
IDFM:470915,IDFM:470907,2,31
IDFM:472927,IDFM:471374,2,10
IDFM:monomodalStopPlace:470519,IDFM:472527,2,108
IDFM:471958,IDFM:472217,2,91
IDFM:470809,IDFM:471307,2,11
IDFM:482915,IDFM:monomodalStopPlace:464040,2,18
IDFM:463046,IDFM:486682,2,427
IDFM:22225,IDFM:monomodalStopPlace:58566,2,368
IDFM:463234,IDFM:21974,2,31
IDFM:monomodalStopPlace:45820,IDFM:472734,2,29
IDFM:29288,IDFM:monomodalStopPlace:473413,2,44
IDFM:462939,IDFM:471112,2,84
IDFM:470833,IDFM:471696,2,66
IDFM:monomodalStopPlace:45346,IDFM:462958,2,240
IDFM:471457,IDFM:22940,2,146
IDFM:472502,IDFM:22149,2,332
IDFM:22038,IDFM:41519,2,709
IDFM:monomodalStopPlace:473252,IDFM:472916,2,124
IDFM:monomodalStopPlace:411378,IDFM:472783,2,18
IDFM:474037,IDFM:monomodalStopPlace:47009,2,41
IDFM:471167,IDFM:472718,2,56
IDFM:472537,IDFM:472434,2,7
IDFM:471420,IDFM:monomodalStopPlace:473120,2,48
IDFM:monomodalStopPlace:43216,IDFM:471037,2,13
IDFM:472961,IDFM:472022,2,30
IDFM:472546,IDFM:monomodalStopPlace:58566,2,82
IDFM:471150,IDFM:28984,2,310
IDFM:monomodalStopPlace:473315,IDFM:472406,2,109
IDFM:463246,IDFM:463144,2,322
IDFM:472354,IDFM:471721,2,323
IDFM:471173,IDFM:480224,2,20
IDFM:471025,IDFM:472509,2,7
IDFM:22150,IDFM:463161,2,12
IDFM:472701,IDFM:471746,2,14
IDFM:472904,IDFM:472756,2,5
IDFM:472308,IDFM:471693,2,134
IDFM:monomodalStopPlace:47525,IDFM:471497,2,2
IDFM:472902,IDFM:36823,2,87
IDFM:471103,IDFM:monomodalStopPlace:43176,2,58
IDFM:474060,IDFM:monomodalStopPlace:473338,2,302
IDFM:monomodalStopPlace:45873,IDFM:472796,2,380
IDFM:monomodalStopPlace:43115,IDFM:470889,2,52
IDFM:472314,IDFM:470707,2,19
IDFM:22086,IDFM:22095,2,20
IDFM:471859,IDFM:472182,2,18
IDFM:monomodalStopPlace:43121,IDFM:471744,2,3
IDFM:monomodalStopPlace:473144,IDFM:473020,2,73
IDFM:471424,IDFM:monomodalStopPlace:411440,2,36
IDFM:41684,IDFM:471839,2,271
IDFM:472104,IDFM:477079,2,130
IDFM:471940,IDFM:471063,2,123
IDFM:21966,IDFM:463079,2,12
IDFM:470881,IDFM:monomodalStopPlace:43122,2,9
IDFM:462995,IDFM:21978,2,91
IDFM:471480,IDFM:monomodalStopPlace:473502,2,37
IDFM:monomodalStopPlace:473296,IDFM:470961,2,97
IDFM:470866,IDFM:470704,2,67
IDFM:22013,IDFM:494990,2,98
IDFM:monomodalStopPlace:470519,IDFM:471856,2,50
IDFM:monomodalStopPlace:470195,IDFM:472088,2,29
IDFM:411234,IDFM:472434,2,303
IDFM:473972,IDFM:monomodalStopPlace:43097,2,19
IDFM:472007,IDFM:monomodalStopPlace:43214,2,38
IDFM:474042,IDFM:474050,2,8
IDFM:472519,IDFM:471063,2,40
IDFM:474055,IDFM:monomodalStopPlace:47940,2,6
IDFM:472378,IDFM:488016,2,164
IDFM:472509,IDFM:472390,2,27
IDFM:470634,IDFM:monomodalStopPlace:44877,2,72
IDFM:471652,IDFM:monomodalStopPlace:473374,2,113
IDFM:472102,IDFM:471341,2,43
IDFM:472318,IDFM:470692,2,43
IDFM:27031,IDFM:471033,2,86
IDFM:22194,IDFM:463081,2,180
IDFM:472006,IDFM:42112,2,321
IDFM:471968,IDFM:463182,2,305
IDFM:481584,IDFM:monomodalStopPlace:473091,2,89
IDFM:472732,IDFM:monomodalStopPlace:46990,2,96
IDFM:monomodalStopPlace:473471,IDFM:471874,2,173
IDFM:473937,IDFM:29239,2,222
IDFM:471962,IDFM:472391,2,25
IDFM:monomodalStopPlace:47889,IDFM:474012,2,7
IDFM:473013,IDFM:monomodalStopPlace:46731,2,5
IDFM:monomodalStopPlace:473605,IDFM:471140,2,15
IDFM:471963,IDFM:472314,2,22
IDFM:monomodalStopPlace:45759,IDFM:monomodalStopPlace:473183,2,135
IDFM:472005,IDFM:18304,2,131
IDFM:472477,IDFM:9706,2,140
IDFM:32801,IDFM:monomodalStopPlace:47944,2,210
IDFM:423185,IDFM:472807,2,95
IDFM:22073,IDFM:462942,2,200
IDFM:471724,IDFM:470692,2,34
IDFM:494019,IDFM:494116,2,6
IDFM:423989,IDFM:470944,2,101
IDFM:472692,IDFM:22367,2,125
IDFM:477737,IDFM:472701,2,84
IDFM:472964,IDFM:471135,2,56
IDFM:monomodalStopPlace:473345,IDFM:monomodalStopPlace:47878,2,93
IDFM:472434,IDFM:471074,2,65
IDFM:472033,IDFM:470751,2,8
IDFM:monomodalStopPlace:473084,IDFM:472554,2,147
IDFM:471968,IDFM:470821,2,144
IDFM:471950,IDFM:472263,2,136
IDFM:22199,IDFM:21918,2,180
IDFM:monomodalStopPlace:470519,IDFM:471604,2,66
IDFM:471629,IDFM:monomodalStopPlace:44366,2,329
IDFM:472741,IDFM:472740,2,20
IDFM:472146,IDFM:471183,2,10
IDFM:472741,IDFM:472821,2,28
IDFM:monomodalStopPlace:473559,IDFM:monomodalStopPlace:47959,2,54
IDFM:494082,IDFM:471852,2,139
IDFM:472627,IDFM:471704,2,130
IDFM:471746,IDFM:34333,2,215
IDFM:463011,IDFM:22093,2,13
