from_stop_id,to_stop_id,transfer_type,min_transfer_time
IDFM:472560,IDFM:472036,2,355
IDFM:472757,IDFM:471691,2,71
IDFM:471506,IDFM:14402,2,173
IDFM:472026,IDFM:472148,2,9
IDFM:472570,IDFM:471233,2,61
IDFM:471657,IDFM:monomodalStopPlace:45759,2,120
IDFM:472015,IDFM:472267,2,177
IDFM:monomodalStopPlace:473401,IDFM:471877,2,45
IDFM:471693,IDFM:472308,2,134
IDFM:463046,IDFM:463197,2,420
IDFM:471942,IDFM:monomodalStopPlace:46163,2,6
IDFM:monomodalStopPlace:47898,IDFM:471689,2,154
IDFM:monomodalStopPlace:487011,IDFM:487010,2,25
IDFM:472420,IDFM:monomodalStopPlace:47876,2,55
IDFM:477108,IDFM:monomodalStopPlace:473087,2,76
IDFM:470692,IDFM:472273,2,148
IDFM:monomodalStopPlace:473049,IDFM:monomodalStopPlace:43098,2,79
IDFM:471328,IDFM:472378,2,21
IDFM:monomodalStopPlace:473528,IDFM:471142,2,71
IDFM:470776,IDFM:471063,2,73
IDFM:472869,IDFM:472541,2,18
IDFM:471341,IDFM:471150,2,31
IDFM:471567,IDFM:471135,2,111
IDFM:monomodalStopPlace:43222,IDFM:472108,2,29
IDFM:472343,IDFM:470889,2,50
IDFM:471186,IDFM:471240,2,74
IDFM:472777,IDFM:471964,2,186
IDFM:423884,IDFM:471630,2,139
IDFM:471074,IDFM:411234,2,238
IDFM:22199,IDFM:462946,2,180
IDFM:monomodalStopPlace:59352,IDFM:2876,2,12
IDFM:monomodalStopPlace:473521,IDFM:472467,2,53
IDFM:monomodalStopPlace:473452,IDFM:30294,2,146
IDFM:471714,IDFM:470981,2,82
IDFM:3465,IDFM:471838,2,63
IDFM:472451,IDFM:monomodalStopPlace:43238,2,274
IDFM:monomodalStopPlace:473501,IDFM:471307,2,43
IDFM:472063,IDFM:471759,2,125
IDFM:25635,IDFM:25638,2,14
IDFM:monomodalStopPlace:473237,IDFM:472546,2,315
IDFM:monomodalStopPlace:411332,IDFM:472426,2,5
IDFM:462972,IDFM:471940,2,230
IDFM:472456,IDFM:monomodalStopPlace:473596,2,202
IDFM:471794,IDFM:471935,2,178
IDFM:472126,IDFM:40740,2,93
IDFM:472866,IDFM:472621,2,16
IDFM:22155,IDFM:22131,2,90
IDFM:474033,IDFM:monomodalStopPlace:473304,2,25
IDFM:473993,IDFM:22147,2,309
IDFM:monomodalStopPlace:473164,IDFM:470622,2,30
IDFM:471869,IDFM:472356,2,213
IDFM:471015,IDFM:472805,2,58
IDFM:471561,IDFM:monomodalStopPlace:47923,2,51
IDFM:463021,IDFM:monomodalStopPlace:470519,2,240
IDFM:472627,IDFM:471521,2,137
IDFM:470747,IDFM:471759,2,103
IDFM:462970,IDFM:28984,2,195
IDFM:21905,IDFM:463048,2,282
IDFM:490851,IDFM:490835,2,6
IDFM:472121,IDFM:monomodalStopPlace:473596,2,140
IDFM:490835,IDFM:490851,2,6
IDFM:471917,IDFM:471936,2,260
IDFM:21962,IDFM:471940,2,240
IDFM:471069,IDFM:monomodalStopPlace:43105,2,4
IDFM:monomodalStopPlace:43227,IDFM:27153,2,350
IDFM:monomodalStopPlace:470540,IDFM:463198,2,240
IDFM:monomodalStopPlace:45067,IDFM:472195,2,47
IDFM:473928,IDFM:473939,2,4
IDFM:30520,IDFM:471832,2,138
IDFM:470789,IDFM:472725,2,27
IDFM:472934,IDFM:22032,2,286
IDFM:471135,IDFM:471693,2,32
IDFM:472865,IDFM:472344,2,18
IDFM:472668,IDFM:471148,2,111
IDFM:472507,IDFM:472259,2,17
IDFM:463025,IDFM:22365,2,126
IDFM:37454,IDFM:471454,2,147
IDFM:472641,IDFM:monomodalStopPlace:44628,2,49
IDFM:472273,IDFM:472102,2,63
IDFM:monomodalStopPlace:43176,IDFM:471454,2,59
IDFM:monomodalStopPlace:473425,IDFM:472711,2,110
IDFM:463079,IDFM:21959,2,420
IDFM:monomodalStopPlace:47145,IDFM:monomodalStopPlace:473367,2,116
IDFM:471541,IDFM:472064,2,37
IDFM:472685,IDFM:470834,2,23
IDFM:463055,IDFM:21908,2,12
IDFM:471856,IDFM:472502,2,26
IDFM:monomodalStopPlace:473479,IDFM:monomodalStopPlace:47181,2,58
IDFM:472565,IDFM:470673,2,64
IDFM:480211,IDFM:424724,2,222
IDFM:472440,IDFM:471763,2,11
IDFM:471245,IDFM:472069,2,37
IDFM:462975,IDFM:22227,2,120
IDFM:6755,IDFM:monomodalStopPlace:47187,2,197
IDFM:470891,IDFM:471014,2,109
IDFM:483898,IDFM:483904,2,6
IDFM:472094,IDFM:470750,2,12
IDFM:486682,IDFM:470747,2,173
IDFM:40630,IDFM:472904,2,211
IDFM:22384,IDFM:463034,2,8
IDFM:471724,IDFM:22218,2,296
IDFM:monomodalStopPlace:473543,IDFM:487895,2,48
IDFM:472881,IDFM:470990,2,9
IDFM:monomodalStopPlace:473377,IDFM:472133,2,295
IDFM:470724,IDFM:monomodalStopPlace:58572,2,249
IDFM:monomodalStopPlace:477262,IDFM:471928,2,201
IDFM:470947,IDFM:472541,2,9
IDFM:470776,IDFM:471940,2,196
IDFM:470915,IDFM:486682,2,162
IDFM:471450,IDFM:monomodalStopPlace:473566,2,127
IDFM:492187,IDFM:22157,2,583
IDFM:28984,IDFM:472273,2,339
IDFM:monomodalStopPlace:473445,IDFM:471834,2,68
IDFM:472154,IDFM:monomodalStopPlace:473134,2,119
IDFM:monomodalStopPlace:473449,IDFM:490833,2,115
IDFM:472895,IDFM:471742,2,155
IDFM:471917,IDFM:472356,2,265
IDFM:472502,IDFM:472523,2,108
IDFM:471096,IDFM:472902,2,6
IDFM:473946,IDFM:monomodalStopPlace:47888,2,8
IDFM:471045,IDFM:monomodalStopPlace:473467,2,163
IDFM:22920,IDFM:472887,2,105
IDFM:472814,IDFM:472950,2,200
IDFM:470740,IDFM:491411,2,301
IDFM:463111,IDFM:21998,2,132
IDFM:37418,IDFM:463131,2,192
IDFM:472166,IDFM:492439,2,142
IDFM:monomodalStopPlace:58720,IDFM:471917,2,281
IDFM:472603,IDFM:472114,2,13
IDFM:470927,IDFM:471685,2,31
IDFM:463102,IDFM:463042,2,366
IDFM:472707,IDFM:32426,2,56
IDFM:470982,IDFM:471311,2,79
IDFM:22032,IDFM:472208,2,247
IDFM:monomodalStopPlace:46304,IDFM:470795,2,17
IDFM:472013,IDFM:471238,2,138
IDFM:472861,IDFM:471968,2,8
IDFM:471063,IDFM:472110,2,87
IDFM:5250,IDFM:5251,2,60
IDFM:474027,IDFM:474029,2,8
IDFM:470981,IDFM:471815,2,86
IDFM:monomodalStopPlace:473132,IDFM:472306,2,157
IDFM:471716,IDFM:471973,2,7
IDFM:22147,IDFM:463171,2,0
IDFM:monomodalStopPlace:44787,IDFM:471045,2,54
IDFM:462970,IDFM:471064,2,331
IDFM:472845,IDFM:471343,2,39
IDFM:471796,IDFM:471950,2,120
IDFM:monomodalStopPlace:411467,IDFM:471308,2,30
IDFM:472106,IDFM:472108,2,49
IDFM:monomodalStopPlace:47877,IDFM:monomodalStopPlace:473466,2,128
IDFM:471960,IDFM:472396,2,99
IDFM:monomodalStopPlace:463857,IDFM:462955,2,209
IDFM:22109,IDFM:463322,2,12
IDFM:471705,IDFM:40740,2,76
IDFM:470728,IDFM:472263,2,64
IDFM:472765,IDFM:471623,2,49
IDFM:monomodalStopPlace:43238,IDFM:471820,2,299
IDFM:471869,IDFM:472378,2,72
IDFM:472961,IDFM:472814,2,221
IDFM:monomodalStopPlace:47909,IDFM:471708,2,57
IDFM:471956,IDFM:monomodalStopPlace:473072,2,159
IDFM:monomodalStopPlace:47517,IDFM:monomodalStopPlace:473125,2,38
IDFM:monomodalStopPlace:47937,IDFM:471846,2,7
IDFM:472445,IDFM:monomodalStopPlace:473033,2,155
IDFM:25498,IDFM:monomodalStopPlace:43205,2,203
IDFM:471139,IDFM:monomodalStopPlace:44411,2,92
IDFM:472391,IDFM:424724,2,305
IDFM:463185,IDFM:22084,2,0
IDFM:472854,IDFM:472783,2,14
IDFM:471098,IDFM:11803,2,135
IDFM:463022,IDFM:463021,2,84
IDFM:471691,IDFM:472560,2,90
IDFM:472011,IDFM:471993,2,12
IDFM:473922,IDFM:monomodalStopPlace:58759,2,5
IDFM:471432,IDFM:24919,2,166
IDFM:22149,IDFM:471559,2,239
IDFM:monomodalStopPlace:46375,IDFM:470880,2,15
IDFM:472627,IDFM:471794,2,134
IDFM:471449,IDFM:472866,2,8
IDFM:5115,IDFM:471261,2,95
IDFM:488016,IDFM:471936,2,149
IDFM:monomodalStopPlace:43098,IDFM:471292,2,24
IDFM:472344,IDFM:472959,2,117
IDFM:472448,IDFM:monomodalStopPlace:46444,2,241
IDFM:420782,IDFM:471449,2,131
IDFM:473940,IDFM:monomodalStopPlace:47046,2,16
IDFM:471805,IDFM:472178,2,11
IDFM:462972,IDFM:472934,2,239
IDFM:39521,IDFM:monomodalStopPlace:58267,2,333
IDFM:monomodalStopPlace:45739,IDFM:471148,2,63
IDFM:monomodalStopPlace:47942,IDFM:472927,2,37
IDFM:471411,IDFM:422956,2,113
IDFM:29239,IDFM:monomodalStopPlace:43536,2,51
IDFM:monomodalStopPlace:473265,IDFM:472871,2,83
IDFM:471658,IDFM:470776,2,169
IDFM:471127,IDFM:monomodalStopPlace:427872,2,13
IDFM:470625,IDFM:472955,2,9
IDFM:471680,IDFM:26958,2,176
IDFM:472956,IDFM:monomodalStopPlace:43127,2,12
IDFM:471299,IDFM:471704,2,38
IDFM:470776,IDFM:21962,2,329
IDFM:22199,IDFM:462962,2,13
IDFM:32807,IDFM:471795,2,119
IDFM:monomodalStopPlace:43245,IDFM:470816,2,191
IDFM:472463,IDFM:monomodalStopPlace:43178,2,54
IDFM:472102,IDFM:462970,2,332
IDFM:471449,IDFM:monomodalStopPlace:43112,2,4
IDFM:463067,IDFM:473920,2,32
IDFM:474025,IDFM:474026,2,10
IDFM:470947,IDFM:470734,2,161
IDFM:471693,IDFM:472325,2,139
IDFM:22146,IDFM:monomodalStopPlace:45102,2,180
IDFM:470879,IDFM:471309,2,34
IDFM:472861,IDFM:471796,2,112
IDFM:monomodalStopPlace:473303,IDFM:470762,2,99
IDFM:472167,IDFM:471189,2,9
IDFM:471704,IDFM:472173,2,79
IDFM:40806,IDFM:monomodalStopPlace:412380,2,28
IDFM:472141,IDFM:5115,2,106
IDFM:monomodalStopPlace:46847,IDFM:470968,2,27
IDFM:472856,IDFM:472757,2,245
IDFM:471240,IDFM:470724,2,8
IDFM:472589,IDFM:472815,2,10
IDFM:472177,IDFM:monomodalStopPlace:473336,2,57
IDFM:472621,IDFM:471449,2,25
IDFM:472263,IDFM:472757,2,73
IDFM:472856,IDFM:471869,2,75
IDFM:471266,IDFM:monomodalStopPlace:473427,2,156
IDFM:472636,IDFM:monomodalStopPlace:473154,2,94
IDFM:472378,IDFM:471691,2,69
IDFM:471653,IDFM:472654,2,11
IDFM:470740,IDFM:472338,2,203
IDFM:463042,IDFM:463043,2,59
IDFM:472544,IDFM:472431,2,97
IDFM:471839,IDFM:472706,2,11
IDFM:472780,IDFM:471329,2,21
IDFM:471164,IDFM:471148,2,85
IDFM:472409,IDFM:472389,2,31
IDFM:472782,IDFM:423884,2,133
IDFM:471212,IDFM:472771,2,6
IDFM:472048,IDFM:470734,2,183
IDFM:472692,IDFM:463006,2,128
IDFM:471566,IDFM:472173,2,28
IDFM:472865,IDFM:472570,2,90
IDFM:462991,IDFM:21945,2,61
IDFM:470738,IDFM:monomodalStopPlace:45453,2,5
IDFM:463189,IDFM:monomodalStopPlace:45873,2,259
IDFM:472273,IDFM:472318,2,189
IDFM:494991,IDFM:472541,2,232
IDFM:472111,IDFM:472378,2,154
IDFM:471328,IDFM:471936,2,139
IDFM:monomodalStopPlace:43931,IDFM:38013,2,19
IDFM:monomodalStopPlace:474069,IDFM:474063,2,11
IDFM:470817,IDFM:471482,2,125
IDFM:472624,IDFM:472308,2,18
IDFM:21962,IDFM:472852,2,239
IDFM:472418,IDFM:monomodalStopPlace:43142,2,7
IDFM:471480,IDFM:30945,2,29
IDFM:472950,IDFM:471022,2,126
IDFM:471976,IDFM:21981,2,293
IDFM:471150,IDFM:462969,2,349
IDFM:470920,IDFM:471942,2,7
IDFM:471482,IDFM:472950,2,31
IDFM:470932,IDFM:471441,2,49
IDFM:471533,IDFM:471856,2,169
IDFM:471534,IDFM:23054,2,230
IDFM:471030,IDFM:471335,2,179
IDFM:471457,IDFM:monomodalStopPlace:43112,2,21
IDFM:monomodalStopPlace:473258,IDFM:424146,2,0
IDFM:490833,IDFM:472867,2,238
IDFM:472632,IDFM:39519,2,186
IDFM:472496,IDFM:monomodalStopPlace:411390,2,48
IDFM:471127,IDFM:monomodalStopPlace:473319,2,56
IDFM:472398,IDFM:470889,2,99
IDFM:monomodalStopPlace:43044,IDFM:470927,2,15
IDFM:471134,IDFM:471604,2,84
IDFM:470846,IDFM:480207,2,26
IDFM:471928,IDFM:472104,2,96
IDFM:472214,IDFM:472306,2,23
IDFM:473934,IDFM:monomodalStopPlace:43536,2,272
IDFM:monomodalStopPlace:43071,IDFM:471113,2,35
IDFM:472142,IDFM:471064,2,17
IDFM:472788,IDFM:474061,2,215
IDFM:470774,IDFM:monomodalStopPlace:473340,2,46
IDFM:monomodalStopPlace:43102,IDFM:472752,2,4
IDFM:472565,IDFM:monomodalStopPlace:46444,2,327
IDFM:470747,IDFM:472128,2,225
IDFM:471659,IDFM:471380,2,35
IDFM:22160,IDFM:480170,2,358
IDFM:472047,IDFM:471812,2,10
IDFM:monomodalStopPlace:411464,IDFM:472715,2,28
IDFM:472102,IDFM:472110,2,83
IDFM:471796,IDFM:22007,2,373
IDFM:472318,IDFM:470776,2,192
IDFM:471608,IDFM:monomodalStopPlace:473338,2,56
IDFM:472577,IDFM:470747,2,249
IDFM:472715,IDFM:monomodalStopPlace:411464,2,28
IDFM:472895,IDFM:471918,2,145
IDFM:471794,IDFM:472895,2,36
IDFM:472907,IDFM:471136,2,62
IDFM:471150,IDFM:463066,2,351
IDFM:monomodalStopPlace:58718,IDFM:463188,2,420
IDFM:472687,IDFM:monomodalStopPlace:43083,2,3
IDFM:472289,IDFM:471132,2,47
IDFM:472378,IDFM:471186,2,106
IDFM:470728,IDFM:471102,2,120
IDFM:472644,IDFM:470990,2,95
IDFM:22368,IDFM:463074,2,313
IDFM:470747,IDFM:471520,2,239
IDFM:monomodalStopPlace:47145,IDFM:471779,2,26
IDFM:471482,IDFM:471102,2,187
IDFM:5250,IDFM:471069,2,77
IDFM:472049,IDFM:471838,2,24
IDFM:490789,IDFM:490766,2,9
IDFM:3823,IDFM:471218,2,273
IDFM:471406,IDFM:472092,2,23
IDFM:monomodalStopPlace:473288,IDFM:36431,2,30
IDFM:471856,IDFM:472541,2,110
IDFM:470932,IDFM:472284,2,8
IDFM:463001,IDFM:494990,2,101
IDFM:472990,IDFM:472149,2,38
IDFM:472560,IDFM:472124,2,325
IDFM:monomodalStopPlace:473048,IDFM:470718,2,159
IDFM:monomodalStopPlace:470549,IDFM:monomodalStopPlace:43536,2,323
IDFM:22021,IDFM:471778,2,228
IDFM:471424,IDFM:472051,2,26
IDFM:470724,IDFM:471691,2,116
IDFM:471054,IDFM:472177,2,62
IDFM:22083,IDFM:471073,2,284
IDFM:471644,IDFM:471503,2,10
IDFM:monomodalStopPlace:43090,IDFM:472170,2,4
IDFM:472950,IDFM:491411,2,377
IDFM:monomodalStopPlace:473452,IDFM:monomodalStopPlace:45812,2,180
IDFM:470670,IDFM:472015,2,79
IDFM:472009,IDFM:471763,2,10
IDFM:22194,IDFM:463063,2,12
IDFM:470784,IDFM:480704,2,115
IDFM:471931,IDFM:425649,2,88
IDFM:472289,IDFM:472565,2,57
IDFM:471186,IDFM:471721,2,252
IDFM:monomodalStopPlace:473252,IDFM:monomodalStopPlace:46286,2,84
IDFM:472964,IDFM:41519,2,115
IDFM:monomodalStopPlace:462394,IDFM:monomodalStopPlace:58720,2,367
IDFM:13271,IDFM:470732,2,147
IDFM:471928,IDFM:472737,2,33
IDFM:472850,IDFM:monomodalStopPlace:43091,2,13
IDFM:463182,IDFM:471721,2,197
IDFM:36266,IDFM:470990,2,28
IDFM:472668,IDFM:472094,2,97
IDFM:470674,IDFM:472273,2,80
IDFM:471187,IDFM:471484,2,14
IDFM:472523,IDFM:470947,2,48
IDFM:16341,IDFM:474006,2,182
IDFM:472415,IDFM:477108,2,55
IDFM:471520,IDFM:474065,2,193
IDFM:463204,IDFM:22192,2,13
IDFM:22148,IDFM:494992,2,82
IDFM:monomodalStopPlace:473603,IDFM:471267,2,110
IDFM:471238,IDFM:471063,2,131
IDFM:474424,IDFM:473828,2,237
IDFM:472088,IDFM:471200,2,34
IDFM:22178,IDFM:463129,2,180
IDFM:472947,IDFM:34790,2,212
IDFM:monomodalStopPlace:473407,IDFM:472706,2,278
IDFM:471953,IDFM:25635,2,149
IDFM:472018,IDFM:monomodalStopPlace:43247,2,8
IDFM:463198,IDFM:22193,2,180
IDFM:monomodalStopPlace:46395,IDFM:423989,2,204
IDFM:470674,IDFM:21964,2,370
IDFM:monomodalStopPlace:470533,IDFM:471630,2,132
IDFM:471721,IDFM:471309,2,310
IDFM:472013,IDFM:470624,2,70
IDFM:29288,IDFM:28296,2,60
IDFM:22183,IDFM:463202,2,180
IDFM:22087,IDFM:473990,2,358
IDFM:monomodalStopPlace:473858,IDFM:16341,2,56
IDFM:21931,IDFM:22082,2,300
IDFM:471393,IDFM:470751,2,202
IDFM:470821,IDFM:471968,2,144
IDFM:472963,IDFM:472227,2,6
IDFM:471495,IDFM:21962,2,237
IDFM:monomodalStopPlace:44877,IDFM:463160,2,780
IDFM:472996,IDFM:463208,2,144
IDFM:22141,IDFM:463073,2,12
IDFM:463182,IDFM:462982,2,420
IDFM:472490,IDFM:463112,2,187
IDFM:472299,IDFM:monomodalStopPlace:473449,2,266
IDFM:472108,IDFM:monomodalStopPlace:473619,2,103
IDFM:471233,IDFM:472718,2,127
IDFM:monomodalStopPlace:44201,IDFM:26157,2,232
IDFM:472138,IDFM:470841,2,14
IDFM:463095,IDFM:463008,2,292
IDFM:474058,IDFM:474060,2,9
IDFM:472880,IDFM:471560,2,99
IDFM:472654,IDFM:8645,2,225
IDFM:7685,IDFM:471763,2,127
IDFM:monomodalStopPlace:473338,IDFM:471608,2,56
IDFM:477209,IDFM:472962,2,76
IDFM:471658,IDFM:470674,2,86
IDFM:monomodalStopPlace:473354,IDFM:472568,2,141
IDFM:463187,IDFM:21996,2,30
IDFM:monomodalStopPlace:473401,IDFM:472023,2,65
IDFM:463144,IDFM:21932,2,11
IDFM:463011,IDFM:463010,2,148
IDFM:463109,IDFM:22233,2,16
IDFM:471523,IDFM:32426,2,48
IDFM:463046,IDFM:monomodalStopPlace:470195,2,180
IDFM:463069,IDFM:470674,2,285
IDFM:470679,IDFM:471742,2,31
IDFM:471341,IDFM:462969,2,375
IDFM:411300,IDFM:471716,2,123
IDFM:471746,IDFM:477737,2,70
IDFM:471612,IDFM:monomodalStopPlace:473211,2,90
IDFM:471559,IDFM:472338,2,223
IDFM:472720,IDFM:monomodalStopPlace:43115,2,15
IDFM:487010,IDFM:487012,2,9
IDFM:463103,IDFM:22151,2,86
IDFM:472378,IDFM:472036,2,335
IDFM:monomodalStopPlace:473047,IDFM:monomodalStopPlace:47925,2,114
IDFM:monomodalStopPlace:47922,IDFM:471090,2,17
IDFM:473993,IDFM:22146,2,153
IDFM:monomodalStopPlace:58759,IDFM:473923,2,7
IDFM:470761,IDFM:472625,2,8
IDFM:470950,IDFM:19417,2,44
IDFM:21958,IDFM:471451,2,161
IDFM:monomodalStopPlace:43218,IDFM:monomodalStopPlace:473605,2,54
IDFM:monomodalStopPlace:473276,IDFM:471885,2,103
IDFM:473971,IDFM:473970,2,22
IDFM:470774,IDFM:471055,2,16
IDFM:470619,IDFM:monomodalStopPlace:43164,2,48
IDFM:monomodalStopPlace:473553,IDFM:471476,2,191
IDFM:472584,IDFM:monomodalStopPlace:47530,2,7
IDFM:monomodalStopPlace:415091,IDFM:463052,2,420
IDFM:monomodalStopPlace:473851,IDFM:491568,2,42
IDFM:471461,IDFM:monomodalStopPlace:45814,2,5
IDFM:471406,IDFM:472235,2,223
IDFM:471885,IDFM:470635,2,12
IDFM:33956,IDFM:471196,2,156
IDFM:427044,IDFM:monomodalStopPlace:427871,2,109
IDFM:474057,IDFM:monomodalStopPlace:43169,2,1
IDFM:473921,IDFM:463159,2,298
IDFM:monomodalStopPlace:45493,IDFM:470793,2,29
IDFM:472349,IDFM:471065,2,26
IDFM:463257,IDFM:monomodalStopPlace:415093,2,240
IDFM:monomodalStopPlace:473528,IDFM:471986,2,64
IDFM:471426,IDFM:monomodalStopPlace:473425,2,79
IDFM:470751,IDFM:470743,2,49
IDFM:472142,IDFM:463066,2,320
IDFM:monomodalStopPlace:47897,IDFM:471703,2,9
IDFM:472723,IDFM:472048,2,45
IDFM:463008,IDFM:463032,2,110
IDFM:474234,IDFM:470731,2,97
IDFM:472757,IDFM:472034,2,129
IDFM:monomodalStopPlace:473426,IDFM:471699,2,264
IDFM:471194,IDFM:monomodalStopPlace:473595,2,236
IDFM:463142,IDFM:22210,2,31
IDFM:472725,IDFM:34701,2,128
IDFM:471520,IDFM:470670,2,251
IDFM:472110,IDFM:472142,2,37
IDFM:470740,IDFM:463001,2,369
IDFM:17404,IDFM:471784,2,206
IDFM:22148,IDFM:494990,2,67
IDFM:462966,IDFM:21976,2,81
IDFM:22230,IDFM:471566,2,366
IDFM:470763,IDFM:37615,2,72
IDFM:471950,IDFM:472814,2,180
IDFM:monomodalStopPlace:473237,IDFM:21962,2,170
IDFM:21983,IDFM:463306,2,373
IDFM:463306,IDFM:473916,2,156
IDFM:473001,IDFM:472465,2,5
IDFM:470633,IDFM:monomodalStopPlace:43075,2,28
IDFM:monomodalStopPlace:470549,IDFM:22101,2,240
IDFM:471693,IDFM:472319,2,154
IDFM:472368,IDFM:463069,2,271
IDFM:472124,IDFM:472869,2,380
IDFM:471240,IDFM:472950,2,208
IDFM:488016,IDFM:472111,2,52
IDFM:472541,IDFM:472502,2,84
IDFM:472695,IDFM:471592,2,134
IDFM:490848,IDFM:490841,2,6
IDFM:22149,IDFM:472036,2,264
IDFM:471180,IDFM:472479,2,228
IDFM:471126,IDFM:35026,2,208
IDFM:22239,IDFM:462976,2,13
IDFM:monomodalStopPlace:47130,IDFM:471196,2,72
IDFM:471864,IDFM:472148,2,4
IDFM:480704,IDFM:470784,2,115
IDFM:471073,IDFM:472743,2,186
IDFM:471229,IDFM:472843,2,17
IDFM:monomodalStopPlace:473307,IDFM:473018,2,220
IDFM:472098,IDFM:monomodalStopPlace:43248,2,15
IDFM:22147,IDFM:473921,2,359
IDFM:monomodalStopPlace:473541,IDFM:471752,2,60
IDFM:473916,IDFM:462998,2,378
IDFM:monomodalStopPlace:473341,IDFM:472008,2,87
IDFM:monomodalStopPlace:47899,IDFM:monomodalStopPlace:473882,2,149
IDFM:monomodalStopPlace:44411,IDFM:471025,2,83
IDFM:471856,IDFM:471607,2,38
IDFM:21942,IDFM:463053,2,11
IDFM:474005,IDFM:monomodalStopPlace:473858,2,125
IDFM:471335,IDFM:472323,2,159
IDFM:471936,IDFM:472030,2,168
IDFM:472128,IDFM:474065,2,207
IDFM:22233,IDFM:463109,2,16
IDFM:492027,IDFM:472903,2,77
IDFM:471150,IDFM:471064,2,38
IDFM:22086,IDFM:463043,2,52
IDFM:470953,IDFM:470734,2,347
IDFM:471010,IDFM:monomodalStopPlace:46647,2,8
IDFM:474065,IDFM:21958,2,166
IDFM:474060,IDFM:471587,2,224
IDFM:monomodalStopPlace:470519,IDFM:472692,2,35
IDFM:471703,IDFM:monomodalStopPlace:473085,2,45
IDFM:472920,IDFM:471248,2,153
IDFM:472202,IDFM:monomodalStopPlace:47877,2,24
IDFM:472523,IDFM:471607,2,168
IDFM:22006,IDFM:463003,2,42
IDFM:471218,IDFM:472097,2,317
IDFM:471015,IDFM:472744,2,83
IDFM:463182,IDFM:472263,2,374
IDFM:monomodalStopPlace:47145,IDFM:471380,2,26
IDFM:monomodalStopPlace:43114,IDFM:471418,2,127
IDFM:463006,IDFM:470947,2,98
IDFM:470917,IDFM:monomodalStopPlace:411421,2,201
IDFM:monomodalStopPlace:43214,IDFM:470871,2,46
IDFM:monomodalStopPlace:473577,IDFM:471181,2,11
IDFM:472594,IDFM:472080,2,28
IDFM:471607,IDFM:470740,2,18
IDFM:monomodalStopPlace:473321,IDFM:470868,2,154
IDFM:411277,IDFM:monomodalStopPlace:473094,2,61
IDFM:480393,IDFM:monomodalStopPlace:473374,2,133
IDFM:471607,IDFM:472095,2,52
IDFM:22032,IDFM:472934,2,286
IDFM:41519,IDFM:470679,2,153
IDFM:471341,IDFM:472519,2,34
IDFM:30550,IDFM:30551,2,60
IDFM:monomodalStopPlace:473404,IDFM:472980,2,166
IDFM:monomodalStopPlace:53784,IDFM:473914,2,5
IDFM:472431,IDFM:monomodalStopPlace:473561,2,34
IDFM:484166,IDFM:463193,2,153
IDFM:monomodalStopPlace:473891,IDFM:472317,2,183
IDFM:22092,IDFM:463060,2,264
IDFM:472409,IDFM:470891,2,35
IDFM:463172,IDFM:22204,2,13
IDFM:471607,IDFM:471604,2,20
IDFM:472456,IDFM:472795,2,66
IDFM:472930,IDFM:470957,2,26
IDFM:473989,IDFM:463158,2,302
IDFM:22057,IDFM:463150,2,149
IDFM:471674,IDFM:472831,2,25
IDFM:471459,IDFM:470793,2,72
IDFM:470760,IDFM:monomodalStopPlace:411378,2,18
IDFM:472226,IDFM:monomodalStopPlace:462398,2,6
IDFM:22184,IDFM:22181,2,180
IDFM:22364,IDFM:463080,2,368
IDFM:471064,IDFM:471658,2,137
IDFM:472235,IDFM:472092,2,246
IDFM:monomodalStopPlace:47491,IDFM:471156,2,5
IDFM:463201,IDFM:22162,2,180
IDFM:471240,IDFM:472263,2,56
IDFM:472523,IDFM:471696,2,75
IDFM:470605,IDFM:471478,2,10
IDFM:monomodalStopPlace:470803,IDFM:491253,2,36
IDFM:472707,IDFM:monomodalStopPlace:43070,2,4
IDFM:monomodalStopPlace:473322,IDFM:472756,2,222
IDFM:472734,IDFM:471642,2,20
IDFM:473923,IDFM:463042,2,72
IDFM:472308,IDFM:472325,2,13
IDFM:monomodalStopPlace:46299,IDFM:472984,2,13
IDFM:471726,IDFM:472663,2,46
IDFM:monomodalStopPlace:47910,IDFM:monomodalStopPlace:473064,2,104
IDFM:471607,IDFM:471211,2,114
IDFM:monomodalStopPlace:473613,IDFM:monomodalStopPlace:46307,2,266
IDFM:472569,IDFM:monomodalStopPlace:42516,2,20
IDFM:471940,IDFM:463069,2,243
IDFM:monomodalStopPlace:43131,IDFM:monomodalStopPlace:473357,2,199
IDFM:472541,IDFM:471309,2,135
IDFM:472519,IDFM:472208,2,144
IDFM:463175,IDFM:412354,2,0
IDFM:16332,IDFM:472469,2,190
IDFM:463182,IDFM:22007,2,12
IDFM:471322,IDFM:473989,2,22
IDFM:monomodalStopPlace:471615,IDFM:471614,2,71
IDFM:471119,IDFM:472747,2,21
IDFM:471389,IDFM:471738,2,6
IDFM:463006,IDFM:471533,2,47
IDFM:472865,IDFM:471646,2,135
IDFM:21963,IDFM:21911,2,480
IDFM:22387,IDFM:472949,2,370
IDFM:472057,IDFM:monomodalStopPlace:43246,2,54
IDFM:471917,IDFM:472861,2,246
IDFM:monomodalStopPlace:47582,IDFM:monomodalStopPlace:47581,2,225
IDFM:monomodalStopPlace:44411,IDFM:471411,2,96
IDFM:470947,IDFM:471326,2,68
IDFM:472805,IDFM:monomodalStopPlace:473891,2,235
