route_id,agency_id,route_short_name,route_long_name,route_desc,route_type,route_url,route_color,route_text_color
771,NMBS/SNCB,IC,Gand-Saint-Pierre -- Termonde,,103,,,
772,NMBS/SNCB,S61,Jambes -- Charleroi-Central,,100,,,
773,NMBS/SNCB,S61,Jambes -- Luttre,,100,,,
774,NMBS/SNCB,S61,Ottignies -- Jambes,,100,,,
775,NMBS/SNCB,S61,Charleroi-Central -- Tamines,,100,,,
776,NMBS/SNCB,TRN,Anvers-Central -- Turnhout,,103,,,
777,NMBS/SNCB,S62,Luttre -- La Louvière-Sud,,100,,,
778,NMBS/SNCB,S62,La Louvière-Sud -- Manage,,100,,,
779,NMBS/SNCB,S62,Luttre -- Charleroi-Central,,100,,,
78,NMBS/SNCB,L,Schaerbeek -- Louvain,,100,,,
780,NMBS/SNCB,S62,Charleroi-Central -- Manage,,100,,,
781,NMBS/SNCB,S62,Charleroi-Central -- La Louvière-Centre,,100,,,
782,NMBS/SNCB,S62,Charleroi-Central -- Charleroi-Central,,100,,,
783,NMBS/SNCB,S62,Charleroi-Central -- La Louvière-Sud,,100,,,
784,NMBS/SNCB,IC,Bruxelles-Midi -- Welkenraedt,,103,,,
785,NMBS/SNCB,IC,Anvers-Central -- Hamont,,103,,,
786,NMBS/SNCB,TRN,Anvers-Central -- Hamont,,103,,,
787,NMBS/SNCB,IC,Anvers-Berchem -- Hamont,,103,,,
788,NMBS/SNCB,IC,Anvers-Central -- Zonhoven,,103,,,
789,NMBS/SNCB,IC,Anvers-Central -- Neerpelt,,103,,,
79,NMBS/SNCB,IC,Anvers-Central -- Herentals,,103,,,
790,NMBS/SNCB,IC,Mol -- Neerpelt,,103,,,
791,NMBS/SNCB,L,Binche -- Braine-le-Comte,,100,,,
792,NMBS/SNCB,L,La Louvière-Sud -- Braine-le-Comte,,100,,,
793,NMBS/SNCB,S62,La Louvière-Centre -- Manage,,100,,,
794,NMBS/SNCB,IC,Welkenraedt -- Ostende,,103,,,
795,NMBS/SNCB,L,Zonhoven -- Mol,,100,,,
796,NMBS/SNCB,L,Anvers-Central -- Zonhoven,,100,,,
797,NMBS/SNCB,L,Anvers-Berchem -- Hasselt,,100,,,
798,NMBS/SNCB,TRN,Anvers-Central -- Hasselt,,103,,,
799,NMBS/SNCB,TRN,Anvers-Central -- Zonhoven,,103,,,
8,NMBS/SNCB,L,Grammont -- Denderleeuw,,100,,,
80,NMBS/SNCB,L,Anvers-Central -- Malines,,100,,,
800,NMBS/SNCB,L,Lierre -- Hasselt,,100,,,
801,NMBS/SNCB,IC,Hasselt -- Mol,,103,,,
802,NMBS/SNCB,L,Quévy -- La Louvière-Sud,,100,,,
803,NMBS/SNCB,L,Charleroi-Central -- Quévy,,100,,,
804,NMBS/SNCB,L,Mons -- La Louvière-Sud,,100,,,
805,NMBS/SNCB,NJ,Wien HBF (AT) -- Bruxelles-Midi,,101,,,
806,NMBS/SNCB,S61,Wavre -- Jambes,,100,,,
807,NMBS/SNCB,S61,Ottignies -- Tamines,,100,,,
808,NMBS/SNCB,S61,Wavre -- Tamines,,100,,,
809,NMBS/SNCB,S61,Wavre -- Châtelet,,100,,,
81,NMBS/SNCB,IC,Hasselt -- Diest,,103,,,
810,NMBS/SNCB,S61,Namur -- Charleroi-Central,,100,,,
811,NMBS/SNCB,S61,Wavre -- Namur,,100,,,
812,NMBS/SNCB,S61,Namur -- Jambes,,100,,,
813,NMBS/SNCB,S61,Ottignies -- Namur,,100,,,
814,NMBS/SNCB,S61,Ottignies -- Châtelet,,100,,,
815,NMBS/SNCB,S61,Ottignies -- Charleroi-Central,,100,,,
816,NMBS/SNCB,S61,Ottignies -- Wavre,,100,,,
817,NMBS/SNCB,S61,Wavre -- Charleroi-Central,,100,,,
818,NMBS/SNCB,L,Mons -- Saint-Ghislain,,100,,,
819,NMBS/SNCB,L,Mons -- Quiévrain,,100,,,
82,NMBS/SNCB,IC,Diest -- Genk,,103,,,
820,NMBS/SNCB,L,Luxembourg (LU) -- Athus,,100,,,
821,NMBS/SNCB,L,Mouscron -- Grammont,,100,,,
822,NMBS/SNCB,L,Tournai -- Grammont,,100,,,
823,NMBS/SNCB,L,Quévy -- Grammont,,100,,,
824,NMBS/SNCB,L,Quévy -- Ath,,100,,,
825,NMBS/SNCB,L,Mouscron -- Ath,,100,,,
826,NMBS/SNCB,L,Tournai -- Houraing,,100,,,
827,NMBS/SNCB,IC,Heist-op-den-Berg -- Hasselt,,103,,,
828,NMBS/SNCB,IC,Lierre -- Hasselt,,103,,,
829,NMBS/SNCB,IC,Anvers-Central -- Testelt,,103,,,
83,NMBS/SNCB,IC,Anvers-Central -- Noorderkempen (Brecht),,103,,,
830,NMBS/SNCB,L,Liège-Guillemins -- Huy,,100,,,
831,NMBS/SNCB,L,Liège-Guillemins -- Namur,,100,,,
832,NMBS/SNCB,L,Flémalle-Haute -- Namur,,100,,,
833,NMBS/SNCB,L,Statte -- Namur,,100,,,
834,NMBS/SNCB,OTC,Paris Nord (FR) -- Bruxelles-Midi,,103,,,
835,NMBS/SNCB,S41,Aachen Hbf (DE) -- Liège-Guillemins,,100,,,
836,NMBS/SNCB,S41,Aachen Hbf (DE) -- Liège-Saint-Lambert,,100,,,
837,NMBS/SNCB,S41,Aachen Hbf (DE) -- Welkenraedt,,100,,,
838,NMBS/SNCB,S41,Liège-Saint-Lambert -- Welkenraedt,,100,,,
839,NMBS/SNCB,S41,Liège-Guillemins -- Welkenraedt,,100,,,
84,NMBS/SNCB,L,Anvers-Central -- Lierre,,100,,,
840,NMBS/SNCB,S41,Liège-Guillemins -- Liège-Saint-Lambert,,100,,,
841,NMBS/SNCB,S41,Liège-Saint-Lambert -- Verviers-Central,,100,,,
842,NMBS/SNCB,IC,Eupen -- Ostende,,103,,,
843,NMBS/SNCB,IC,Eupen -- Bruges,,103,,,
844,NMBS/SNCB,S41,Aachen Hbf (DE) -- Verviers-Central,,100,,,
845,NMBS/SNCB,S41,Verviers-Central -- Welkenraedt,,100,,,
846,NMBS/SNCB,IC,Schaerbeek -- Courtrai,,103,,,
847,NMBS/SNCB,IC,Schaerbeek -- Audenarde,,103,,,
848,NMBS/SNCB,S44,Landen -- Visé,,100,,,
849,NMBS/SNCB,S44,Liège-Guillemins -- Waremme,,100,,,
85,NMBS/SNCB,L,Anvers-Central -- Essen,,100,,,
850,NMBS/SNCB,S44,Landen -- Liège-Guillemins,,100,,,
851,NMBS/SNCB,S44,Waremme -- Visé,,100,,,
852,NMBS/SNCB,S44,Liège-Guillemins -- Visé,,100,,,
853,NMBS/SNCB,IC,Welkenraedt -- Bruges,,103,,,
854,NMBS/SNCB,IC,Verviers-Central -- Ostende,,103,,,
855,NMBS/SNCB,IC,Landen -- Ostende,,103,,,
856,NMBS/SNCB,S42,Liège-Guillemins -- Flémalle-Haute,,100,,,
857,NMBS/SNCB,S42,Liers -- Flémalle-Haute,,100,,,
858,NMBS/SNCB,IC,Luxembourg (LU) -- Gouvy,,103,,,
859,NMBS/SNCB,IC,Ettelbruck (LU) -- Gouvy,,103,,,
86,NMBS/SNCB,IC,Anvers-Central -- Mol,,103,,,
860,NMBS/SNCB,IC,Luxembourg (LU) -- Liège-Guillemins,,103,,,
861,NMBS/SNCB,IC,Troisvierges (LU) -- Liège-Guillemins,,103,,,
862,NMBS/SNCB,IC,Luxembourg (LU) -- Rivage,,103,,,
863,NMBS/SNCB,IC,Ettelbruck (LU) -- Liège-Guillemins,,103,,,
864,NMBS/SNCB,IC,Luxembourg (LU) -- Trois-Ponts,,103,,,
865,NMBS/SNCB,IC,Luxembourg (LU) -- Liers,,103,,,
866,NMBS/SNCB,IC,Troisvierges (LU) -- Liers,,103,,,
867,NMBS/SNCB,IC,Liers -- Gouvy,,103,,,
868,NMBS/SNCB,IC,Ettelbruck (LU) -- Liers,,103,,,
869,NMBS/SNCB,IC,Rivage -- Gouvy,,103,,,
87,NMBS/SNCB,IC,Genk -- Landen,,103,,,
870,NMBS/SNCB,IC,Gouvy -- Trois-Ponts,,103,,,
871,NMBS/SNCB,IC,Ettelbruck (LU) -- Rivage,,103,,,
872,NMBS/SNCB,S41,Liège-Guillemins -- Verviers-Central,,100,,,
873,NMBS/SNCB,S41,Hasselt -- Verviers-Central,,100,,,
874,NMBS/SNCB,S41,Hasselt -- Liège-Guillemins,,100,,,
875,NMBS/SNCB,S41,Tongres -- Verviers-Central,,100,,,
876,NMBS/SNCB,S41,Hasselt -- Tongres,,100,,,
877,NMBS/SNCB,S41,Tongres -- Liège-Guillemins,,100,,,
878,NMBS/SNCB,IC,Liège-Guillemins -- Eupen,,103,,,
879,NMBS/SNCB,IC,Eupen -- Gand-Saint-Pierre,,103,,,
88,NMBS/SNCB,L,Bruxelles-Midi -- Anvers-Central,,100,,,
880,NMBS/SNCB,S42,Liège-Guillemins -- Liers,,100,,,
881,NMBS/SNCB,S42,Liège-Guillemins -- Herstal,,100,,,
882,NMBS/SNCB,S42,Herstal -- Flémalle-Haute,,100,,,
883,NMBS/SNCB,L,Londerzeel -- Gand-Saint-Pierre,,100,,,
884,NMBS/SNCB,L,Malines -- Bruges,,100,,,
885,NMBS/SNCB,L,Londerzeel -- Termonde,,100,,,
886,NMBS/SNCB,L,Londerzeel -- Bruges,,100,,,
887,NMBS/SNCB,L,Liers -- Marloie,,100,,,
888,NMBS/SNCB,L,Liers -- Bomal,,100,,,
889,NMBS/SNCB,L,Rivage -- Marloie,,100,,,
89,NMBS/SNCB,L,Bruxelles-Midi -- Kontich-Lint,,100,,,
890,NMBS/SNCB,L,Marloie -- Bomal,,100,,,
891,NMBS/SNCB,L,Herstal -- Marloie,,100,,,
892,NMBS/SNCB,L,Bruges -- Termonde,,100,,,
893,NMBS/SNCB,L,Malines -- Zeebrugge-Dorp,,100,,,
894,NMBS/SNCB,L,Malines -- Zeebrugge-Strand,,100,,,
895,NMBS/SNCB,L,Londerzeel -- Zeebrugge-Dorp,,100,,,
896,NMBS/SNCB,L,Londerzeel -- Zeebrugge-Strand,,100,,,
897,NMBS/SNCB,L,Rivage -- Rochefort-Jemelle,,100,,,
898,NMBS/SNCB,L,Rochefort-Jemelle -- Bomal,,100,,,
899,NMBS/SNCB,L,Herstal -- Rochefort-Jemelle,,100,,,
9,NMBS/SNCB,L,Louvain -- Landen,,100,,,
90,NMBS/SNCB,IC,Louvain -- Aarschot,,103,,,
900,NMBS/SNCB,L,Zeebrugge-Dorp -- Termonde,,100,,,
901,NMBS/SNCB,IC,Louvain -- Charleroi-Central,,103,,,
902,NMBS/SNCB,IC,Ottignies -- Charleroi-Central,,103,,,
903,NMBS/SNCB,IC,Louvain -- Fleurus,,103,,,
904,NMBS/SNCB,IC,Ottignies -- Louvain,,103,,,
905,NMBS/SNCB,L,Bruges -- Gand-Saint-Pierre,,100,,,
906,NMBS/SNCB,IC,Ottignies -- Fleurus,,103,,,
907,NMBS/SNCB,L,Namur -- Libramont,,100,,,
908,NMBS/SNCB,L,Luxembourg (LU) -- Libramont,,100,,,
909,NMBS/SNCB,L,Luxembourg (LU) -- Arlon,,100,,,
91,NMBS/SNCB,IC,Bruxelles-Midi -- Brussels Airport-Zaventem,,103,,,
910,NMBS/SNCB,L,Rochefort-Jemelle -- Arlon,,100,,,
911,NMBS/SNCB,L,Ciney -- Arlon,,100,,,
912,NMBS/SNCB,L,Malines -- Aalter,,100,,,
913,NMBS/SNCB,L,Libramont -- Athus,,100,,,
914,NMBS/SNCB,L,Arlon -- Virton,,100,,,
915,NMBS/SNCB,L,Libramont -- Virton,,100,,,
916,NMBS/SNCB,L,Libramont -- Libramont,,100,,,
917,NMBS/SNCB,BUS,Bruges -- Ostende,,700,,,
918,NMBS/SNCB,BUS,Liège-Guillemins -- Waremme,,700,,,
919,NMBS/SNCB,L,Yvoir -- Libramont,,100,,,
92,NMBS/SNCB,L,Heist-op-den-Berg -- Louvain,,100,,,
920,NMBS/SNCB,L,Namur -- Beauraing,,100,,,
921,NMBS/SNCB,L,Namur -- Bertrix,,100,,,
922,NMBS/SNCB,BUS,Zottegem -- Courtrai,,700,,,
923,NMBS/SNCB,L,Yvoir -- Bertrix,,100,,,
924,NMBS/SNCB,L,Beauraing -- Bertrix,,100,,,
925,NMBS/SNCB,L,Gendron-Celles -- Bertrix,,100,,,
926,NMBS/SNCB,L,Ciney -- Libramont,,100,,,
927,NMBS/SNCB,L,Ottignies -- Gembloux,,100,,,
928,NMBS/SNCB,L,Gembloux -- Namur,,100,,,
929,NMBS/SNCB,L,Ottignies -- Rhisnes,,100,,,
93,NMBS/SNCB,IC,Hasselt -- Landen,,103,,,
930,NMBS/SNCB,OTC,Paris Nord (FR) -- Aulnoye Aymeries (FR),,103,,,
931,NMBS/SNCB,S4,Louvain-la-Neuve -- Denderleeuw,,100,,,
932,NMBS/SNCB,S4,Louvain-la-Neuve -- Alost,,100,,,
933,NMBS/SNCB,S4,Ottignies -- Alost,,100,,,
934,NMBS/SNCB,S4,Louvain-la-Neuve -- Jette,,100,,,
935,NMBS/SNCB,S20,Ottignies -- Wavre,,100,,,
936,NMBS/SNCB,S53,Gand-Saint-Pierre -- Lokeren,,100,,,
937,NMBS/SNCB,S8,Ottignies -- Zottegem,,100,,,
938,NMBS/SNCB,S8,Ottignies -- Denderleeuw,,100,,,
939,NMBS/SNCB,S8,Bruxelles-Midi -- Zottegem,,100,,,
94,NMBS/SNCB,IC,Anvers-Central -- Heist-op-den-Berg,,103,,,
940,NMBS/SNCB,S8,Bruxelles-Luxembourg -- Zottegem,,100,,,
941,NMBS/SNCB,S8,Ottignies -- Bruxelles-Midi,,100,,,
942,NMBS/SNCB,S8,Bruxelles-Luxembourg -- Bruxelles-Midi,,100,,,
943,NMBS/SNCB,S53,Renaix -- Lokeren,,100,,,
944,NMBS/SNCB,S53,Gand-Dampoort -- Lokeren,,100,,,
945,NMBS/SNCB,S8,Bruxelles-Nord -- Denderleeuw,,100,,,
946,NMBS/SNCB,S8,Bruxelles-Nord -- Zottegem,,100,,,
947,NMBS/SNCB,S8,Bruxelles-Nord -- Bruxelles-Midi,,100,,,
948,NMBS/SNCB,S53,Audenarde -- Lokeren,,100,,,
949,NMBS/SNCB,S8,Louvain-la-Neuve -- Alost,,100,,,
95,NMBS/SNCB,IC,Anvers-Central -- Lierre,,103,,,
950,NMBS/SNCB,S35,Anvers-Central -- Noorderkempen (Brecht),,100,,,
951,NMBS/SNCB,S35,Anvers-Luchtbal -- Noorderkempen (Brecht),,100,,,
952,NMBS/SNCB,L,Spa-Géronstère -- Welkenraedt,,100,,,
953,NMBS/SNCB,L,Verviers-Central -- Spa-Géronstère,,100,,,
954,NMBS/SNCB,P,Schaerbeek -- Ostende,,103,,,
955,NMBS/SNCB,BUS,Welkenraedt -- Eupen,,700,,,
956,NMBS/SNCB,BUS,Liège-Guillemins -- Welkenraedt,,700,,,
957,NMBS/SNCB,BUS,Louvain -- Liège-Guillemins,,700,,,
958,NMBS/SNCB,BUS,Landen -- Liège-Guillemins,,700,,,
959,NMBS/SNCB,BUS,Louvain -- Waremme,,700,,,
96,NMBS/SNCB,L,Puurs -- Hoboken-Polder,,100,,,
960,NMBS/SNCB,BUS,Tirlemont -- Waremme,,700,,,
961,NMBS/SNCB,BUS,Verviers-Central -- Welkenraedt,,700,,,
962,NMBS/SNCB,BUS,Ostende -- Gand-Saint-Pierre,,700,,,
963,NMBS/SNCB,BUS,Malines -- Londerzeel,,700,,,
964,NMBS/SNCB,BUS,Malines -- Termonde,,700,,,
965,NMBS/SNCB,BUS,Londerzeel -- Termonde,,700,,,
966,NMBS/SNCB,BUS,Bruges -- Gand-Saint-Pierre,,700,,,
967,NMBS/SNCB,BUS,Bruges -- Aalter,,700,,,
968,NMBS/SNCB,BUS,Gand-Saint-Pierre -- Termonde,,700,,,
969,NMBS/SNCB,BUS,Gand-Saint-Pierre -- Gand-Dampoort,,700,,,
97,NMBS/SNCB,L,Anvers-Central -- Kontich-Lint,,100,,,
970,NMBS/SNCB,BUS,Audenarde -- Renaix,,700,,,
971,NMBS/SNCB,BUS,Anvers-Central -- Saint-Nicolas,,700,,,
972,NMBS/SNCB,BUS,Menin -- Poperinge,,700,,,
973,NMBS/SNCB,BUS,Deinze -- Courtrai,,700,,,
974,NMBS/SNCB,BUS,Courtrai -- Poperinge,,700,,,
975,NMBS/SNCB,BUS,Courtrai -- Menin,,700,,,
976,NMBS/SNCB,BUS,Lille Flandres (FR) -- Courtrai,,700,,,
977,NMBS/SNCB,BUS,Gand-Saint-Pierre -- Lokeren,,700,,,
978,NMBS/SNCB,BUS,Gand-Saint-Pierre -- Courtrai,,700,,,
979,NMBS/SNCB,BUS,Anvers-Berchem -- Gand-Saint-Pierre,,700,,,
98,NMBS/SNCB,L,Anvers-Central -- Anvers-Noorderdokken,,100,,,
980,NMBS/SNCB,BUS,Anvers-Central -- Lokeren,,700,,,
981,NMBS/SNCB,BUS,Anvers-Central -- Gand-Saint-Pierre,,700,,,
982,NMBS/SNCB,BUS,Gand-Saint-Pierre -- Audenarde,,700,,,
983,NMBS/SNCB,BUS,Gand-Saint-Pierre -- Renaix,,700,,,
984,NMBS/SNCB,P,Schaerbeek -- Poperinge,,103,,,
985,NMBS/SNCB,BUS,Lichtervelde -- Courtrai,,700,,,
986,NMBS/SNCB,BUS,Tournai -- Mouscron,,700,,,
987,NMBS/SNCB,BUS,Mons -- Saint-Ghislain,,700,,,
988,NMBS/SNCB,BUS,Namur -- Charleroi-Central,,700,,,
989,NMBS/SNCB,BUS,La Louvière-Centre -- La Louvière-Sud,,700,,,
99,NMBS/SNCB,L,Malines -- Louvain,,100,,,
990,NMBS/SNCB,BUS,Saint-Ghislain -- Tournai,,700,,,
991,NMBS/SNCB,P,Gand-Saint-Pierre -- Alost,,103,,,
992,NMBS/SNCB,P,Schaerbeek -- Gand-Saint-Pierre,,103,,,
993,NMBS/SNCB,P,Schaerbeek -- Saint-Nicolas,,103,,,
994,NMBS/SNCB,BUS,Termonde -- Lokeren,,700,,,
995,NMBS/SNCB,BUS,Hasselt -- Kiewit,,700,,,
996,NMBS/SNCB,BUS,Louvain -- Landen,,700,,,
997,NMBS/SNCB,BUS,Tirlemont -- Landen,,700,,,
998,NMBS/SNCB,BUS,Hasselt -- Landen,,700,,,
999,NMBS/SNCB,BUS,Bruges -- Blankenberge,,700,,,
