route_id,schedule_id,source_name,origin,destination,origin_country,destination_country,distance_km,duration_min,duration_minutes,duration_hours,avg_speed_kmh,is_international,train_type,weekly_frequency,estimated_co2_saving_kg,substitution_potential
sncb_88____:007::8872009:8871308:5:2050:20260510,sncb_88____:007::8872009:8871308:5:2050:20260510,sncb,Charleroi-Central,Luttre,BE,BE,11.9,17.0,17.0,0.283,42.0,False,day,0,1.78,faible_potentiel
sncb_88____:007::8872009:8871308:5:2137:20260508,sncb_88____:007::8872009:8871308:5:2137:20260508,sncb,Charleroi-Central,Luttre,BE,BE,11.9,19.0,19.0,0.317,37.58,False,day,0,1.78,faible_potentiel
sncb_88____:007::8872009:8871308:5:2149:20260503,sncb_88____:007::8872009:8871308:5:2149:20260503,sncb,Charleroi-Central,Luttre,BE,BE,11.9,16.0,16.0,0.267,44.62,False,day,0,1.78,faible_potentiel
sncb_88____:007::8872009:8871308:5:2150:20260510,sncb_88____:007::8872009:8871308:5:2150:20260510,sncb,Charleroi-Central,Luttre,BE,BE,11.9,17.0,17.0,0.283,42.0,False,day,0,1.78,faible_potentiel
sncb_88____:007::8872009:8871308:5:2214:20260501,sncb_88____:007::8872009:8871308:5:2214:20260501,sncb,Charleroi-Central,Luttre,BE,BE,11.9,17.0,17.0,0.283,42.0,False,day,0,1.78,faible_potentiel
sncb_88____:007::8872009:8871308:5:2238:20260508,sncb_88____:007::8872009:8871308:5:2238:20260508,sncb,Charleroi-Central,Luttre,BE,BE,11.9,20.0,20.0,0.333,35.7,False,day,0,1.78,faible_potentiel
sncb_88____:007::8872009:8871308:5:2249:20260503,sncb_88____:007::8872009:8871308:5:2249:20260503,sncb,Charleroi-Central,Luttre,BE,BE,11.9,16.0,16.0,0.267,44.62,False,day,0,1.78,faible_potentiel
sncb_88____:007::8872009:8871308:5:2250:20260509,sncb_88____:007::8872009:8871308:5:2250:20260509,sncb,Charleroi-Central,Luttre,BE,BE,11.9,17.0,17.0,0.283,42.0,False,day,0,1.78,faible_potentiel
sncb_88____:007::8872009:8871308:5:2316:20260501,sncb_88____:007::8872009:8871308:5:2316:20260501,sncb,Charleroi-Central,Luttre,BE,BE,11.9,18.0,18.0,0.3,39.67,False,day,0,1.78,faible_potentiel
sncb_88____:007::8872009:8871308:5:2338:20260507,sncb_88____:007::8872009:8871308:5:2338:20260507,sncb,Charleroi-Central,Luttre,BE,BE,11.9,22.0,22.0,0.367,32.45,False,day,0,1.78,faible_potentiel
sncb_88____:007::8872009:8871308:5:24:20260503,sncb_88____:007::8872009:8871308:5:24:20260503,sncb,Charleroi-Central,Luttre,BE,BE,11.9,16.0,16.0,0.267,44.62,False,day,0,1.78,faible_potentiel
sncb_88____:007::8872009:8871308:5:26:20260501,sncb_88____:007::8872009:8871308:5:26:20260501,sncb,Charleroi-Central,Luttre,BE,BE,11.9,18.0,18.0,0.3,39.67,False,day,0,1.78,faible_potentiel
sncb_88____:007::8872009:8871308:5:437:20260508,sncb_88____:007::8872009:8871308:5:437:20260508,sncb,Charleroi-Central,Luttre,BE,BE,11.9,18.0,18.0,0.3,39.67,False,day,0,1.78,faible_potentiel
sncb_88____:007::8872009:8871308:5:449:20260503,sncb_88____:007::8872009:8871308:5:449:20260503,sncb,Charleroi-Central,Luttre,BE,BE,11.9,16.0,16.0,0.267,44.62,False,day,0,1.78,faible_potentiel
sncb_88____:007::8872009:8871308:5:450:20260509,sncb_88____:007::8872009:8871308:5:450:20260509,sncb,Charleroi-Central,Luttre,BE,BE,11.9,17.0,17.0,0.283,42.0,False,day,0,1.78,faible_potentiel
sncb_88____:007::8872009:8871308:5:537:20260508,sncb_88____:007::8872009:8871308:5:537:20260508,sncb,Charleroi-Central,Luttre,BE,BE,11.9,19.0,19.0,0.317,37.58,False,day,0,1.78,faible_potentiel
sncb_88____:007::8872009:8871308:5:549:20260510,sncb_88____:007::8872009:8871308:5:549:20260510,sncb,Charleroi-Central,Luttre,BE,BE,11.9,16.0,16.0,0.267,44.62,False,day,0,1.78,faible_potentiel
sncb_88____:007::8872009:8871308:5:552:20260502,sncb_88____:007::8872009:8871308:5:552:20260502,sncb,Charleroi-Central,Luttre,BE,BE,11.9,21.0,21.0,0.35,34.0,False,day,0,1.78,faible_potentiel
sncb_88____:007::8872009:8871308:5:637:20260508,sncb_88____:007::8872009:8871308:5:637:20260508,sncb,Charleroi-Central,Luttre,BE,BE,11.9,19.0,19.0,0.317,37.58,False,day,0,1.78,faible_potentiel
sncb_88____:007::8872009:8871308:5:649:20260510,sncb_88____:007::8872009:8871308:5:649:20260510,sncb,Charleroi-Central,Luttre,BE,BE,11.9,16.0,16.0,0.267,44.62,False,day,0,1.78,faible_potentiel
sncb_88____:007::8872009:8871308:5:737:20260508,sncb_88____:007::8872009:8871308:5:737:20260508,sncb,Charleroi-Central,Luttre,BE,BE,11.9,19.0,19.0,0.317,37.58,False,day,0,1.78,faible_potentiel
sncb_88____:007::8872009:8871308:5:749:20260510,sncb_88____:007::8872009:8871308:5:749:20260510,sncb,Charleroi-Central,Luttre,BE,BE,11.9,16.0,16.0,0.267,44.62,False,day,0,1.78,faible_potentiel
sncb_88____:007::8872009:8871308:5:837:20260508,sncb_88____:007::8872009:8871308:5:837:20260508,sncb,Charleroi-Central,Luttre,BE,BE,11.9,19.0,19.0,0.317,37.58,False,day,0,1.78,faible_potentiel
sncb_88____:007::8872009:8871308:5:849:20260510,sncb_88____:007::8872009:8871308:5:849:20260510,sncb,Charleroi-Central,Luttre,BE,BE,11.9,16.0,16.0,0.267,44.62,False,day,0,1.78,faible_potentiel
sncb_88____:007::8872009:8871308:5:937:20260508,sncb_88____:007::8872009:8871308:5:937:20260508,sncb,Charleroi-Central,Luttre,BE,BE,11.9,19.0,19.0,0.317,37.58,False,day,0,1.78,faible_potentiel
sncb_88____:007::8872009:8871308:5:949:20260510,sncb_88____:007::8872009:8871308:5:949:20260510,sncb,Charleroi-Central,Luttre,BE,BE,11.9,16.0,16.0,0.267,44.62,False,day,0,1.78,faible_potentiel
sncb_88____:007::8872009:8881000:13:522:20260522,sncb_88____:007::8872009:8881000:13:522:20260522,sncb,Charleroi-Central,Mons,BE,BE,35.6,36.0,36.0,0.6,59.33,False,day,0,5.34,faible_potentiel
sncb_88____:007::8872009:8881000:13:522:20261211,sncb_88____:007::8872009:8881000:13:522:20261211,sncb,Charleroi-Central,Mons,BE,BE,35.6,36.0,36.0,0.6,59.33,False,day,0,5.34,faible_potentiel
sncb_88____:007::8872009:8881000:13:644:20260208,sncb_88____:007::8872009:8881000:13:644:20260208,sncb,Charleroi-Central,Mons,BE,BE,35.6,34.0,34.0,0.567,62.82,False,day,0,5.34,faible_potentiel
sncb_88____:007::8872009:8881000:13:722:20260320,sncb_88____:007::8872009:8881000:13:722:20260320,sncb,Charleroi-Central,Mons,BE,BE,35.6,36.0,36.0,0.6,59.33,False,day,0,5.34,faible_potentiel
sncb_88____:007::8872009:8881000:13:822:20260320,sncb_88____:007::8872009:8881000:13:822:20260320,sncb,Charleroi-Central,Mons,BE,BE,35.6,36.0,36.0,0.6,59.33,False,day,0,5.34,faible_potentiel
sncb_88____:007::8872009:8881000:16:529:20260512,sncb_88____:007::8872009:8881000:16:529:20260512,sncb,Charleroi-Central,Mons,BE,BE,35.6,46.0,46.0,0.767,46.43,False,day,0,5.34,faible_potentiel
sncb_88____:007::8872009:8881000:17:533:20260612,sncb_88____:007::8872009:8881000:17:533:20260612,sncb,Charleroi-Central,Mons,BE,BE,35.6,52.0,52.0,0.867,41.08,False,day,0,5.34,faible_potentiel
sncb_88____:007::8872009:8882206:7:626:20260322,sncb_88____:007::8872009:8882206:7:626:20260322,sncb,Charleroi-Central,La Louvière-Sud,BE,BE,18.8,18.0,18.0,0.3,62.67,False,day,0,2.82,faible_potentiel
sncb_88____:007::8872009:8883006:13:1046:20260510,sncb_88____:007::8872009:8883006:13:1046:20260510,sncb,Charleroi-Central,Braine-le-Comte,BE,BE,30.8,41.0,41.0,0.683,45.07,False,day,0,4.62,faible_potentiel
sncb_88____:007::8872009:8883006:13:1053:20260508,sncb_88____:007::8872009:8883006:13:1053:20260508,sncb,Charleroi-Central,Braine-le-Comte,BE,BE,30.8,42.0,42.0,0.7,44.0,False,day,0,4.62,faible_potentiel
sncb_88____:007::8872009:8883006:13:1054:20260509,sncb_88____:007::8872009:8883006:13:1054:20260509,sncb,Charleroi-Central,Braine-le-Comte,BE,BE,30.8,41.0,41.0,0.683,45.07,False,day,0,4.62,faible_potentiel
sncb_88____:007::8872009:8883006:13:1056:20260503,sncb_88____:007::8872009:8883006:13:1056:20260503,sncb,Charleroi-Central,Braine-le-Comte,BE,BE,30.8,42.0,42.0,0.7,44.0,False,day,0,4.62,faible_potentiel
sncb_88____:007::8872009:8883006:13:1146:20260510,sncb_88____:007::8872009:8883006:13:1146:20260510,sncb,Charleroi-Central,Braine-le-Comte,BE,BE,30.8,41.0,41.0,0.683,45.07,False,day,0,4.62,faible_potentiel
sncb_88____:007::8872009:8883006:13:1153:20260508,sncb_88____:007::8872009:8883006:13:1153:20260508,sncb,Charleroi-Central,Braine-le-Comte,BE,BE,30.8,42.0,42.0,0.7,44.0,False,day,0,4.62,faible_potentiel
sncb_88____:007::8872009:8883006:13:1154:20260509,sncb_88____:007::8872009:8883006:13:1154:20260509,sncb,Charleroi-Central,Braine-le-Comte,BE,BE,30.8,41.0,41.0,0.683,45.07,False,day,0,4.62,faible_potentiel
sncb_88____:007::8872009:8883006:13:1156:20260503,sncb_88____:007::8872009:8883006:13:1156:20260503,sncb,Charleroi-Central,Braine-le-Comte,BE,BE,30.8,42.0,42.0,0.7,44.0,False,day,0,4.62,faible_potentiel
sncb_88____:007::8872009:8883006:13:1246:20260510,sncb_88____:007::8872009:8883006:13:1246:20260510,sncb,Charleroi-Central,Braine-le-Comte,BE,BE,30.8,41.0,41.0,0.683,45.07,False,day,0,4.62,faible_potentiel
sncb_88____:007::8872009:8883006:13:1253:20260508,sncb_88____:007::8872009:8883006:13:1253:20260508,sncb,Charleroi-Central,Braine-le-Comte,BE,BE,30.8,42.0,42.0,0.7,44.0,False,day,0,4.62,faible_potentiel
sncb_88____:007::8872009:8883006:13:1254:20260509,sncb_88____:007::8872009:8883006:13:1254:20260509,sncb,Charleroi-Central,Braine-le-Comte,BE,BE,30.8,41.0,41.0,0.683,45.07,False,day,0,4.62,faible_potentiel
sncb_88____:007::8872009:8883006:13:1256:20260503,sncb_88____:007::8872009:8883006:13:1256:20260503,sncb,Charleroi-Central,Braine-le-Comte,BE,BE,30.8,42.0,42.0,0.7,44.0,False,day,0,4.62,faible_potentiel
sncb_88____:007::8872009:8883006:13:1346:20260510,sncb_88____:007::8872009:8883006:13:1346:20260510,sncb,Charleroi-Central,Braine-le-Comte,BE,BE,30.8,41.0,41.0,0.683,45.07,False,day,0,4.62,faible_potentiel
sncb_88____:007::8872009:8883006:13:1353:20260508,sncb_88____:007::8872009:8883006:13:1353:20260508,sncb,Charleroi-Central,Braine-le-Comte,BE,BE,30.8,42.0,42.0,0.7,44.0,False,day,0,4.62,faible_potentiel
sncb_88____:007::8872009:8883006:13:1354:20260509,sncb_88____:007::8872009:8883006:13:1354:20260509,sncb,Charleroi-Central,Braine-le-Comte,BE,BE,30.8,41.0,41.0,0.683,45.07,False,day,0,4.62,faible_potentiel
sncb_88____:007::8872009:8883006:13:1356:20260503,sncb_88____:007::8872009:8883006:13:1356:20260503,sncb,Charleroi-Central,Braine-le-Comte,BE,BE,30.8,42.0,42.0,0.7,44.0,False,day,0,4.62,faible_potentiel
sncb_88____:007::8872009:8883006:13:1453:20260508,sncb_88____:007::8872009:8883006:13:1453:20260508,sncb,Charleroi-Central,Braine-le-Comte,BE,BE,30.8,42.0,42.0,0.7,44.0,False,day,0,4.62,faible_potentiel
sncb_88____:007::8872009:8883006:13:1454:20260510,sncb_88____:007::8872009:8883006:13:1454:20260510,sncb,Charleroi-Central,Braine-le-Comte,BE,BE,30.8,41.0,41.0,0.683,45.07,False,day,0,4.62,faible_potentiel
sncb_88____:007::8872009:8883006:13:1456:20260503,sncb_88____:007::8872009:8883006:13:1456:20260503,sncb,Charleroi-Central,Braine-le-Comte,BE,BE,30.8,42.0,42.0,0.7,44.0,False,day,0,4.62,faible_potentiel
sncb_88____:007::8872009:8883006:13:1553:20260508,sncb_88____:007::8872009:8883006:13:1553:20260508,sncb,Charleroi-Central,Braine-le-Comte,BE,BE,30.8,42.0,42.0,0.7,44.0,False,day,0,4.62,faible_potentiel
sncb_88____:007::8872009:8883006:13:1554:20260510,sncb_88____:007::8872009:8883006:13:1554:20260510,sncb,Charleroi-Central,Braine-le-Comte,BE,BE,30.8,41.0,41.0,0.683,45.07,False,day,0,4.62,faible_potentiel
sncb_88____:007::8872009:8883006:13:1556:20260503,sncb_88____:007::8872009:8883006:13:1556:20260503,sncb,Charleroi-Central,Braine-le-Comte,BE,BE,30.8,42.0,42.0,0.7,44.0,False,day,0,4.62,faible_potentiel
sncb_88____:007::8872009:8883006:13:1653:20260508,sncb_88____:007::8872009:8883006:13:1653:20260508,sncb,Charleroi-Central,Braine-le-Comte,BE,BE,30.8,42.0,42.0,0.7,44.0,False,day,0,4.62,faible_potentiel
sncb_88____:007::8872009:8883006:13:1654:20260510,sncb_88____:007::8872009:8883006:13:1654:20260510,sncb,Charleroi-Central,Braine-le-Comte,BE,BE,30.8,41.0,41.0,0.683,45.07,False,day,0,4.62,faible_potentiel
sncb_88____:007::8872009:8883006:13:1656:20260503,sncb_88____:007::8872009:8883006:13:1656:20260503,sncb,Charleroi-Central,Braine-le-Comte,BE,BE,30.8,42.0,42.0,0.7,44.0,False,day,0,4.62,faible_potentiel
sncb_88____:007::8872009:8883006:13:1753:20260508,sncb_88____:007::8872009:8883006:13:1753:20260508,sncb,Charleroi-Central,Braine-le-Comte,BE,BE,30.8,42.0,42.0,0.7,44.0,False,day,0,4.62,faible_potentiel
sncb_88____:007::8872009:8883006:13:1754:20260510,sncb_88____:007::8872009:8883006:13:1754:20260510,sncb,Charleroi-Central,Braine-le-Comte,BE,BE,30.8,41.0,41.0,0.683,45.07,False,day,0,4.62,faible_potentiel
sncb_88____:007::8872009:8883006:13:1756:20260503,sncb_88____:007::8872009:8883006:13:1756:20260503,sncb,Charleroi-Central,Braine-le-Comte,BE,BE,30.8,42.0,42.0,0.7,44.0,False,day,0,4.62,faible_potentiel
sncb_88____:007::8872009:8883006:13:1853:20260508,sncb_88____:007::8872009:8883006:13:1853:20260508,sncb,Charleroi-Central,Braine-le-Comte,BE,BE,30.8,42.0,42.0,0.7,44.0,False,day,0,4.62,faible_potentiel
sncb_88____:007::8872009:8883006:13:1854:20260510,sncb_88____:007::8872009:8883006:13:1854:20260510,sncb,Charleroi-Central,Braine-le-Comte,BE,BE,30.8,41.0,41.0,0.683,45.07,False,day,0,4.62,faible_potentiel
sncb_88____:007::8872009:8883006:13:1856:20260503,sncb_88____:007::8872009:8883006:13:1856:20260503,sncb,Charleroi-Central,Braine-le-Comte,BE,BE,30.8,42.0,42.0,0.7,44.0,False,day,0,4.62,faible_potentiel
sncb_88____:007::8872009:8883006:13:1953:20260508,sncb_88____:007::8872009:8883006:13:1953:20260508,sncb,Charleroi-Central,Braine-le-Comte,BE,BE,30.8,42.0,42.0,0.7,44.0,False,day,0,4.62,faible_potentiel
sncb_88____:007::8872009:8883006:13:1954:20260510,sncb_88____:007::8872009:8883006:13:1954:20260510,sncb,Charleroi-Central,Braine-le-Comte,BE,BE,30.8,41.0,41.0,0.683,45.07,False,day,0,4.62,faible_potentiel
sncb_88____:007::8872009:8883006:13:1956:20260503,sncb_88____:007::8872009:8883006:13:1956:20260503,sncb,Charleroi-Central,Braine-le-Comte,BE,BE,30.8,42.0,42.0,0.7,44.0,False,day,0,4.62,faible_potentiel
sncb_88____:007::8872009:8883006:13:2053:20260508,sncb_88____:007::8872009:8883006:13:2053:20260508,sncb,Charleroi-Central,Braine-le-Comte,BE,BE,30.8,42.0,42.0,0.7,44.0,False,day,0,4.62,faible_potentiel
sncb_88____:007::8872009:8883006:13:2054:20260510,sncb_88____:007::8872009:8883006:13:2054:20260510,sncb,Charleroi-Central,Braine-le-Comte,BE,BE,30.8,41.0,41.0,0.683,45.07,False,day,0,4.62,faible_potentiel
sncb_88____:007::8872009:8883006:13:2056:20260503,sncb_88____:007::8872009:8883006:13:2056:20260503,sncb,Charleroi-Central,Braine-le-Comte,BE,BE,30.8,42.0,42.0,0.7,44.0,False,day,0,4.62,faible_potentiel
sncb_88____:007::8872009:8883006:13:2153:20260508,sncb_88____:007::8872009:8883006:13:2153:20260508,sncb,Charleroi-Central,Braine-le-Comte,BE,BE,30.8,42.0,42.0,0.7,44.0,False,day,0,4.62,faible_potentiel
sncb_88____:007::8872009:8883006:13:2154:20260510,sncb_88____:007::8872009:8883006:13:2154:20260510,sncb,Charleroi-Central,Braine-le-Comte,BE,BE,30.8,41.0,41.0,0.683,45.07,False,day,0,4.62,faible_potentiel
sncb_88____:007::8872009:8883006:13:2156:20260503,sncb_88____:007::8872009:8883006:13:2156:20260503,sncb,Charleroi-Central,Braine-le-Comte,BE,BE,30.8,42.0,42.0,0.7,44.0,False,day,0,4.62,faible_potentiel
sncb_88____:007::8872009:8883006:13:2157:20260501,sncb_88____:007::8872009:8883006:13:2157:20260501,sncb,Charleroi-Central,Braine-le-Comte,BE,BE,30.8,49.0,49.0,0.817,37.71,False,day,0,4.62,faible_potentiel
sncb_88____:007::8872009:8883006:13:2253:20260508,sncb_88____:007::8872009:8883006:13:2253:20260508,sncb,Charleroi-Central,Braine-le-Comte,BE,BE,30.8,42.0,42.0,0.7,44.0,False,day,0,4.62,faible_potentiel
sncb_88____:007::8872009:8883006:13:2254:20260510,sncb_88____:007::8872009:8883006:13:2254:20260510,sncb,Charleroi-Central,Braine-le-Comte,BE,BE,30.8,41.0,41.0,0.683,45.07,False,day,0,4.62,faible_potentiel
sncb_88____:007::8872009:8883006:13:2256:20260503,sncb_88____:007::8872009:8883006:13:2256:20260503,sncb,Charleroi-Central,Braine-le-Comte,BE,BE,30.8,42.0,42.0,0.7,44.0,False,day,0,4.62,faible_potentiel
sncb_88____:007::8872009:8883006:13:553:20260508,sncb_88____:007::8872009:8883006:13:553:20260508,sncb,Charleroi-Central,Braine-le-Comte,BE,BE,30.8,42.0,42.0,0.7,44.0,False,day,0,4.62,faible_potentiel
sncb_88____:007::8872009:8883006:13:554:20260502,sncb_88____:007::8872009:8883006:13:554:20260502,sncb,Charleroi-Central,Braine-le-Comte,BE,BE,30.8,47.0,47.0,0.783,39.32,False,day,0,4.62,faible_potentiel
sncb_88____:007::8872009:8883006:13:554:20260510,sncb_88____:007::8872009:8883006:13:554:20260510,sncb,Charleroi-Central,Braine-le-Comte,BE,BE,30.8,41.0,41.0,0.683,45.07,False,day,0,4.62,faible_potentiel
sncb_88____:007::8872009:8883006:13:556:20260503,sncb_88____:007::8872009:8883006:13:556:20260503,sncb,Charleroi-Central,Braine-le-Comte,BE,BE,30.8,42.0,42.0,0.7,44.0,False,day,0,4.62,faible_potentiel
sncb_88____:007::8872009:8883006:13:646:20260510,sncb_88____:007::8872009:8883006:13:646:20260510,sncb,Charleroi-Central,Braine-le-Comte,BE,BE,30.8,41.0,41.0,0.683,45.07,False,day,0,4.62,faible_potentiel
sncb_88____:007::8872009:8883006:13:653:20260508,sncb_88____:007::8872009:8883006:13:653:20260508,sncb,Charleroi-Central,Braine-le-Comte,BE,BE,30.8,42.0,42.0,0.7,44.0,False,day,0,4.62,faible_potentiel
sncb_88____:007::8872009:8883006:13:654:20260509,sncb_88____:007::8872009:8883006:13:654:20260509,sncb,Charleroi-Central,Braine-le-Comte,BE,BE,30.8,41.0,41.0,0.683,45.07,False,day,0,4.62,faible_potentiel
sncb_88____:007::8872009:8883006:13:656:20260503,sncb_88____:007::8872009:8883006:13:656:20260503,sncb,Charleroi-Central,Braine-le-Comte,BE,BE,30.8,42.0,42.0,0.7,44.0,False,day,0,4.62,faible_potentiel
sncb_88____:007::8872009:8883006:13:746:20260510,sncb_88____:007::8872009:8883006:13:746:20260510,sncb,Charleroi-Central,Braine-le-Comte,BE,BE,30.8,41.0,41.0,0.683,45.07,False,day,0,4.62,faible_potentiel
sncb_88____:007::8872009:8883006:13:753:20260508,sncb_88____:007::8872009:8883006:13:753:20260508,sncb,Charleroi-Central,Braine-le-Comte,BE,BE,30.8,42.0,42.0,0.7,44.0,False,day,0,4.62,faible_potentiel
sncb_88____:007::8872009:8883006:13:754:20260509,sncb_88____:007::8872009:8883006:13:754:20260509,sncb,Charleroi-Central,Braine-le-Comte,BE,BE,30.8,41.0,41.0,0.683,45.07,False,day,0,4.62,faible_potentiel
sncb_88____:007::8872009:8883006:13:756:20260503,sncb_88____:007::8872009:8883006:13:756:20260503,sncb,Charleroi-Central,Braine-le-Comte,BE,BE,30.8,42.0,42.0,0.7,44.0,False,day,0,4.62,faible_potentiel
sncb_88____:007::8872009:8883006:13:846:20260510,sncb_88____:007::8872009:8883006:13:846:20260510,sncb,Charleroi-Central,Braine-le-Comte,BE,BE,30.8,41.0,41.0,0.683,45.07,False,day,0,4.62,faible_potentiel
sncb_88____:007::8872009:8883006:13:853:20260508,sncb_88____:007::8872009:8883006:13:853:20260508,sncb,Charleroi-Central,Braine-le-Comte,BE,BE,30.8,42.0,42.0,0.7,44.0,False,day,0,4.62,faible_potentiel
sncb_88____:007::8872009:8883006:13:854:20260509,sncb_88____:007::8872009:8883006:13:854:20260509,sncb,Charleroi-Central,Braine-le-Comte,BE,BE,30.8,41.0,41.0,0.683,45.07,False,day,0,4.62,faible_potentiel
sncb_88____:007::8872009:8883006:13:856:20260503,sncb_88____:007::8872009:8883006:13:856:20260503,sncb,Charleroi-Central,Braine-le-Comte,BE,BE,30.8,42.0,42.0,0.7,44.0,False,day,0,4.62,faible_potentiel
sncb_88____:007::8872009:8883006:13:946:20260510,sncb_88____:007::8872009:8883006:13:946:20260510,sncb,Charleroi-Central,Braine-le-Comte,BE,BE,30.8,41.0,41.0,0.683,45.07,False,day,0,4.62,faible_potentiel
sncb_88____:007::8872009:8883006:13:953:20260508,sncb_88____:007::8872009:8883006:13:953:20260508,sncb,Charleroi-Central,Braine-le-Comte,BE,BE,30.8,42.0,42.0,0.7,44.0,False,day,0,4.62,faible_potentiel
sncb_88____:007::8872009:8883006:13:954:20260509,sncb_88____:007::8872009:8883006:13:954:20260509,sncb,Charleroi-Central,Braine-le-Comte,BE,BE,30.8,41.0,41.0,0.683,45.07,False,day,0,4.62,faible_potentiel
sncb_88____:007::8872009:8883006:13:956:20260503,sncb_88____:007::8872009:8883006:13:956:20260503,sncb,Charleroi-Central,Braine-le-Comte,BE,BE,30.8,42.0,42.0,0.7,44.0,False,day,0,4.62,faible_potentiel
sncb_88____:007::8872009:8884004:16:702:20260614,sncb_88____:007::8872009:8884004:16:702:20260614,sncb,Charleroi-Central,Saint-Ghislain,BE,BE,44.0,52.0,52.0,0.867,50.77,False,day,0,6.6,faible_potentiel
sncb_88____:007::8872009:8884715:19:709:20260503,sncb_88____:007::8872009:8884715:19:709:20260503,sncb,Charleroi-Central,Blaton,BE,BE,55.8,59.0,59.0,0.983,56.75,False,day,0,8.37,faible_potentiel
sncb_88____:007::8872009:8885001:24:732:20260301,sncb_88____:007::8872009:8885001:24:732:20260301,sncb,Charleroi-Central,Tournai,BE,BE,77.2,82.0,82.0,1.367,56.49,False,day,0,11.58,faible_potentiel
sncb_88____:007::8872009:8885704:27:1046:20260517,sncb_88____:007::8872009:8885704:27:1046:20260517,sncb,Charleroi-Central,Mouscron,BE,BE,93.3,96.0,96.0,1.6,58.31,False,day,0,14.0,faible_potentiel
sncb_88____:007::8872009:8885704:27:1146:20260517,sncb_88____:007::8872009:8885704:27:1146:20260517,sncb,Charleroi-Central,Mouscron,BE,BE,93.3,96.0,96.0,1.6,58.31,False,day,0,14.0,faible_potentiel
sncb_88____:007::8872009:8885704:27:1246:20260517,sncb_88____:007::8872009:8885704:27:1246:20260517,sncb,Charleroi-Central,Mouscron,BE,BE,93.3,96.0,96.0,1.6,58.31,False,day,0,14.0,faible_potentiel
sncb_88____:007::8872009:8885704:27:1346:20260517,sncb_88____:007::8872009:8885704:27:1346:20260517,sncb,Charleroi-Central,Mouscron,BE,BE,93.3,96.0,96.0,1.6,58.31,False,day,0,14.0,faible_potentiel
sncb_88____:007::8872009:8885704:27:1446:20260517,sncb_88____:007::8872009:8885704:27:1446:20260517,sncb,Charleroi-Central,Mouscron,BE,BE,93.3,96.0,96.0,1.6,58.31,False,day,0,14.0,faible_potentiel
sncb_88____:007::8872009:8885704:27:1546:20260517,sncb_88____:007::8872009:8885704:27:1546:20260517,sncb,Charleroi-Central,Mouscron,BE,BE,93.3,96.0,96.0,1.6,58.31,False,day,0,14.0,faible_potentiel
sncb_88____:007::8872009:8885704:27:1646:20260517,sncb_88____:007::8872009:8885704:27:1646:20260517,sncb,Charleroi-Central,Mouscron,BE,BE,93.3,96.0,96.0,1.6,58.31,False,day,0,14.0,faible_potentiel
sncb_88____:007::8872009:8885704:27:1746:20260517,sncb_88____:007::8872009:8885704:27:1746:20260517,sncb,Charleroi-Central,Mouscron,BE,BE,93.3,96.0,96.0,1.6,58.31,False,day,0,14.0,faible_potentiel
sncb_88____:007::8872009:8885704:27:1846:20260517,sncb_88____:007::8872009:8885704:27:1846:20260517,sncb,Charleroi-Central,Mouscron,BE,BE,93.3,96.0,96.0,1.6,58.31,False,day,0,14.0,faible_potentiel
sncb_88____:007::8872009:8885704:27:1946:20260517,sncb_88____:007::8872009:8885704:27:1946:20260517,sncb,Charleroi-Central,Mouscron,BE,BE,93.3,96.0,96.0,1.6,58.31,False,day,0,14.0,faible_potentiel
sncb_88____:007::8872009:8885704:27:2046:20260517,sncb_88____:007::8872009:8885704:27:2046:20260517,sncb,Charleroi-Central,Mouscron,BE,BE,93.3,96.0,96.0,1.6,58.31,False,day,0,14.0,faible_potentiel
sncb_88____:007::8872009:8885704:27:2146:20260517,sncb_88____:007::8872009:8885704:27:2146:20260517,sncb,Charleroi-Central,Mouscron,BE,BE,93.3,96.0,96.0,1.6,58.31,False,day,0,14.0,faible_potentiel
sncb_88____:007::8872009:8885704:27:2246:20260517,sncb_88____:007::8872009:8885704:27:2246:20260517,sncb,Charleroi-Central,Mouscron,BE,BE,93.3,96.0,96.0,1.6,58.31,False,day,0,14.0,faible_potentiel
sncb_88____:007::8872009:8885704:27:2346:20260517,sncb_88____:007::8872009:8885704:27:2346:20260517,sncb,Charleroi-Central,Mouscron,BE,BE,93.3,96.0,96.0,1.6,58.31,False,day,0,14.0,faible_potentiel
sncb_88____:007::8872009:8885704:27:746:20260328,sncb_88____:007::8872009:8885704:27:746:20260328,sncb,Charleroi-Central,Mouscron,BE,BE,93.3,96.0,96.0,1.6,58.31,False,day,0,14.0,faible_potentiel
sncb_88____:007::8872009:8885704:27:746:20260405,sncb_88____:007::8872009:8885704:27:746:20260405,sncb,Charleroi-Central,Mouscron,BE,BE,93.3,96.0,96.0,1.6,58.31,False,day,0,14.0,faible_potentiel
sncb_88____:007::8872009:8885704:27:746:20260426,sncb_88____:007::8872009:8885704:27:746:20260426,sncb,Charleroi-Central,Mouscron,BE,BE,93.3,96.0,96.0,1.6,58.31,False,day,0,14.0,faible_potentiel
sncb_88____:007::8872009:8885704:27:746:20260510,sncb_88____:007::8872009:8885704:27:746:20260510,sncb,Charleroi-Central,Mouscron,BE,BE,93.3,96.0,96.0,1.6,58.31,False,day,0,14.0,faible_potentiel
