route_id,schedule_id,source_name,origin,destination,origin_country,destination_country,distance_km,duration_min,duration_minutes,duration_hours,avg_speed_kmh,is_international,train_type,weekly_frequency,estimated_co2_saving_kg,substitution_potential
sncb_88____:007::8819406:8811007:5:1741:20260308,sncb_88____:007::8819406:8811007:5:1741:20260308,sncb,Brussels Airport-Zaventem,Schaerbeek,BE,BE,7.5,14.0,14.0,0.233,32.14,False,day,0,1.12,faible_potentiel
sncb_88____:007::8819406:8811007:5:1758:20260823,sncb_88____:007::8819406:8811007:5:1758:20260823,sncb,Brussels Airport-Zaventem,Schaerbeek,BE,BE,7.5,16.0,16.0,0.267,28.12,False,day,0,1.12,faible_potentiel
sncb_88____:007::8819406:8811007:5:1814:20260308,sncb_88____:007::8819406:8811007:5:1814:20260308,sncb,Brussels Airport-Zaventem,Schaerbeek,BE,BE,7.5,14.0,14.0,0.233,32.14,False,day,0,1.12,faible_potentiel
sncb_88____:007::8819406:8811007:5:1841:20260308,sncb_88____:007::8819406:8811007:5:1841:20260308,sncb,Brussels Airport-Zaventem,Schaerbeek,BE,BE,7.5,14.0,14.0,0.233,32.14,False,day,0,1.12,faible_potentiel
sncb_88____:007::8819406:8811007:5:1858:20260823,sncb_88____:007::8819406:8811007:5:1858:20260823,sncb,Brussels Airport-Zaventem,Schaerbeek,BE,BE,7.5,16.0,16.0,0.267,28.12,False,day,0,1.12,faible_potentiel
sncb_88____:007::8819406:8811007:5:1914:20260308,sncb_88____:007::8819406:8811007:5:1914:20260308,sncb,Brussels Airport-Zaventem,Schaerbeek,BE,BE,7.5,14.0,14.0,0.233,32.14,False,day,0,1.12,faible_potentiel
sncb_88____:007::8819406:8811007:5:1941:20260308,sncb_88____:007::8819406:8811007:5:1941:20260308,sncb,Brussels Airport-Zaventem,Schaerbeek,BE,BE,7.5,14.0,14.0,0.233,32.14,False,day,0,1.12,faible_potentiel
sncb_88____:007::8819406:8811007:5:1958:20260823,sncb_88____:007::8819406:8811007:5:1958:20260823,sncb,Brussels Airport-Zaventem,Schaerbeek,BE,BE,7.5,16.0,16.0,0.267,28.12,False,day,0,1.12,faible_potentiel
sncb_88____:007::8819406:8811007:5:2014:20260308,sncb_88____:007::8819406:8811007:5:2014:20260308,sncb,Brussels Airport-Zaventem,Schaerbeek,BE,BE,7.5,14.0,14.0,0.233,32.14,False,day,0,1.12,faible_potentiel
sncb_88____:007::8819406:8811007:5:2041:20260308,sncb_88____:007::8819406:8811007:5:2041:20260308,sncb,Brussels Airport-Zaventem,Schaerbeek,BE,BE,7.5,14.0,14.0,0.233,32.14,False,day,0,1.12,faible_potentiel
sncb_88____:007::8819406:8811007:5:2058:20260823,sncb_88____:007::8819406:8811007:5:2058:20260823,sncb,Brussels Airport-Zaventem,Schaerbeek,BE,BE,7.5,16.0,16.0,0.267,28.12,False,day,0,1.12,faible_potentiel
sncb_88____:007::8819406:8811007:5:2114:20260308,sncb_88____:007::8819406:8811007:5:2114:20260308,sncb,Brussels Airport-Zaventem,Schaerbeek,BE,BE,7.5,14.0,14.0,0.233,32.14,False,day,0,1.12,faible_potentiel
sncb_88____:007::8819406:8811007:5:2141:20260308,sncb_88____:007::8819406:8811007:5:2141:20260308,sncb,Brussels Airport-Zaventem,Schaerbeek,BE,BE,7.5,14.0,14.0,0.233,32.14,False,day,0,1.12,faible_potentiel
sncb_88____:007::8819406:8811007:5:2158:20260823,sncb_88____:007::8819406:8811007:5:2158:20260823,sncb,Brussels Airport-Zaventem,Schaerbeek,BE,BE,7.5,16.0,16.0,0.267,28.12,False,day,0,1.12,faible_potentiel
sncb_88____:007::8819406:8811007:5:2214:20260307,sncb_88____:007::8819406:8811007:5:2214:20260307,sncb,Brussels Airport-Zaventem,Schaerbeek,BE,BE,7.5,14.0,14.0,0.233,32.14,False,day,0,1.12,faible_potentiel
sncb_88____:007::8819406:8811007:5:2241:20260307,sncb_88____:007::8819406:8811007:5:2241:20260307,sncb,Brussels Airport-Zaventem,Schaerbeek,BE,BE,7.5,14.0,14.0,0.233,32.14,False,day,0,1.12,faible_potentiel
sncb_88____:007::8819406:8811007:5:2258:20260823,sncb_88____:007::8819406:8811007:5:2258:20260823,sncb,Brussels Airport-Zaventem,Schaerbeek,BE,BE,7.5,16.0,16.0,0.267,28.12,False,day,0,1.12,faible_potentiel
sncb_88____:007::8819406:8811007:5:2314:20260307,sncb_88____:007::8819406:8811007:5:2314:20260307,sncb,Brussels Airport-Zaventem,Schaerbeek,BE,BE,7.5,14.0,14.0,0.233,32.14,False,day,0,1.12,faible_potentiel
sncb_88____:007::8819406:8811007:5:2358:20260823,sncb_88____:007::8819406:8811007:5:2358:20260823,sncb,Brussels Airport-Zaventem,Schaerbeek,BE,BE,7.5,16.0,16.0,0.267,28.12,False,day,0,1.12,faible_potentiel
sncb_88____:007::8819406:8811007:5:2414:20260307,sncb_88____:007::8819406:8811007:5:2414:20260307,sncb,Brussels Airport-Zaventem,Schaerbeek,BE,BE,7.5,15.0,15.0,0.25,30.0,False,day,0,1.12,faible_potentiel
sncb_88____:007::8819406:8811007:5:458:20260821,sncb_88____:007::8819406:8811007:5:458:20260821,sncb,Brussels Airport-Zaventem,Schaerbeek,BE,BE,7.5,16.0,16.0,0.267,28.12,False,day,0,1.12,faible_potentiel
sncb_88____:007::8819406:8811007:5:558:20260823,sncb_88____:007::8819406:8811007:5:558:20260823,sncb,Brussels Airport-Zaventem,Schaerbeek,BE,BE,7.5,16.0,16.0,0.267,28.12,False,day,0,1.12,faible_potentiel
sncb_88____:007::8819406:8811007:5:614:20260308,sncb_88____:007::8819406:8811007:5:614:20260308,sncb,Brussels Airport-Zaventem,Schaerbeek,BE,BE,7.5,14.0,14.0,0.233,32.14,False,day,0,1.12,faible_potentiel
sncb_88____:007::8819406:8811007:5:658:20260823,sncb_88____:007::8819406:8811007:5:658:20260823,sncb,Brussels Airport-Zaventem,Schaerbeek,BE,BE,7.5,16.0,16.0,0.267,28.12,False,day,0,1.12,faible_potentiel
sncb_88____:007::8819406:8811007:5:714:20260308,sncb_88____:007::8819406:8811007:5:714:20260308,sncb,Brussels Airport-Zaventem,Schaerbeek,BE,BE,7.5,14.0,14.0,0.233,32.14,False,day,0,1.12,faible_potentiel
sncb_88____:007::8819406:8811007:5:741:20260308,sncb_88____:007::8819406:8811007:5:741:20260308,sncb,Brussels Airport-Zaventem,Schaerbeek,BE,BE,7.5,14.0,14.0,0.233,32.14,False,day,0,1.12,faible_potentiel
sncb_88____:007::8819406:8811007:5:758:20260823,sncb_88____:007::8819406:8811007:5:758:20260823,sncb,Brussels Airport-Zaventem,Schaerbeek,BE,BE,7.5,16.0,16.0,0.267,28.12,False,day,0,1.12,faible_potentiel
sncb_88____:007::8819406:8811007:5:814:20260308,sncb_88____:007::8819406:8811007:5:814:20260308,sncb,Brussels Airport-Zaventem,Schaerbeek,BE,BE,7.5,14.0,14.0,0.233,32.14,False,day,0,1.12,faible_potentiel
sncb_88____:007::8819406:8811007:5:841:20260308,sncb_88____:007::8819406:8811007:5:841:20260308,sncb,Brussels Airport-Zaventem,Schaerbeek,BE,BE,7.5,14.0,14.0,0.233,32.14,False,day,0,1.12,faible_potentiel
sncb_88____:007::8819406:8811007:5:858:20260823,sncb_88____:007::8819406:8811007:5:858:20260823,sncb,Brussels Airport-Zaventem,Schaerbeek,BE,BE,7.5,16.0,16.0,0.267,28.12,False,day,0,1.12,faible_potentiel
sncb_88____:007::8819406:8811007:5:914:20260308,sncb_88____:007::8819406:8811007:5:914:20260308,sncb,Brussels Airport-Zaventem,Schaerbeek,BE,BE,7.5,14.0,14.0,0.233,32.14,False,day,0,1.12,faible_potentiel
sncb_88____:007::8819406:8811007:5:941:20260308,sncb_88____:007::8819406:8811007:5:941:20260308,sncb,Brussels Airport-Zaventem,Schaerbeek,BE,BE,7.5,14.0,14.0,0.233,32.14,False,day,0,1.12,faible_potentiel
sncb_88____:007::8819406:8811007:5:958:20260821,sncb_88____:007::8819406:8811007:5:958:20260821,sncb,Brussels Airport-Zaventem,Schaerbeek,BE,BE,7.5,17.0,17.0,0.283,26.47,False,day,0,1.12,faible_potentiel
sncb_88____:007::8819406:8811007:5:958:20260823,sncb_88____:007::8819406:8811007:5:958:20260823,sncb,Brussels Airport-Zaventem,Schaerbeek,BE,BE,7.5,16.0,16.0,0.267,28.12,False,day,0,1.12,faible_potentiel
sncb_88____:007::8819406:8811601:18:2000:20260327,sncb_88____:007::8819406:8811601:18:2000:20260327,sncb,Brussels Airport-Zaventem,Ottignies,BE,BE,25.5,43.0,43.0,0.717,35.58,False,day,0,3.82,faible_potentiel
sncb_88____:007::8819406:8811601:18:2100:20260327,sncb_88____:007::8819406:8811601:18:2100:20260327,sncb,Brussels Airport-Zaventem,Ottignies,BE,BE,25.5,43.0,43.0,0.717,35.58,False,day,0,3.82,faible_potentiel
sncb_88____:007::8819406:8812005:3:41:20260301,sncb_88____:007::8819406:8812005:3:41:20260301,sncb,Brussels Airport-Zaventem,Bruxelles-Nord,BE,BE,9.4,11.0,11.0,0.183,51.27,False,day,0,1.41,faible_potentiel
sncb_88____:007::8819406:8814001:10:1010:20260503,sncb_88____:007::8819406:8814001:10:1010:20260503,sncb,Brussels Airport-Zaventem,Bruxelles-Midi,BE,BE,12.2,28.0,28.0,0.467,26.14,False,day,0,1.83,faible_potentiel
sncb_88____:007::8819406:8814001:10:1010:20260517,sncb_88____:007::8819406:8814001:10:1010:20260517,sncb,Brussels Airport-Zaventem,Bruxelles-Midi,BE,BE,12.2,27.0,27.0,0.45,27.11,False,day,0,1.83,faible_potentiel
sncb_88____:007::8819406:8814001:10:1035:20260417,sncb_88____:007::8819406:8814001:10:1035:20260417,sncb,Brussels Airport-Zaventem,Bruxelles-Midi,BE,BE,12.2,22.0,22.0,0.367,33.27,False,day,0,1.83,faible_potentiel
sncb_88____:007::8819406:8814001:10:103:20260518,sncb_88____:007::8819406:8814001:10:103:20260518,sncb,Brussels Airport-Zaventem,Bruxelles-Midi,BE,BE,12.2,23.0,23.0,0.383,31.83,False,day,0,1.83,faible_potentiel
sncb_88____:007::8819406:8814001:10:1110:20260503,sncb_88____:007::8819406:8814001:10:1110:20260503,sncb,Brussels Airport-Zaventem,Bruxelles-Midi,BE,BE,12.2,28.0,28.0,0.467,26.14,False,day,0,1.83,faible_potentiel
sncb_88____:007::8819406:8814001:10:1110:20260517,sncb_88____:007::8819406:8814001:10:1110:20260517,sncb,Brussels Airport-Zaventem,Bruxelles-Midi,BE,BE,12.2,27.0,27.0,0.45,27.11,False,day,0,1.83,faible_potentiel
sncb_88____:007::8819406:8814001:10:1135:20260417,sncb_88____:007::8819406:8814001:10:1135:20260417,sncb,Brussels Airport-Zaventem,Bruxelles-Midi,BE,BE,12.2,22.0,22.0,0.367,33.27,False,day,0,1.83,faible_potentiel
sncb_88____:007::8819406:8814001:10:1210:20260329,sncb_88____:007::8819406:8814001:10:1210:20260329,sncb,Brussels Airport-Zaventem,Bruxelles-Midi,BE,BE,12.2,28.0,28.0,0.467,26.14,False,day,0,1.83,faible_potentiel
sncb_88____:007::8819406:8814001:10:1210:20260503,sncb_88____:007::8819406:8814001:10:1210:20260503,sncb,Brussels Airport-Zaventem,Bruxelles-Midi,BE,BE,12.2,28.0,28.0,0.467,26.14,False,day,0,1.83,faible_potentiel
sncb_88____:007::8819406:8814001:10:1210:20260517,sncb_88____:007::8819406:8814001:10:1210:20260517,sncb,Brussels Airport-Zaventem,Bruxelles-Midi,BE,BE,12.2,27.0,27.0,0.45,27.11,False,day,0,1.83,faible_potentiel
sncb_88____:007::8819406:8814001:10:1235:20260417,sncb_88____:007::8819406:8814001:10:1235:20260417,sncb,Brussels Airport-Zaventem,Bruxelles-Midi,BE,BE,12.2,22.0,22.0,0.367,33.27,False,day,0,1.83,faible_potentiel
sncb_88____:007::8819406:8814001:10:1310:20260329,sncb_88____:007::8819406:8814001:10:1310:20260329,sncb,Brussels Airport-Zaventem,Bruxelles-Midi,BE,BE,12.2,28.0,28.0,0.467,26.14,False,day,0,1.83,faible_potentiel
sncb_88____:007::8819406:8814001:10:1310:20260503,sncb_88____:007::8819406:8814001:10:1310:20260503,sncb,Brussels Airport-Zaventem,Bruxelles-Midi,BE,BE,12.2,28.0,28.0,0.467,26.14,False,day,0,1.83,faible_potentiel
sncb_88____:007::8819406:8814001:10:1310:20260517,sncb_88____:007::8819406:8814001:10:1310:20260517,sncb,Brussels Airport-Zaventem,Bruxelles-Midi,BE,BE,12.2,27.0,27.0,0.45,27.11,False,day,0,1.83,faible_potentiel
sncb_88____:007::8819406:8814001:10:1335:20260417,sncb_88____:007::8819406:8814001:10:1335:20260417,sncb,Brussels Airport-Zaventem,Bruxelles-Midi,BE,BE,12.2,22.0,22.0,0.367,33.27,False,day,0,1.83,faible_potentiel
sncb_88____:007::8819406:8814001:10:1410:20260503,sncb_88____:007::8819406:8814001:10:1410:20260503,sncb,Brussels Airport-Zaventem,Bruxelles-Midi,BE,BE,12.2,28.0,28.0,0.467,26.14,False,day,0,1.83,faible_potentiel
sncb_88____:007::8819406:8814001:10:1410:20260517,sncb_88____:007::8819406:8814001:10:1410:20260517,sncb,Brussels Airport-Zaventem,Bruxelles-Midi,BE,BE,12.2,27.0,27.0,0.45,27.11,False,day,0,1.83,faible_potentiel
sncb_88____:007::8819406:8814001:10:1435:20260417,sncb_88____:007::8819406:8814001:10:1435:20260417,sncb,Brussels Airport-Zaventem,Bruxelles-Midi,BE,BE,12.2,22.0,22.0,0.367,33.27,False,day,0,1.83,faible_potentiel
sncb_88____:007::8819406:8814001:10:1510:20260329,sncb_88____:007::8819406:8814001:10:1510:20260329,sncb,Brussels Airport-Zaventem,Bruxelles-Midi,BE,BE,12.2,28.0,28.0,0.467,26.14,False,day,0,1.83,faible_potentiel
sncb_88____:007::8819406:8814001:10:1510:20260503,sncb_88____:007::8819406:8814001:10:1510:20260503,sncb,Brussels Airport-Zaventem,Bruxelles-Midi,BE,BE,12.2,28.0,28.0,0.467,26.14,False,day,0,1.83,faible_potentiel
sncb_88____:007::8819406:8814001:10:1510:20260517,sncb_88____:007::8819406:8814001:10:1510:20260517,sncb,Brussels Airport-Zaventem,Bruxelles-Midi,BE,BE,12.2,27.0,27.0,0.45,27.11,False,day,0,1.83,faible_potentiel
sncb_88____:007::8819406:8814001:10:1535:20260417,sncb_88____:007::8819406:8814001:10:1535:20260417,sncb,Brussels Airport-Zaventem,Bruxelles-Midi,BE,BE,12.2,22.0,22.0,0.367,33.27,False,day,0,1.83,faible_potentiel
sncb_88____:007::8819406:8814001:10:1610:20260503,sncb_88____:007::8819406:8814001:10:1610:20260503,sncb,Brussels Airport-Zaventem,Bruxelles-Midi,BE,BE,12.2,28.0,28.0,0.467,26.14,False,day,0,1.83,faible_potentiel
sncb_88____:007::8819406:8814001:10:1610:20260517,sncb_88____:007::8819406:8814001:10:1610:20260517,sncb,Brussels Airport-Zaventem,Bruxelles-Midi,BE,BE,12.2,27.0,27.0,0.45,27.11,False,day,0,1.83,faible_potentiel
sncb_88____:007::8819406:8814001:10:1635:20260417,sncb_88____:007::8819406:8814001:10:1635:20260417,sncb,Brussels Airport-Zaventem,Bruxelles-Midi,BE,BE,12.2,22.0,22.0,0.367,33.27,False,day,0,1.83,faible_potentiel
sncb_88____:007::8819406:8814001:10:1710:20260503,sncb_88____:007::8819406:8814001:10:1710:20260503,sncb,Brussels Airport-Zaventem,Bruxelles-Midi,BE,BE,12.2,28.0,28.0,0.467,26.14,False,day,0,1.83,faible_potentiel
sncb_88____:007::8819406:8814001:10:1710:20260517,sncb_88____:007::8819406:8814001:10:1710:20260517,sncb,Brussels Airport-Zaventem,Bruxelles-Midi,BE,BE,12.2,27.0,27.0,0.45,27.11,False,day,0,1.83,faible_potentiel
sncb_88____:007::8819406:8814001:10:1735:20260417,sncb_88____:007::8819406:8814001:10:1735:20260417,sncb,Brussels Airport-Zaventem,Bruxelles-Midi,BE,BE,12.2,22.0,22.0,0.367,33.27,False,day,0,1.83,faible_potentiel
sncb_88____:007::8819406:8814001:10:1810:20260503,sncb_88____:007::8819406:8814001:10:1810:20260503,sncb,Brussels Airport-Zaventem,Bruxelles-Midi,BE,BE,12.2,28.0,28.0,0.467,26.14,False,day,0,1.83,faible_potentiel
sncb_88____:007::8819406:8814001:10:1810:20260517,sncb_88____:007::8819406:8814001:10:1810:20260517,sncb,Brussels Airport-Zaventem,Bruxelles-Midi,BE,BE,12.2,27.0,27.0,0.45,27.11,False,day,0,1.83,faible_potentiel
sncb_88____:007::8819406:8814001:10:1835:20260417,sncb_88____:007::8819406:8814001:10:1835:20260417,sncb,Brussels Airport-Zaventem,Bruxelles-Midi,BE,BE,12.2,22.0,22.0,0.367,33.27,False,day,0,1.83,faible_potentiel
sncb_88____:007::8819406:8814001:10:1910:20260329,sncb_88____:007::8819406:8814001:10:1910:20260329,sncb,Brussels Airport-Zaventem,Bruxelles-Midi,BE,BE,12.2,28.0,28.0,0.467,26.14,False,day,0,1.83,faible_potentiel
sncb_88____:007::8819406:8814001:10:1910:20260503,sncb_88____:007::8819406:8814001:10:1910:20260503,sncb,Brussels Airport-Zaventem,Bruxelles-Midi,BE,BE,12.2,28.0,28.0,0.467,26.14,False,day,0,1.83,faible_potentiel
sncb_88____:007::8819406:8814001:10:1910:20260517,sncb_88____:007::8819406:8814001:10:1910:20260517,sncb,Brussels Airport-Zaventem,Bruxelles-Midi,BE,BE,12.2,27.0,27.0,0.45,27.11,False,day,0,1.83,faible_potentiel
sncb_88____:007::8819406:8814001:10:1935:20260417,sncb_88____:007::8819406:8814001:10:1935:20260417,sncb,Brussels Airport-Zaventem,Bruxelles-Midi,BE,BE,12.2,22.0,22.0,0.367,33.27,False,day,0,1.83,faible_potentiel
sncb_88____:007::8819406:8814001:10:2010:20260329,sncb_88____:007::8819406:8814001:10:2010:20260329,sncb,Brussels Airport-Zaventem,Bruxelles-Midi,BE,BE,12.2,28.0,28.0,0.467,26.14,False,day,0,1.83,faible_potentiel
sncb_88____:007::8819406:8814001:10:2010:20260503,sncb_88____:007::8819406:8814001:10:2010:20260503,sncb,Brussels Airport-Zaventem,Bruxelles-Midi,BE,BE,12.2,28.0,28.0,0.467,26.14,False,day,0,1.83,faible_potentiel
sncb_88____:007::8819406:8814001:10:2010:20260517,sncb_88____:007::8819406:8814001:10:2010:20260517,sncb,Brussels Airport-Zaventem,Bruxelles-Midi,BE,BE,12.2,27.0,27.0,0.45,27.11,False,day,0,1.83,faible_potentiel
sncb_88____:007::8819406:8814001:10:2035:20260417,sncb_88____:007::8819406:8814001:10:2035:20260417,sncb,Brussels Airport-Zaventem,Bruxelles-Midi,BE,BE,12.2,22.0,22.0,0.367,33.27,False,day,0,1.83,faible_potentiel
sncb_88____:007::8819406:8814001:10:2110:20260503,sncb_88____:007::8819406:8814001:10:2110:20260503,sncb,Brussels Airport-Zaventem,Bruxelles-Midi,BE,BE,12.2,28.0,28.0,0.467,26.14,False,day,0,1.83,faible_potentiel
sncb_88____:007::8819406:8814001:10:2110:20260517,sncb_88____:007::8819406:8814001:10:2110:20260517,sncb,Brussels Airport-Zaventem,Bruxelles-Midi,BE,BE,12.2,27.0,27.0,0.45,27.11,False,day,0,1.83,faible_potentiel
sncb_88____:007::8819406:8814001:10:2135:20260417,sncb_88____:007::8819406:8814001:10:2135:20260417,sncb,Brussels Airport-Zaventem,Bruxelles-Midi,BE,BE,12.2,22.0,22.0,0.367,33.27,False,day,0,1.83,faible_potentiel
sncb_88____:007::8819406:8814001:10:2210:20260329,sncb_88____:007::8819406:8814001:10:2210:20260329,sncb,Brussels Airport-Zaventem,Bruxelles-Midi,BE,BE,12.2,28.0,28.0,0.467,26.14,False,day,0,1.83,faible_potentiel
sncb_88____:007::8819406:8814001:10:2210:20260503,sncb_88____:007::8819406:8814001:10:2210:20260503,sncb,Brussels Airport-Zaventem,Bruxelles-Midi,BE,BE,12.2,28.0,28.0,0.467,26.14,False,day,0,1.83,faible_potentiel
sncb_88____:007::8819406:8814001:10:2210:20260517,sncb_88____:007::8819406:8814001:10:2210:20260517,sncb,Brussels Airport-Zaventem,Bruxelles-Midi,BE,BE,12.2,27.0,27.0,0.45,27.11,False,day,0,1.83,faible_potentiel
sncb_88____:007::8819406:8814001:10:2235:20260417,sncb_88____:007::8819406:8814001:10:2235:20260417,sncb,Brussels Airport-Zaventem,Bruxelles-Midi,BE,BE,12.2,22.0,22.0,0.367,33.27,False,day,0,1.83,faible_potentiel
sncb_88____:007::8819406:8814001:10:2252:20260525,sncb_88____:007::8819406:8814001:10:2252:20260525,sncb,Brussels Airport-Zaventem,Bruxelles-Midi,BE,BE,12.2,24.0,24.0,0.4,30.5,False,day,0,1.83,faible_potentiel
sncb_88____:007::8819406:8814001:10:2310:20260517,sncb_88____:007::8819406:8814001:10:2310:20260517,sncb,Brussels Airport-Zaventem,Bruxelles-Midi,BE,BE,12.2,27.0,27.0,0.45,27.11,False,day,0,1.83,faible_potentiel
sncb_88____:007::8819406:8814001:10:2310:20261211,sncb_88____:007::8819406:8814001:10:2310:20261211,sncb,Brussels Airport-Zaventem,Bruxelles-Midi,BE,BE,12.2,28.0,28.0,0.467,26.14,False,day,0,1.83,faible_potentiel
sncb_88____:007::8819406:8814001:10:2336:20260322,sncb_88____:007::8819406:8814001:10:2336:20260322,sncb,Brussels Airport-Zaventem,Bruxelles-Midi,BE,BE,12.2,23.0,23.0,0.383,31.83,False,day,0,1.83,faible_potentiel
sncb_88____:007::8819406:8814001:10:2336:20261212,sncb_88____:007::8819406:8814001:10:2336:20261212,sncb,Brussels Airport-Zaventem,Bruxelles-Midi,BE,BE,12.2,23.0,23.0,0.383,31.83,False,day,0,1.83,faible_potentiel
sncb_88____:007::8819406:8814001:10:2339:20260516,sncb_88____:007::8819406:8814001:10:2339:20260516,sncb,Brussels Airport-Zaventem,Bruxelles-Midi,BE,BE,12.2,23.0,23.0,0.383,31.83,False,day,0,1.83,faible_potentiel
sncb_88____:007::8819406:8814001:10:2352:20260531,sncb_88____:007::8819406:8814001:10:2352:20260531,sncb,Brussels Airport-Zaventem,Bruxelles-Midi,BE,BE,12.2,22.0,22.0,0.367,33.27,False,day,0,1.83,faible_potentiel
sncb_88____:007::8819406:8814001:10:2410:20260517,sncb_88____:007::8819406:8814001:10:2410:20260517,sncb,Brussels Airport-Zaventem,Bruxelles-Midi,BE,BE,12.2,27.0,27.0,0.45,27.11,False,day,0,1.83,faible_potentiel
sncb_88____:007::8819406:8814001:10:2410:20260531,sncb_88____:007::8819406:8814001:10:2410:20260531,sncb,Brussels Airport-Zaventem,Bruxelles-Midi,BE,BE,12.2,27.0,27.0,0.45,27.11,False,day,0,1.83,faible_potentiel
sncb_88____:007::8819406:8814001:10:2410:20261212,sncb_88____:007::8819406:8814001:10:2410:20261212,sncb,Brussels Airport-Zaventem,Bruxelles-Midi,BE,BE,12.2,28.0,28.0,0.467,26.14,False,day,0,1.83,faible_potentiel
sncb_88____:007::8819406:8814001:10:2411:20260507,sncb_88____:007::8819406:8814001:10:2411:20260507,sncb,Brussels Airport-Zaventem,Bruxelles-Midi,BE,BE,12.2,29.0,29.0,0.483,25.24,False,day,0,1.83,faible_potentiel
sncb_88____:007::8819406:8814001:10:2423:20260327,sncb_88____:007::8819406:8814001:10:2423:20260327,sncb,Brussels Airport-Zaventem,Bruxelles-Midi,BE,BE,12.2,24.0,24.0,0.4,30.5,False,day,0,1.83,faible_potentiel
sncb_88____:007::8819406:8814001:10:2424:20260605,sncb_88____:007::8819406:8814001:10:2424:20260605,sncb,Brussels Airport-Zaventem,Bruxelles-Midi,BE,BE,12.2,26.0,26.0,0.433,28.15,False,day,0,1.83,faible_potentiel
sncb_88____:007::8819406:8814001:10:52:20260531,sncb_88____:007::8819406:8814001:10:52:20260531,sncb,Brussels Airport-Zaventem,Bruxelles-Midi,BE,BE,12.2,22.0,22.0,0.367,33.27,False,day,0,1.83,faible_potentiel
sncb_88____:007::8819406:8814001:10:535:20260417,sncb_88____:007::8819406:8814001:10:535:20260417,sncb,Brussels Airport-Zaventem,Bruxelles-Midi,BE,BE,12.2,22.0,22.0,0.367,33.27,False,day,0,1.83,faible_potentiel
sncb_88____:007::8819406:8814001:10:536:20260302,sncb_88____:007::8819406:8814001:10:536:20260302,sncb,Brussels Airport-Zaventem,Bruxelles-Midi,BE,BE,12.2,23.0,23.0,0.383,31.83,False,day,0,1.83,faible_potentiel
sncb_88____:007::8819406:8814001:10:610:20260329,sncb_88____:007::8819406:8814001:10:610:20260329,sncb,Brussels Airport-Zaventem,Bruxelles-Midi,BE,BE,12.2,28.0,28.0,0.467,26.14,False,day,0,1.83,faible_potentiel
sncb_88____:007::8819406:8814001:10:610:20260503,sncb_88____:007::8819406:8814001:10:610:20260503,sncb,Brussels Airport-Zaventem,Bruxelles-Midi,BE,BE,12.2,28.0,28.0,0.467,26.14,False,day,0,1.83,faible_potentiel
sncb_88____:007::8819406:8814001:10:610:20260517,sncb_88____:007::8819406:8814001:10:610:20260517,sncb,Brussels Airport-Zaventem,Bruxelles-Midi,BE,BE,12.2,27.0,27.0,0.45,27.11,False,day,0,1.83,faible_potentiel
sncb_88____:007::8819406:8814001:10:635:20260417,sncb_88____:007::8819406:8814001:10:635:20260417,sncb,Brussels Airport-Zaventem,Bruxelles-Midi,BE,BE,12.2,22.0,22.0,0.367,33.27,False,day,0,1.83,faible_potentiel
sncb_88____:007::8819406:8814001:10:710:20260503,sncb_88____:007::8819406:8814001:10:710:20260503,sncb,Brussels Airport-Zaventem,Bruxelles-Midi,BE,BE,12.2,28.0,28.0,0.467,26.14,False,day,0,1.83,faible_potentiel
sncb_88____:007::8819406:8814001:10:710:20260517,sncb_88____:007::8819406:8814001:10:710:20260517,sncb,Brussels Airport-Zaventem,Bruxelles-Midi,BE,BE,12.2,27.0,27.0,0.45,27.11,False,day,0,1.83,faible_potentiel
sncb_88____:007::8819406:8814001:10:735:20260417,sncb_88____:007::8819406:8814001:10:735:20260417,sncb,Brussels Airport-Zaventem,Bruxelles-Midi,BE,BE,12.2,22.0,22.0,0.367,33.27,False,day,0,1.83,faible_potentiel
sncb_88____:007::8819406:8814001:10:810:20260329,sncb_88____:007::8819406:8814001:10:810:20260329,sncb,Brussels Airport-Zaventem,Bruxelles-Midi,BE,BE,12.2,28.0,28.0,0.467,26.14,False,day,0,1.83,faible_potentiel
sncb_88____:007::8819406:8814001:10:810:20260503,sncb_88____:007::8819406:8814001:10:810:20260503,sncb,Brussels Airport-Zaventem,Bruxelles-Midi,BE,BE,12.2,28.0,28.0,0.467,26.14,False,day,0,1.83,faible_potentiel
sncb_88____:007::8819406:8814001:10:810:20260517,sncb_88____:007::8819406:8814001:10:810:20260517,sncb,Brussels Airport-Zaventem,Bruxelles-Midi,BE,BE,12.2,27.0,27.0,0.45,27.11,False,day,0,1.83,faible_potentiel
sncb_88____:007::8819406:8814001:10:836:20260417,sncb_88____:007::8819406:8814001:10:836:20260417,sncb,Brussels Airport-Zaventem,Bruxelles-Midi,BE,BE,12.2,23.0,23.0,0.383,31.83,False,day,0,1.83,faible_potentiel
sncb_88____:007::8819406:8814001:10:910:20260503,sncb_88____:007::8819406:8814001:10:910:20260503,sncb,Brussels Airport-Zaventem,Bruxelles-Midi,BE,BE,12.2,28.0,28.0,0.467,26.14,False,day,0,1.83,faible_potentiel
sncb_88____:007::8819406:8814001:10:910:20260517,sncb_88____:007::8819406:8814001:10:910:20260517,sncb,Brussels Airport-Zaventem,Bruxelles-Midi,BE,BE,12.2,27.0,27.0,0.45,27.11,False,day,0,1.83,faible_potentiel
